Date,Metric,Value
1996-08-01,Persons Unemployed,6882.0
1996-09-01,Persons Unemployed,6979.0
1996-10-01,Persons Unemployed,7031.0
1996-11-01,Persons Unemployed,7236.0
1996-12-01,Persons Unemployed,7253.0
1997-01-01,Persons Unemployed,7158.0
1997-02-01,Persons Unemployed,7102.0
1997-03-01,Persons Unemployed,7000.0
1997-04-01,Persons Unemployed,6873.0
1997-05-01,Persons Unemployed,6655.0
1997-06-01,Persons Unemployed,6799.0
1997-07-01,Persons Unemployed,6655.0
1997-08-01,Persons Unemployed,6608.0
1997-09-01,Persons Unemployed,6656.0
1997-10-01,Persons Unemployed,6454.0
1997-11-01,Persons Unemployed,6308.0
1997-12-01,Persons Unemployed,6476.0
1998-01-01,Persons Unemployed,6368.0
1998-02-01,Persons Unemployed,6306.0
1998-03-01,Persons Unemployed,6422.0
1998-04-01,Persons Unemployed,5941.0
1998-05-01,Persons Unemployed,6047.0
1998-06-01,Persons Unemployed,6212.0
1998-07-01,Persons Unemployed,6259.0
1998-08-01,Persons Unemployed,6179.0
1998-09-01,Persons Unemployed,6300.0
1998-10-01,Persons Unemployed,6280.0
1998-11-01,Persons Unemployed,6100.0
1998-12-01,Persons Unemployed,6032.0
1999-01-01,Persons Unemployed,5976.0
1999-02-01,Persons Unemployed,6111.0
1999-03-01,Persons Unemployed,5783.0
1999-04-01,Persons Unemployed,6004.0
1999-05-01,Persons Unemployed,5796.0
1999-06-01,Persons Unemployed,5951.0
1999-07-01,Persons Unemployed,6025.0
1999-08-01,Persons Unemployed,5838.0
1999-09-01,Persons Unemployed,5915.0
1999-10-01,Persons Unemployed,5778.0
1999-11-01,Persons Unemployed,5716.0
1999-12-01,Persons Unemployed,5653.0
2000-01-01,Persons Unemployed,5708.0
2000-02-01,Persons Unemployed,5858.0
2000-03-01,Persons Unemployed,5733.0
2000-04-01,Persons Unemployed,5481.0
2000-05-01,Persons Unemployed,5758.0
2000-06-01,Persons Unemployed,5651.0
2000-07-01,Persons Unemployed,5747.0
2000-08-01,Persons Unemployed,5853.0
2000-09-01,Persons Unemployed,5625.0
2000-10-01,Persons Unemployed,5534.0
2000-11-01,Persons Unemployed,5639.0
2000-12-01,Persons Unemployed,5634.0
2001-01-01,Persons Unemployed,6023.0
2001-02-01,Persons Unemployed,6089.0
2001-03-01,Persons Unemployed,6141.0
2001-04-01,Persons Unemployed,6271.0
2001-05-01,Persons Unemployed,6226.0
2001-06-01,Persons Unemployed,6484.0
2001-07-01,Persons Unemployed,6583.0
2001-08-01,Persons Unemployed,7042.0
2001-09-01,Persons Unemployed,7142.0
2001-10-01,Persons Unemployed,7694.0
2001-11-01,Persons Unemployed,8003.0
2001-12-01,Persons Unemployed,8258.0
2002-01-01,Persons Unemployed,8182.0
2002-02-01,Persons Unemployed,8215.0
2002-03-01,Persons Unemployed,8304.0
2002-04-01,Persons Unemployed,8599.0
2002-05-01,Persons Unemployed,8399.0
2002-06-01,Persons Unemployed,8393.0
2002-07-01,Persons Unemployed,8390.0
2002-08-01,Persons Unemployed,8304.0
2002-09-01,Persons Unemployed,8251.0
2002-10-01,Persons Unemployed,8307.0
2002-11-01,Persons Unemployed,8520.0
2002-12-01,Persons Unemployed,8640.0
2003-01-01,Persons Unemployed,8520.0
2003-02-01,Persons Unemployed,8618.0
2003-03-01,Persons Unemployed,8588.0
2003-04-01,Persons Unemployed,8842.0
2003-05-01,Persons Unemployed,8957.0
2003-06-01,Persons Unemployed,9266.0
2003-07-01,Persons Unemployed,9011.0
2003-08-01,Persons Unemployed,8896.0
2003-09-01,Persons Unemployed,8921.0
2003-10-01,Persons Unemployed,8732.0
2003-11-01,Persons Unemployed,8576.0
2003-12-01,Persons Unemployed,8317.0
2004-01-01,Persons Unemployed,8370.0
2004-02-01,Persons Unemployed,8167.0
2004-03-01,Persons Unemployed,8491.0
2004-04-01,Persons Unemployed,8170.0
2004-05-01,Persons Unemployed,8212.0
2004-06-01,Persons Unemployed,8286.0
2004-07-01,Persons Unemployed,8136.0
2004-08-01,Persons Unemployed,7990.0
2004-09-01,Persons Unemployed,7927.0
2004-10-01,Persons Unemployed,8061.0
2004-11-01,Persons Unemployed,7932.0
2004-12-01,Persons Unemployed,7934.0
2005-01-01,Persons Unemployed,7784.0
2005-02-01,Persons Unemployed,7980.0
2005-03-01,Persons Unemployed,7737.0
2005-04-01,Persons Unemployed,7672.0
2005-05-01,Persons Unemployed,7651.0
2005-06-01,Persons Unemployed,7524.0
2005-07-01,Persons Unemployed,7406.0
2005-08-01,Persons Unemployed,7345.0
2005-09-01,Persons Unemployed,7553.0
2005-10-01,Persons Unemployed,7453.0
2005-11-01,Persons Unemployed,7566.0
2005-12-01,Persons Unemployed,7279.0
2006-01-01,Persons Unemployed,7064.0
2006-02-01,Persons Unemployed,7184.0
2006-03-01,Persons Unemployed,7072.0
2006-04-01,Persons Unemployed,7120.0
2006-05-01,Persons Unemployed,6980.0
2006-06-01,Persons Unemployed,7001.0
2006-07-01,Persons Unemployed,7175.0
2006-08-01,Persons Unemployed,7091.0
2006-09-01,Persons Unemployed,6847.0
2006-10-01,Persons Unemployed,6727.0
2006-11-01,Persons Unemployed,6872.0
2006-12-01,Persons Unemployed,6762.0
2007-01-01,Persons Unemployed,7116.0
2007-02-01,Persons Unemployed,6927.0
2007-03-01,Persons Unemployed,6731.0
2007-04-01,Persons Unemployed,6850.0
2007-05-01,Persons Unemployed,6766.0
2007-06-01,Persons Unemployed,6979.0
2007-07-01,Persons Unemployed,7149.0
2007-08-01,Persons Unemployed,7067.0
2007-09-01,Persons Unemployed,7170.0
2007-10-01,Persons Unemployed,7237.0
2007-11-01,Persons Unemployed,7240.0
2007-12-01,Persons Unemployed,7645.0
2008-01-01,Persons Unemployed,7685.0
2008-02-01,Persons Unemployed,7497.0
2008-03-01,Persons Unemployed,7822.0
2008-04-01,Persons Unemployed,7637.0
2008-05-01,Persons Unemployed,8395.0
2008-06-01,Persons Unemployed,8575.0
2008-07-01,Persons Unemployed,8937.0
2008-08-01,Persons Unemployed,9438.0
2008-09-01,Persons Unemployed,9494.0
2008-10-01,Persons Unemployed,10074.0
2008-11-01,Persons Unemployed,10538.0
2008-12-01,Persons Unemployed,11286.0
2009-01-01,Persons Unemployed,12058.0
2009-02-01,Persons Unemployed,12898.0
2009-03-01,Persons Unemployed,13426.0
2009-04-01,Persons Unemployed,13853.0
2009-05-01,Persons Unemployed,14499.0
2009-06-01,Persons Unemployed,14707.0
2009-07-01,Persons Unemployed,14601.0
2009-08-01,Persons Unemployed,14814.0
2009-09-01,Persons Unemployed,15009.0
2009-10-01,Persons Unemployed,15352.0
2009-11-01,Persons Unemployed,15219.0
2009-12-01,Persons Unemployed,15098.0
2010-01-01,Persons Unemployed,15046.0
2010-02-01,Persons Unemployed,15113.0
2010-03-01,Persons Unemployed,15202.0
2010-04-01,Persons Unemployed,15325.0
2010-05-01,Persons Unemployed,14849.0
2010-06-01,Persons Unemployed,14474.0
2010-07-01,Persons Unemployed,14512.0
2010-08-01,Persons Unemployed,14648.0
2010-09-01,Persons Unemployed,14579.0
2010-10-01,Persons Unemployed,14516.0
2010-11-01,Persons Unemployed,15081.0
2010-12-01,Persons Unemployed,14348.0
2011-01-01,Persons Unemployed,14013.0
2011-02-01,Persons Unemployed,13820.0
2011-03-01,Persons Unemployed,13737.0
2011-04-01,Persons Unemployed,13957.0
2011-05-01,Persons Unemployed,13855.0
2011-06-01,Persons Unemployed,13962.0
2011-07-01,Persons Unemployed,13763.0
2011-08-01,Persons Unemployed,13818.0
2011-09-01,Persons Unemployed,13948.0
2011-10-01,Persons Unemployed,13594.0
2011-11-01,Persons Unemployed,13302.0
2011-12-01,Persons Unemployed,13093.0
2012-01-01,Persons Unemployed,12797.0
2012-02-01,Persons Unemployed,12813.0
2012-03-01,Persons Unemployed,12713.0
2012-04-01,Persons Unemployed,12646.0
2012-05-01,Persons Unemployed,12660.0
2012-06-01,Persons Unemployed,12692.0
2012-07-01,Persons Unemployed,12656.0
2012-08-01,Persons Unemployed,12471.0
2012-09-01,Persons Unemployed,12115.0
2012-10-01,Persons Unemployed,12124.0
2012-11-01,Persons Unemployed,12005.0
2012-12-01,Persons Unemployed,12298.0
2013-01-01,Persons Unemployed,12471.0
2013-02-01,Persons Unemployed,11950.0
2013-03-01,Persons Unemployed,11689.0
2013-04-01,Persons Unemployed,11760.0
2013-05-01,Persons Unemployed,11654.0
2013-06-01,Persons Unemployed,11751.0
2013-07-01,Persons Unemployed,11335.0
2013-08-01,Persons Unemployed,11279.0
2013-09-01,Persons Unemployed,11270.0
2013-10-01,Persons Unemployed,11136.0
2013-11-01,Persons Unemployed,10787.0
2013-12-01,Persons Unemployed,10404.0
2014-01-01,Persons Unemployed,10202.0
2014-02-01,Persons Unemployed,10349.0
2014-03-01,Persons Unemployed,10380.0
2014-04-01,Persons Unemployed,9702.0
2014-05-01,Persons Unemployed,9859.0
2014-06-01,Persons Unemployed,9460.0
2014-07-01,Persons Unemployed,9608.0
2014-08-01,Persons Unemployed,9599.0
2014-09-01,Persons Unemployed,9262.0
2014-10-01,Persons Unemployed,8990.0
2014-11-01,Persons Unemployed,9090.0
2014-12-01,Persons Unemployed,8717.0
2015-01-01,Persons Unemployed,8885.0
2015-02-01,Persons Unemployed,8599.0
2015-03-01,Persons Unemployed,8515.0
2015-04-01,Persons Unemployed,8550.0
2015-05-01,Persons Unemployed,8834.0
2015-06-01,Persons Unemployed,8247.0
2015-07-01,Persons Unemployed,8167.0
2015-08-01,Persons Unemployed,7992.0
2015-09-01,Persons Unemployed,7907.0
2015-10-01,Persons Unemployed,7922.0
2015-11-01,Persons Unemployed,8000.0
2015-12-01,Persons Unemployed,7907.0
2016-01-01,Persons Unemployed,7627.0
2016-02-01,Persons Unemployed,7702.0
2016-03-01,Persons Unemployed,7961.0
2016-04-01,Persons Unemployed,8067.0
2016-05-01,Persons Unemployed,7652.0
2016-06-01,Persons Unemployed,7744.0
2016-07-01,Persons Unemployed,7641.0
2016-08-01,Persons Unemployed,7784.0
2016-09-01,Persons Unemployed,7953.0
2016-10-01,Persons Unemployed,7811.0
2016-11-01,Persons Unemployed,7553.0
2016-12-01,Persons Unemployed,7521.0
2017-01-01,Persons Unemployed,7468.0
2017-02-01,Persons Unemployed,7379.0
2017-03-01,Persons Unemployed,7073.0
2017-04-01,Persons Unemployed,7089.0
2017-05-01,Persons Unemployed,7000.0
2017-06-01,Persons Unemployed,6873.0
2017-07-01,Persons Unemployed,6892.0
2017-08-01,Persons Unemployed,7082.0
2017-09-01,Persons Unemployed,6854.0
2017-10-01,Persons Unemployed,6700.0
2017-11-01,Persons Unemployed,6774.0
2017-12-01,Persons Unemployed,6632.0
2018-01-01,Persons Unemployed,6489.0
2018-02-01,Persons Unemployed,6581.0
2018-03-01,Persons Unemployed,6472.0
2018-04-01,Persons Unemployed,6459.0
2018-05-01,Persons Unemployed,6196.0
2018-06-01,Persons Unemployed,6447.0
2018-07-01,Persons Unemployed,6195.0
2018-08-01,Persons Unemployed,6156.0
2018-09-01,Persons Unemployed,6073.0
2018-10-01,Persons Unemployed,6211.0
2018-11-01,Persons Unemployed,6115.0
2018-12-01,Persons Unemployed,6389.0
2019-01-01,Persons Unemployed,6439.0
2019-02-01,Persons Unemployed,6115.0
2019-03-01,Persons Unemployed,6182.0
2019-04-01,Persons Unemployed,5911.0
2019-05-01,Persons Unemployed,5941.0
2019-06-01,Persons Unemployed,5909.0
2019-07-01,Persons Unemployed,6008.0
2019-08-01,Persons Unemployed,5981.0
2019-09-01,Persons Unemployed,5775.0
2019-10-01,Persons Unemployed,5957.0
2019-11-01,Persons Unemployed,5911.0
2019-12-01,Persons Unemployed,5870.0
2020-01-01,Persons Unemployed,5804.0
2020-02-01,Persons Unemployed,5708.0
2020-03-01,Persons Unemployed,7184.0
2020-04-01,Persons Unemployed,23050.0
2020-05-01,Persons Unemployed,20939.0
2020-06-01,Persons Unemployed,17624.0
2020-07-01,Persons Unemployed,16324.0
2020-08-01,Persons Unemployed,13521.0
2020-09-01,Persons Unemployed,12599.0
2020-10-01,Persons Unemployed,11090.0
2020-11-01,Persons Unemployed,10760.0
2020-12-01,Persons Unemployed,10795.0
2021-01-01,Persons Unemployed,10155.0
2021-02-01,Persons Unemployed,9982.0
2021-03-01,Persons Unemployed,9712.0
2021-04-01,Persons Unemployed,9737.0
2021-05-01,Persons Unemployed,9257.0
2021-06-01,Persons Unemployed,9508.0
2021-07-01,Persons Unemployed,8704.0
2021-08-01,Persons Unemployed,8324.0
2021-09-01,Persons Unemployed,7677.0
2021-10-01,Persons Unemployed,7345.0
2021-11-01,Persons Unemployed,6780.0
2021-12-01,Persons Unemployed,6329.0
2022-01-01,Persons Unemployed,6511.0
2022-02-01,Persons Unemployed,6272.0
2022-03-01,Persons Unemployed,5972.0
2022-04-01,Persons Unemployed,5968.0
2022-05-01,Persons Unemployed,5979.0
2022-06-01,Persons Unemployed,5945.0
2022-07-01,Persons Unemployed,5718.0
2022-08-01,Persons Unemployed,6021.0
2022-09-01,Persons Unemployed,5770.0
2022-10-01,Persons Unemployed,6053.0
2022-11-01,Persons Unemployed,6000.0
2022-12-01,Persons Unemployed,5722.0
2023-01-01,Persons Unemployed,5694.0
