description,type,name,region_s,year,price
DRAUGHT STOUT PER PINT,Drink,Stout,South West,2002,2.4000001
DRAUGHT STOUT PER PINT,Drink,Stout,East Anglia,2002,2.4000001
DRAUGHT STOUT PER PINT,Drink,Stout,East Midlands,2002,2.3
DRAUGHT STOUT PER PINT,Drink,Stout,West Midlands,2002,2.28
DRAUGHT STOUT PER PINT,Drink,Stout,Yorkshire & Humber,2002,2.25
DRAUGHT STOUT PER PINT,Drink,Stout,North West,2002,2.1700001
DRAUGHT STOUT PER PINT,Drink,Stout,North,2002,2.2
DRAUGHT STOUT PER PINT,Drink,Stout,Wales,2002,2.2
DRAUGHT STOUT PER PINT,Drink,Stout,Scotland,2002,2.1500001
DRAUGHT STOUT PER PINT,Drink,Stout,Northern Ireland,2002,2.0999999
DRAUGHT BITTER (PER PINT),Drink,Bitter,London,2003,2.1500001
DRAUGHT BITTER (PER PINT),Drink,Bitter,South East,2003,2.2
DRAUGHT BITTER (PER PINT),Drink,Bitter,South West,2003,2.0999999
DRAUGHT BITTER (PER PINT),Drink,Bitter,East Anglia,2003,2.05
DRAUGHT BITTER (PER PINT),Drink,Bitter,East Midlands,2003,1.9
DRAUGHT BITTER (PER PINT),Drink,Bitter,West Midlands,2003,1.9
DRAUGHT BITTER (PER PINT),Drink,Bitter,Yorkshire & Humber,2003,1.8200001
DRAUGHT BITTER (PER PINT),Drink,Bitter,North West,2003,1.8
DRAUGHT BITTER (PER PINT),Drink,Bitter,North,2003,1.85
DRAUGHT BITTER (PER PINT),Drink,Bitter,Wales,2003,1.85
DRAUGHT BITTER (PER PINT),Drink,Bitter,Scotland,2003,2.0999999
DRAUGHT BITTER (PER PINT),Drink,Bitter,Northern Ireland,2003,2.2
BRANDY-68-70 CL BOTTLE,Drink,Brandy,London,2003,13.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,South East,2003,12.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,South West,2003,12.92
BRANDY-68-70 CL BOTTLE,Drink,Brandy,East Anglia,2003,12.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,East Midlands,2003,12.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,West Midlands,2003,11.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,Yorkshire & Humber,2003,12.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,North West,2003,12.55
BRANDY-68-70 CL BOTTLE,Drink,Brandy,North,2003,11.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,Wales,2003,11.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,Scotland,2003,13.49
BRANDY-68-70 CL BOTTLE,Drink,Brandy,Northern Ireland,2003,17.290001
FORTIFIED WINE  (70-75CL),Drink,Sherry,London,2003,5.96
FORTIFIED WINE  (70-75CL),Drink,Sherry,South East,2003,5.9799995
FORTIFIED WINE  (70-75CL),Drink,Sherry,South West,2003,5.9499998
FORTIFIED WINE  (70-75CL),Drink,Sherry,East Anglia,2003,4.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,East Midlands,2003,5.7800002
FORTIFIED WINE  (70-75CL),Drink,Sherry,West Midlands,2003,4.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,Yorkshire & Humber,2003,5.8899999
FORTIFIED WINE  (70-75CL),Drink,Sherry,North West,2003,6.4699998
FORTIFIED WINE  (70-75CL),Drink,Sherry,North,2003,4.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,Wales,2003,4.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,Scotland,2003,5.96
FORTIFIED WINE  (70-75CL),Drink,Sherry,Northern Ireland,2003,4.9899998
DRAUGHT STOUT PER PINT,Drink,Stout,London,2003,2.5599999
DRAUGHT STOUT PER PINT,Drink,Stout,South East,2003,2.52
DRAUGHT STOUT PER PINT,Drink,Stout,South West,2003,2.5
DRAUGHT STOUT PER PINT,Drink,Stout,East Anglia,2003,2.4000001
DRAUGHT STOUT PER PINT,Drink,Stout,East Midlands,2003,2.4000001
DRAUGHT STOUT PER PINT,Drink,Stout,West Midlands,2003,2.4000001
DRAUGHT STOUT PER PINT,Drink,Stout,Yorkshire & Humber,2003,2.3
DRAUGHT STOUT PER PINT,Drink,Stout,North West,2003,2.21
DRAUGHT STOUT PER PINT,Drink,Stout,North,2003,2.25
DRAUGHT STOUT PER PINT,Drink,Stout,Wales,2003,2.3
DRAUGHT STOUT PER PINT,Drink,Stout,Scotland,2003,2.2
DRAUGHT STOUT PER PINT,Drink,Stout,Northern Ireland,2003,2.2
DRAUGHT BITTER (PER PINT),Drink,Bitter,London,2004,2.2
DRAUGHT BITTER (PER PINT),Drink,Bitter,South East,2004,2.2
DRAUGHT BITTER (PER PINT),Drink,Bitter,South West,2004,2.1400001
DRAUGHT BITTER (PER PINT),Drink,Bitter,East Anglia,2004,2.0999999
DRAUGHT BITTER (PER PINT),Drink,Bitter,East Midlands,2004,2.0
DRAUGHT BITTER (PER PINT),Drink,Bitter,West Midlands,2004,1.95
DRAUGHT BITTER (PER PINT),Drink,Bitter,Yorkshire & Humber,2004,1.91
DRAUGHT BITTER (PER PINT),Drink,Bitter,North West,2004,1.86
DRAUGHT BITTER (PER PINT),Drink,Bitter,North,2004,1.9
DRAUGHT BITTER (PER PINT),Drink,Bitter,Wales,2004,1.9
DRAUGHT BITTER (PER PINT),Drink,Bitter,Scotland,2004,2.05
DRAUGHT BITTER (PER PINT),Drink,Bitter,Northern Ireland,2004,2.3
BRANDY-68-70 CL BOTTLE,Drink,Brandy,London,2004,12.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,South East,2004,11.24
BRANDY-68-70 CL BOTTLE,Drink,Brandy,South West,2004,12.69
BRANDY-68-70 CL BOTTLE,Drink,Brandy,East Anglia,2004,12.24
BRANDY-68-70 CL BOTTLE,Drink,Brandy,East Midlands,2004,11.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,West Midlands,2004,11.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,Yorkshire & Humber,2004,12.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,North West,2004,11.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,North,2004,12.49
BRANDY-68-70 CL BOTTLE,Drink,Brandy,Wales,2004,10.74
BRANDY-68-70 CL BOTTLE,Drink,Brandy,Scotland,2004,12.55
BRANDY-68-70 CL BOTTLE,Drink,Brandy,Northern Ireland,2004,17.49
FORTIFIED WINE  (70-75CL),Drink,Sherry,London,2004,5.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,South East,2004,5.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,South West,2004,5.9200001
FORTIFIED WINE  (70-75CL),Drink,Sherry,East Anglia,2004,5.96
FORTIFIED WINE  (70-75CL),Drink,Sherry,East Midlands,2004,5.96
FORTIFIED WINE  (70-75CL),Drink,Sherry,West Midlands,2004,4.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,Yorkshire & Humber,2004,5.0300002
FORTIFIED WINE  (70-75CL),Drink,Sherry,North West,2004,5.98
FORTIFIED WINE  (70-75CL),Drink,Sherry,North,2004,4.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,Wales,2004,5.0300002
FORTIFIED WINE  (70-75CL),Drink,Sherry,Scotland,2004,6.0900002
FORTIFIED WINE  (70-75CL),Drink,Sherry,Northern Ireland,2004,4.9899998
DRAUGHT STOUT PER PINT,Drink,Stout,London,2004,2.5999999
DRAUGHT STOUT PER PINT,Drink,Stout,South East,2004,2.5999999
DRAUGHT STOUT PER PINT,Drink,Stout,South West,2004,2.5
DRAUGHT STOUT PER PINT,Drink,Stout,East Anglia,2004,2.55
DRAUGHT STOUT PER PINT,Drink,Stout,East Midlands,2004,2.45
DRAUGHT STOUT PER PINT,Drink,Stout,West Midlands,2004,2.4200001
DRAUGHT STOUT PER PINT,Drink,Stout,Yorkshire & Humber,2004,2.4000001
DRAUGHT STOUT PER PINT,Drink,Stout,North West,2004,2.3
DRAUGHT STOUT PER PINT,Drink,Stout,North,2004,2.3499999
DRAUGHT STOUT PER PINT,Drink,Stout,Wales,2004,2.3800001
DRAUGHT STOUT PER PINT,Drink,Stout,Scotland,2004,2.2
DRAUGHT STOUT PER PINT,Drink,Stout,Northern Ireland,2004,2.25
DRAUGHT BITTER (PER PINT),Drink,Bitter,London,2005,2.3
DRAUGHT BITTER (PER PINT),Drink,Bitter,South East,2005,2.3
DRAUGHT BITTER (PER PINT),Drink,Bitter,South West,2005,2.2
DRAUGHT BITTER (PER PINT),Drink,Bitter,East Anglia,2005,2.2249999
DRAUGHT BITTER (PER PINT),Drink,Bitter,East Midlands,2005,2.1400001
DRAUGHT BITTER (PER PINT),Drink,Bitter,West Midlands,2005,2.0
DRAUGHT BITTER (PER PINT),Drink,Bitter,Yorkshire & Humber,2005,2.0
DRAUGHT BITTER (PER PINT),Drink,Bitter,North West,2005,1.9
DRAUGHT BITTER (PER PINT),Drink,Bitter,North,2005,1.95
DRAUGHT BITTER (PER PINT),Drink,Bitter,Wales,2005,1.97
DRAUGHT BITTER (PER PINT),Drink,Bitter,Scotland,2005,2.0999999
DRAUGHT BITTER (PER PINT),Drink,Bitter,Northern Ireland,2005,2.3
BRANDY-68-70 CL BOTTLE,Drink,Brandy,London,2005,12.35
BRANDY-68-70 CL BOTTLE,Drink,Brandy,South East,2005,13.19
BRANDY-68-70 CL BOTTLE,Drink,Brandy,South West,2005,12.95
BRANDY-68-70 CL BOTTLE,Drink,Brandy,East Anglia,2005,12.85
BRANDY-68-70 CL BOTTLE,Drink,Brandy,East Midlands,2005,12.59
BRANDY-68-70 CL BOTTLE,Drink,Brandy,West Midlands,2005,12.74
BRANDY-68-70 CL BOTTLE,Drink,Brandy,Yorkshire & Humber,2005,12.79
BRANDY-68-70 CL BOTTLE,Drink,Brandy,North West,2005,9.9899998
BRANDY-68-70 CL BOTTLE,Drink,Brandy,North,2005,13.19
BRANDY-68-70 CL BOTTLE,Drink,Brandy,Wales,2005,9.9899998
BRANDY-68-70 CL BOTTLE,Drink,Brandy,Scotland,2005,12.69
BRANDY-68-70 CL BOTTLE,Drink,Brandy,Northern Ireland,2005,17.49
FORTIFIED WINE  (70-75CL),Drink,Sherry,London,2005,6.25
FORTIFIED WINE  (70-75CL),Drink,Sherry,South East,2005,6.0900002
FORTIFIED WINE  (70-75CL),Drink,Sherry,South West,2005,5.4899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,East Anglia,2005,6.04
FORTIFIED WINE  (70-75CL),Drink,Sherry,East Midlands,2005,5.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,West Midlands,2005,5.8800001
FORTIFIED WINE  (70-75CL),Drink,Sherry,Yorkshire & Humber,2005,5.9499998
FORTIFIED WINE  (70-75CL),Drink,Sherry,North West,2005,6.0900002
FORTIFIED WINE  (70-75CL),Drink,Sherry,North,2005,5.0599999
FORTIFIED WINE  (70-75CL),Drink,Sherry,Wales,2005,5.0599999
FORTIFIED WINE  (70-75CL),Drink,Sherry,Scotland,2005,6.29
FORTIFIED WINE  (70-75CL),Drink,Sherry,Northern Ireland,2005,4.9899998
DRAUGHT STOUT PER PINT,Drink,Stout,London,2005,2.6600001
DRAUGHT STOUT PER PINT,Drink,Stout,South East,2005,2.7
DRAUGHT STOUT PER PINT,Drink,Stout,South West,2005,2.5999999
DRAUGHT STOUT PER PINT,Drink,Stout,East Anglia,2005,2.5999999
DRAUGHT STOUT PER PINT,Drink,Stout,East Midlands,2005,2.5
DRAUGHT STOUT PER PINT,Drink,Stout,West Midlands,2005,2.5
DRAUGHT STOUT PER PINT,Drink,Stout,Yorkshire & Humber,2005,2.5
DRAUGHT STOUT PER PINT,Drink,Stout,North West,2005,2.3599999
DRAUGHT STOUT PER PINT,Drink,Stout,North,2005,2.3900001
DRAUGHT STOUT PER PINT,Drink,Stout,Wales,2005,2.4100001
DRAUGHT STOUT PER PINT,Drink,Stout,Scotland,2005,2.3
DRAUGHT STOUT PER PINT,Drink,Stout,Northern Ireland,2005,2.3
DRAUGHT BITTER (PER PINT),Drink,Bitter,London,2006,2.3
DRAUGHT BITTER (PER PINT),Drink,Bitter,South East,2006,2.4000001
DRAUGHT BITTER (PER PINT),Drink,Bitter,South West,2006,2.3
DRAUGHT BITTER (PER PINT),Drink,Bitter,East Anglia,2006,2.3
DRAUGHT BITTER (PER PINT),Drink,Bitter,East Midlands,2006,2.2
DRAUGHT BITTER (PER PINT),Drink,Bitter,West Midlands,2006,2.0699999
DRAUGHT BITTER (PER PINT),Drink,Bitter,Yorkshire & Humber,2006,2.0999999
DRAUGHT BITTER (PER PINT),Drink,Bitter,North West,2006,1.98
DRAUGHT BITTER (PER PINT),Drink,Bitter,North,2006,2.05
DRAUGHT BITTER (PER PINT),Drink,Bitter,Wales,2006,2.0699999
DRAUGHT BITTER (PER PINT),Drink,Bitter,Scotland,2006,2.2
DRAUGHT BITTER (PER PINT),Drink,Bitter,Northern Ireland,2006,2.4000001
BRANDY-68-70 CL BOTTLE,Drink,Brandy,London,2006,12.49
BRANDY-68-70 CL BOTTLE,Drink,Brandy,South East,2006,14.12
BRANDY-68-70 CL BOTTLE,Drink,Brandy,South West,2006,12.49
BRANDY-68-70 CL BOTTLE,Drink,Brandy,East Anglia,2006,13.69
BRANDY-68-70 CL BOTTLE,Drink,Brandy,East Midlands,2006,14.95
BRANDY-68-70 CL BOTTLE,Drink,Brandy,West Midlands,2006,12.49
BRANDY-68-70 CL BOTTLE,Drink,Brandy,Yorkshire & Humber,2006,12.49
BRANDY-68-70 CL BOTTLE,Drink,Brandy,North West,2006,12.139999
BRANDY-68-70 CL BOTTLE,Drink,Brandy,North,2006,13.19
BRANDY-68-70 CL BOTTLE,Drink,Brandy,Wales,2006,9.9899998
BRANDY-68-70 CL BOTTLE,Drink,Brandy,Scotland,2006,12.49
BRANDY-68-70 CL BOTTLE,Drink,Brandy,Northern Ireland,2006,17.49
FORTIFIED WINE  (70-75CL),Drink,Sherry,London,2006,6.75
FORTIFIED WINE  (70-75CL),Drink,Sherry,South East,2006,6.29
FORTIFIED WINE  (70-75CL),Drink,Sherry,South West,2006,4.9700003
FORTIFIED WINE  (70-75CL),Drink,Sherry,East Anglia,2006,5.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,East Midlands,2006,5.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,West Midlands,2006,4.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,Yorkshire & Humber,2006,5.9200001
FORTIFIED WINE  (70-75CL),Drink,Sherry,North West,2006,5.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,North,2006,4.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,Wales,2006,4.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,Scotland,2006,5.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,Northern Ireland,2006,4.1599998
DRAUGHT STOUT PER PINT,Drink,Stout,London,2006,2.75
DRAUGHT STOUT PER PINT,Drink,Stout,South East,2006,2.8
DRAUGHT STOUT PER PINT,Drink,Stout,South West,2006,2.7
DRAUGHT STOUT PER PINT,Drink,Stout,East Anglia,2006,2.7
DRAUGHT STOUT PER PINT,Drink,Stout,East Midlands,2006,2.5899999
DRAUGHT STOUT PER PINT,Drink,Stout,West Midlands,2006,2.5
DRAUGHT STOUT PER PINT,Drink,Stout,Yorkshire & Humber,2006,2.5999999
DRAUGHT STOUT PER PINT,Drink,Stout,North West,2006,2.45
DRAUGHT STOUT PER PINT,Drink,Stout,North,2006,2.45
DRAUGHT STOUT PER PINT,Drink,Stout,Wales,2006,2.5
DRAUGHT STOUT PER PINT,Drink,Stout,Scotland,2006,2.3599999
DRAUGHT STOUT PER PINT,Drink,Stout,Northern Ireland,2006,2.4000001
DRAUGHT BITTER (PER PINT),Drink,Bitter,London,2007,2.4200001
DRAUGHT BITTER (PER PINT),Drink,Bitter,South East,2007,2.5
DRAUGHT BITTER (PER PINT),Drink,Bitter,South West,2007,2.4000001
DRAUGHT BITTER (PER PINT),Drink,Bitter,East Anglia,2007,2.4000001
DRAUGHT BITTER (PER PINT),Drink,Bitter,East Midlands,2007,2.3
DRAUGHT BITTER (PER PINT),Drink,Bitter,West Midlands,2007,2.1950002
DRAUGHT BITTER (PER PINT),Drink,Bitter,Yorkshire & Humber,2007,2.2
DRAUGHT BITTER (PER PINT),Drink,Bitter,North West,2007,2.05
DRAUGHT BITTER (PER PINT),Drink,Bitter,North,2007,2.1500001
DRAUGHT BITTER (PER PINT),Drink,Bitter,Wales,2007,2.0999999
DRAUGHT BITTER (PER PINT),Drink,Bitter,Scotland,2007,2.2
DRAUGHT BITTER (PER PINT),Drink,Bitter,Northern Ireland,2007,2.55
BRANDY-68-70 CL BOTTLE,Drink,Brandy,London,2007,12.33
BRANDY-68-70 CL BOTTLE,Drink,Brandy,South East,2007,17.639999
BRANDY-68-70 CL BOTTLE,Drink,Brandy,South West,2007,12.69
BRANDY-68-70 CL BOTTLE,Drink,Brandy,East Anglia,2007,13.69
BRANDY-68-70 CL BOTTLE,Drink,Brandy,East Midlands,2007,13.49
BRANDY-68-70 CL BOTTLE,Drink,Brandy,West Midlands,2007,12.69
BRANDY-68-70 CL BOTTLE,Drink,Brandy,Yorkshire & Humber,2007,12.49
BRANDY-68-70 CL BOTTLE,Drink,Brandy,North West,2007,12.69
BRANDY-68-70 CL BOTTLE,Drink,Brandy,North,2007,13.77
BRANDY-68-70 CL BOTTLE,Drink,Brandy,Wales,2007,9.9899998
BRANDY-68-70 CL BOTTLE,Drink,Brandy,Scotland,2007,9.9899998
BRANDY-68-70 CL BOTTLE,Drink,Brandy,Northern Ireland,2007,17.98
FORTIFIED WINE  (70-75CL),Drink,Sherry,London,2007,6.9949999
FORTIFIED WINE  (70-75CL),Drink,Sherry,South East,2007,6.4899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,South West,2007,5.4799995
FORTIFIED WINE  (70-75CL),Drink,Sherry,East Anglia,2007,5.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,East Midlands,2007,5.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,West Midlands,2007,5.54
FORTIFIED WINE  (70-75CL),Drink,Sherry,Yorkshire & Humber,2007,5.79
FORTIFIED WINE  (70-75CL),Drink,Sherry,North West,2007,6.4899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,North,2007,4.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,Wales,2007,5.6799998
FORTIFIED WINE  (70-75CL),Drink,Sherry,Scotland,2007,5.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,Northern Ireland,2007,3.98
DRAUGHT STOUT PER PINT,Drink,Stout,London,2007,2.8049998
DRAUGHT STOUT PER PINT,Drink,Stout,South East,2007,2.9000001
DRAUGHT STOUT PER PINT,Drink,Stout,South West,2007,2.8
DRAUGHT STOUT PER PINT,Drink,Stout,East Anglia,2007,2.8
DRAUGHT STOUT PER PINT,Drink,Stout,East Midlands,2007,2.7
DRAUGHT STOUT PER PINT,Drink,Stout,West Midlands,2007,2.5999999
DRAUGHT STOUT PER PINT,Drink,Stout,Yorkshire & Humber,2007,2.6800001
DRAUGHT STOUT PER PINT,Drink,Stout,North West,2007,2.55
DRAUGHT STOUT PER PINT,Drink,Stout,North,2007,2.5999999
DRAUGHT STOUT PER PINT,Drink,Stout,Wales,2007,2.5999999
DRAUGHT STOUT PER PINT,Drink,Stout,Scotland,2007,2.4000001
DRAUGHT STOUT PER PINT,Drink,Stout,Northern Ireland,2007,2.5
DRAUGHT BITTER (PER PINT),Drink,Bitter,London,2008,2.5999999
DRAUGHT BITTER (PER PINT),Drink,Bitter,South East,2008,2.6199999
DRAUGHT BITTER (PER PINT),Drink,Bitter,South West,2008,2.5999999
DRAUGHT BITTER (PER PINT),Drink,Bitter,East Anglia,2008,2.5999999
DRAUGHT BITTER (PER PINT),Drink,Bitter,East Midlands,2008,2.4000001
DRAUGHT BITTER (PER PINT),Drink,Bitter,West Midlands,2008,2.3
DRAUGHT BITTER (PER PINT),Drink,Bitter,Yorkshire & Humber,2008,2.3499999
DRAUGHT BITTER (PER PINT),Drink,Bitter,North West,2008,2.1500001
DRAUGHT BITTER (PER PINT),Drink,Bitter,North,2008,2.25
DRAUGHT BITTER (PER PINT),Drink,Bitter,Wales,2008,2.1500001
DRAUGHT BITTER (PER PINT),Drink,Bitter,Scotland,2008,2.3499999
DRAUGHT BITTER (PER PINT),Drink,Bitter,Northern Ireland,2008,2.6500001
BRANDY-68-70 CL BOTTLE,Drink,Brandy,London,2008,12.74
BRANDY-68-70 CL BOTTLE,Drink,Brandy,South East,2008,16.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,South West,2008,14.19
BRANDY-68-70 CL BOTTLE,Drink,Brandy,East Anglia,2008,13.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,East Midlands,2008,16.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,West Midlands,2008,12.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,Yorkshire & Humber,2008,14.59
BRANDY-68-70 CL BOTTLE,Drink,Brandy,North West,2008,12.19
BRANDY-68-70 CL BOTTLE,Drink,Brandy,North,2008,14.5
BRANDY-68-70 CL BOTTLE,Drink,Brandy,Wales,2008,10.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,Scotland,2008,10.85
BRANDY-68-70 CL BOTTLE,Drink,Brandy,Northern Ireland,2008,17.99
FORTIFIED WINE  (70-75CL),Drink,Sherry,London,2008,7.4899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,South East,2008,6.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,South West,2008,6.54
FORTIFIED WINE  (70-75CL),Drink,Sherry,East Anglia,2008,6.79
FORTIFIED WINE  (70-75CL),Drink,Sherry,East Midlands,2008,6.79
FORTIFIED WINE  (70-75CL),Drink,Sherry,West Midlands,2008,5.6300001
FORTIFIED WINE  (70-75CL),Drink,Sherry,Yorkshire & Humber,2008,5.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,North West,2008,6.79
FORTIFIED WINE  (70-75CL),Drink,Sherry,North,2008,5.9549999
FORTIFIED WINE  (70-75CL),Drink,Sherry,Wales,2008,5.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,Scotland,2008,6.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,Northern Ireland,2008,4.2799997
DRAUGHT STOUT PER PINT,Drink,Stout,London,2008,2.95
DRAUGHT STOUT PER PINT,Drink,Stout,South East,2008,3.0999999
DRAUGHT STOUT PER PINT,Drink,Stout,South West,2008,2.95
DRAUGHT STOUT PER PINT,Drink,Stout,East Anglia,2008,3.0
DRAUGHT STOUT PER PINT,Drink,Stout,East Midlands,2008,2.8
DRAUGHT STOUT PER PINT,Drink,Stout,West Midlands,2008,2.75
DRAUGHT STOUT PER PINT,Drink,Stout,Yorkshire & Humber,2008,2.8
DRAUGHT STOUT PER PINT,Drink,Stout,North West,2008,2.7
DRAUGHT STOUT PER PINT,Drink,Stout,North,2008,2.7
DRAUGHT STOUT PER PINT,Drink,Stout,Wales,2008,2.7
DRAUGHT STOUT PER PINT,Drink,Stout,Scotland,2008,2.5799999
DRAUGHT STOUT PER PINT,Drink,Stout,Northern Ireland,2008,2.6500001
DRAUGHT BITTER (PER PINT),Drink,Bitter,London,2009,2.5999999
DRAUGHT BITTER (PER PINT),Drink,Bitter,South East,2009,2.75
DRAUGHT BITTER (PER PINT),Drink,Bitter,South West,2009,2.7
DRAUGHT BITTER (PER PINT),Drink,Bitter,East Anglia,2009,2.7
DRAUGHT BITTER (PER PINT),Drink,Bitter,East Midlands,2009,2.5
DRAUGHT BITTER (PER PINT),Drink,Bitter,West Midlands,2009,2.4000001
DRAUGHT BITTER (PER PINT),Drink,Bitter,Yorkshire & Humber,2009,2.4000001
DRAUGHT BITTER (PER PINT),Drink,Bitter,North West,2009,2.2
DRAUGHT BITTER (PER PINT),Drink,Bitter,North,2009,2.3499999
DRAUGHT BITTER (PER PINT),Drink,Bitter,Wales,2009,2.3
DRAUGHT BITTER (PER PINT),Drink,Bitter,Scotland,2009,2.5
DRAUGHT BITTER (PER PINT),Drink,Bitter,Northern Ireland,2009,2.8
BRANDY-68-70 CL BOTTLE,Drink,Brandy,London,2009,12.09
BRANDY-68-70 CL BOTTLE,Drink,Brandy,South East,2009,18.530001
BRANDY-68-70 CL BOTTLE,Drink,Brandy,South West,2009,14.63
BRANDY-68-70 CL BOTTLE,Drink,Brandy,East Anglia,2009,13.89
BRANDY-68-70 CL BOTTLE,Drink,Brandy,East Midlands,2009,16.48
BRANDY-68-70 CL BOTTLE,Drink,Brandy,West Midlands,2009,14.83
BRANDY-68-70 CL BOTTLE,Drink,Brandy,Yorkshire & Humber,2009,15.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,North West,2009,11.71
BRANDY-68-70 CL BOTTLE,Drink,Brandy,North,2009,15.04
BRANDY-68-70 CL BOTTLE,Drink,Brandy,Wales,2009,10.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,Scotland,2009,11.25
BRANDY-68-70 CL BOTTLE,Drink,Brandy,Northern Ireland,2009,19.49
FORTIFIED WINE  (70-75CL),Drink,Sherry,London,2009,7.7399998
FORTIFIED WINE  (70-75CL),Drink,Sherry,South East,2009,6.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,South West,2009,6.4899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,East Anglia,2009,6.6900001
FORTIFIED WINE  (70-75CL),Drink,Sherry,East Midlands,2009,6.4549999
FORTIFIED WINE  (70-75CL),Drink,Sherry,West Midlands,2009,5.6300001
FORTIFIED WINE  (70-75CL),Drink,Sherry,Yorkshire & Humber,2009,6.3099999
FORTIFIED WINE  (70-75CL),Drink,Sherry,North West,2009,6.79
FORTIFIED WINE  (70-75CL),Drink,Sherry,North,2009,6.46
FORTIFIED WINE  (70-75CL),Drink,Sherry,Wales,2009,6.2800002
FORTIFIED WINE  (70-75CL),Drink,Sherry,Scotland,2009,6.79
FORTIFIED WINE  (70-75CL),Drink,Sherry,Northern Ireland,2009,4.5900002
DRAUGHT STOUT PER PINT,Drink,Stout,London,2009,3.0
DRAUGHT STOUT PER PINT,Drink,Stout,South East,2009,3.2
DRAUGHT STOUT PER PINT,Drink,Stout,South West,2009,3.0999999
DRAUGHT STOUT PER PINT,Drink,Stout,East Anglia,2009,3.2
DRAUGHT STOUT PER PINT,Drink,Stout,East Midlands,2009,2.95
DRAUGHT STOUT PER PINT,Drink,Stout,West Midlands,2009,2.8499999
DRAUGHT STOUT PER PINT,Drink,Stout,Yorkshire & Humber,2009,2.9000001
DRAUGHT STOUT PER PINT,Drink,Stout,North West,2009,2.75
DRAUGHT STOUT PER PINT,Drink,Stout,North,2009,2.8
DRAUGHT STOUT PER PINT,Drink,Stout,Wales,2009,2.8
DRAUGHT STOUT PER PINT,Drink,Stout,Scotland,2009,2.7
DRAUGHT STOUT PER PINT,Drink,Stout,Northern Ireland,2009,2.8
DRAUGHT BITTER (PER PINT),Drink,Bitter,London,2010,2.7
DRAUGHT BITTER (PER PINT),Drink,Bitter,South East,2010,2.9000001
DRAUGHT BITTER (PER PINT),Drink,Bitter,South West,2010,2.8
DRAUGHT BITTER (PER PINT),Drink,Bitter,East Anglia,2010,2.7
DRAUGHT BITTER (PER PINT),Drink,Bitter,East Midlands,2010,2.6500001
DRAUGHT BITTER (PER PINT),Drink,Bitter,West Midlands,2010,2.55
DRAUGHT BITTER (PER PINT),Drink,Bitter,Yorkshire & Humber,2010,2.54
DRAUGHT BITTER (PER PINT),Drink,Bitter,North West,2010,2.25
