description,type,name,year,region_s,price
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,2007.0,North West,100.0
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,2007.0,North,34.990002
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,2007.0,Wales,39.990002
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,2007.0,Scotland,79.989998
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,2007.0,Northern Ireland,39.990002
LADIES HAND/SHLDER BAG,Presents,Handbag,2007.0,London,59.990002
LADIES HAND/SHLDER BAG,Presents,Handbag,2007.0,South East,50.0
LADIES HAND/SHLDER BAG,Presents,Handbag,2007.0,South West,60.0
LADIES HAND/SHLDER BAG,Presents,Handbag,2007.0,East Anglia,44.990002
LADIES HAND/SHLDER BAG,Presents,Handbag,2007.0,East Midlands,65.0
LADIES HAND/SHLDER BAG,Presents,Handbag,2007.0,West Midlands,65.0
LADIES HAND/SHLDER BAG,Presents,Handbag,2007.0,Yorkshire & Humber,70.0
LADIES HAND/SHLDER BAG,Presents,Handbag,2007.0,North West,45.0
LADIES HAND/SHLDER BAG,Presents,Handbag,2007.0,North,25.0
LADIES HAND/SHLDER BAG,Presents,Handbag,2007.0,Wales,28.0
LADIES HAND/SHLDER BAG,Presents,Handbag,2007.0,Scotland,50.0
LADIES HAND/SHLDER BAG,Presents,Handbag,2007.0,Northern Ireland,55.0
INDIGESTION TABLETS 16-24 PACK,Food,Indigestion tablets,2007.0,London,1.89
INDIGESTION TABLETS 16-24 PACK,Food,Indigestion tablets,2007.0,South East,1.89
INDIGESTION TABLETS 16-24 PACK,Food,Indigestion tablets,2007.0,South West,1.89
INDIGESTION TABLETS 16-24 PACK,Food,Indigestion tablets,2007.0,East Anglia,1.89
INDIGESTION TABLETS 16-24 PACK,Food,Indigestion tablets,2007.0,East Midlands,1.89
INDIGESTION TABLETS 16-24 PACK,Food,Indigestion tablets,2007.0,West Midlands,1.89
INDIGESTION TABLETS 16-24 PACK,Food,Indigestion tablets,2007.0,Yorkshire & Humber,1.89
INDIGESTION TABLETS 16-24 PACK,Food,Indigestion tablets,2007.0,North West,1.89
INDIGESTION TABLETS 16-24 PACK,Food,Indigestion tablets,2007.0,North,1.89
INDIGESTION TABLETS 16-24 PACK,Food,Indigestion tablets,2007.0,Wales,1.89
INDIGESTION TABLETS 16-24 PACK,Food,Indigestion tablets,2007.0,Scotland,1.89
INDIGESTION TABLETS 16-24 PACK,Food,Indigestion tablets,2007.0,Northern Ireland,1.89
HOME KILLED LAMB-SHOULDER KG,Meat,Lamb shoulder,2007.0,London,4.4099998
HOME KILLED LAMB-SHOULDER KG,Meat,Lamb shoulder,2007.0,South East,4.4499998
HOME KILLED LAMB-SHOULDER KG,Meat,Lamb shoulder,2007.0,South West,3.99
HOME KILLED LAMB-SHOULDER KG,Meat,Lamb shoulder,2007.0,East Anglia,3.99
HOME KILLED LAMB-SHOULDER KG,Meat,Lamb shoulder,2007.0,East Midlands,3.99
HOME KILLED LAMB-SHOULDER KG,Meat,Lamb shoulder,2007.0,West Midlands,4.0799999
HOME KILLED LAMB-SHOULDER KG,Meat,Lamb shoulder,2007.0,Yorkshire & Humber,4.3800001
HOME KILLED LAMB-SHOULDER KG,Meat,Lamb shoulder,2007.0,North West,4.25
HOME KILLED LAMB-SHOULDER KG,Meat,Lamb shoulder,2007.0,North,3.6900001
HOME KILLED LAMB-SHOULDER KG,Meat,Lamb shoulder,2007.0,Wales,3.6900001
HOME KILLED LAMB-SHOULDER KG,Meat,Lamb shoulder,2007.0,Scotland,3.6900001
HOME KILLED LAMB-SHOULDER KG,Meat,Lamb shoulder,2007.0,Northern Ireland,5.9299998
CONSTRUCTION TOY: SPEC KIT NO,Gifts for Kids,Meccano,2007.0,London,7.9899998
CONSTRUCTION TOY: SPEC KIT NO,Gifts for Kids,Meccano,2007.0,South East,7.9899998
CONSTRUCTION TOY: SPEC KIT NO,Gifts for Kids,Meccano,2007.0,South West,10.0
CONSTRUCTION TOY: SPEC KIT NO,Gifts for Kids,Meccano,2007.0,East Anglia,15.0
CONSTRUCTION TOY: SPEC KIT NO,Gifts for Kids,Meccano,2007.0,East Midlands,7.9899998
CONSTRUCTION TOY: SPEC KIT NO,Gifts for Kids,Meccano,2007.0,West Midlands,8.0
CONSTRUCTION TOY: SPEC KIT NO,Gifts for Kids,Meccano,2007.0,Yorkshire & Humber,17.494999
CONSTRUCTION TOY: SPEC KIT NO,Gifts for Kids,Meccano,2007.0,North West,9.9899998
CONSTRUCTION TOY: SPEC KIT NO,Gifts for Kids,Meccano,2007.0,North,9.9899998
CONSTRUCTION TOY: SPEC KIT NO,Gifts for Kids,Meccano,2007.0,Wales,19.99
CONSTRUCTION TOY: SPEC KIT NO,Gifts for Kids,Meccano,2007.0,Scotland,7.4899998
CONSTRUCTION TOY: SPEC KIT NO,Gifts for Kids,Meccano,2007.0,Northern Ireland,12.99
POTATOES-NEW-LOOSE-PER KG,Vegetables,New potatoes,2007.0,London,1.0
POTATOES-NEW-LOOSE-PER KG,Vegetables,New potatoes,2007.0,South East,1.1
POTATOES-NEW-LOOSE-PER KG,Vegetables,New potatoes,2007.0,South West,0.99000001
POTATOES-NEW-LOOSE-PER KG,Vegetables,New potatoes,2007.0,East Anglia,1.09
POTATOES-NEW-LOOSE-PER KG,Vegetables,New potatoes,2007.0,East Midlands,0.99000001
POTATOES-NEW-LOOSE-PER KG,Vegetables,New potatoes,2007.0,West Midlands,0.99000001
POTATOES-NEW-LOOSE-PER KG,Vegetables,New potatoes,2007.0,Yorkshire & Humber,0.99000001
POTATOES-NEW-LOOSE-PER KG,Vegetables,New potatoes,2007.0,North West,0.88999999
POTATOES-NEW-LOOSE-PER KG,Vegetables,New potatoes,2007.0,North,0.99000001
POTATOES-NEW-LOOSE-PER KG,Vegetables,New potatoes,2007.0,Wales,0.99000001
POTATOES-NEW-LOOSE-PER KG,Vegetables,New potatoes,2007.0,Scotland,0.88999999
POTATOES-NEW-LOOSE-PER KG,Vegetables,New potatoes,2007.0,Northern Ireland,0.99000001
HOME KILLED PORK-LOIN CHOPS KG,Meat,Pork chops,2007.0,London,4.9899998
HOME KILLED PORK-LOIN CHOPS KG,Meat,Pork chops,2007.0,South East,5.2399998
HOME KILLED PORK-LOIN CHOPS KG,Meat,Pork chops,2007.0,South West,5.0900002
HOME KILLED PORK-LOIN CHOPS KG,Meat,Pork chops,2007.0,East Anglia,4.9899998
HOME KILLED PORK-LOIN CHOPS KG,Meat,Pork chops,2007.0,East Midlands,5.4899998
HOME KILLED PORK-LOIN CHOPS KG,Meat,Pork chops,2007.0,West Midlands,4.9899998
HOME KILLED PORK-LOIN CHOPS KG,Meat,Pork chops,2007.0,Yorkshire & Humber,4.98
HOME KILLED PORK-LOIN CHOPS KG,Meat,Pork chops,2007.0,North West,4.9899998
HOME KILLED PORK-LOIN CHOPS KG,Meat,Pork chops,2007.0,North,4.9699998
HOME KILLED PORK-LOIN CHOPS KG,Meat,Pork chops,2007.0,Wales,5.5999999
HOME KILLED PORK-LOIN CHOPS KG,Meat,Pork chops,2007.0,Scotland,5.5
HOME KILLED PORK-LOIN CHOPS KG,Meat,Pork chops,2007.0,Northern Ireland,4.98
POTATOES- OLD WHITE PER KG,Vegetables,Potatoes,2007.0,London,0.63999999
POTATOES- OLD WHITE PER KG,Vegetables,Potatoes,2007.0,South East,0.65499997
POTATOES- OLD WHITE PER KG,Vegetables,Potatoes,2007.0,South West,0.51999998
POTATOES- OLD WHITE PER KG,Vegetables,Potatoes,2007.0,East Anglia,0.63
POTATOES- OLD WHITE PER KG,Vegetables,Potatoes,2007.0,East Midlands,0.55000001
POTATOES- OLD WHITE PER KG,Vegetables,Potatoes,2007.0,West Midlands,0.5
POTATOES- OLD WHITE PER KG,Vegetables,Potatoes,2007.0,Yorkshire & Humber,0.5
POTATOES- OLD WHITE PER KG,Vegetables,Potatoes,2007.0,North West,0.63
POTATOES- OLD WHITE PER KG,Vegetables,Potatoes,2007.0,North,0.55000001
POTATOES- OLD WHITE PER KG,Vegetables,Potatoes,2007.0,Wales,0.64999998
POTATOES- OLD WHITE PER KG,Vegetables,Potatoes,2007.0,Scotland,0.55500001
POTATOES- OLD WHITE PER KG,Vegetables,Potatoes,2007.0,Northern Ireland,0.63
FORTIFIED WINE  (70-75CL),Drink,Sherry,2007.0,London,6.9949999
FORTIFIED WINE  (70-75CL),Drink,Sherry,2007.0,South East,6.4899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,2007.0,South West,5.4799995
FORTIFIED WINE  (70-75CL),Drink,Sherry,2007.0,East Anglia,5.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,2007.0,East Midlands,5.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,2007.0,West Midlands,5.54
FORTIFIED WINE  (70-75CL),Drink,Sherry,2007.0,Yorkshire & Humber,5.79
FORTIFIED WINE  (70-75CL),Drink,Sherry,2007.0,North West,6.4899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,2007.0,North,4.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,2007.0,Wales,5.6799998
FORTIFIED WINE  (70-75CL),Drink,Sherry,2007.0,Scotland,5.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,2007.0,Northern Ireland,3.98
DRAUGHT STOUT PER PINT,Drink,Stout,2007.0,London,2.8049998
DRAUGHT STOUT PER PINT,Drink,Stout,2007.0,South East,2.9000001
DRAUGHT STOUT PER PINT,Drink,Stout,2007.0,South West,2.8
DRAUGHT STOUT PER PINT,Drink,Stout,2007.0,East Anglia,2.8
DRAUGHT STOUT PER PINT,Drink,Stout,2007.0,East Midlands,2.7
DRAUGHT STOUT PER PINT,Drink,Stout,2007.0,West Midlands,2.5999999
DRAUGHT STOUT PER PINT,Drink,Stout,2007.0,Yorkshire & Humber,2.6800001
DRAUGHT STOUT PER PINT,Drink,Stout,2007.0,North West,2.55
DRAUGHT STOUT PER PINT,Drink,Stout,2007.0,North,2.5999999
DRAUGHT STOUT PER PINT,Drink,Stout,2007.0,Wales,2.5999999
DRAUGHT STOUT PER PINT,Drink,Stout,2007.0,Scotland,2.4000001
DRAUGHT STOUT PER PINT,Drink,Stout,2007.0,Northern Ireland,2.5
"MODEL RD VEHICLE, EG MATCHBOX",Gifts for Kids,Toy car,2007.0,London,1.99
"MODEL RD VEHICLE, EG MATCHBOX",Gifts for Kids,Toy car,2007.0,South East,1.0450001
"MODEL RD VEHICLE, EG MATCHBOX",Gifts for Kids,Toy car,2007.0,South West,0.99000001
"MODEL RD VEHICLE, EG MATCHBOX",Gifts for Kids,Toy car,2007.0,East Anglia,0.99000001
"MODEL RD VEHICLE, EG MATCHBOX",Gifts for Kids,Toy car,2007.0,East Midlands,0.99000001
"MODEL RD VEHICLE, EG MATCHBOX",Gifts for Kids,Toy car,2007.0,West Midlands,0.99000001
"MODEL RD VEHICLE, EG MATCHBOX",Gifts for Kids,Toy car,2007.0,Yorkshire & Humber,0.99000001
"MODEL RD VEHICLE, EG MATCHBOX",Gifts for Kids,Toy car,2007.0,North West,1.0
"MODEL RD VEHICLE, EG MATCHBOX",Gifts for Kids,Toy car,2007.0,North,0.99000001
"MODEL RD VEHICLE, EG MATCHBOX",Gifts for Kids,Toy car,2007.0,Wales,0.99000001
"MODEL RD VEHICLE, EG MATCHBOX",Gifts for Kids,Toy car,2007.0,Scotland,0.99000001
"MODEL RD VEHICLE, EG MATCHBOX",Gifts for Kids,Toy car,2007.0,Northern Ireland,3.99
APPLES-COOKING-PER KG,Food,Apples,2008.0,London,1.65
APPLES-COOKING-PER KG,Food,Apples,2008.0,South East,1.6900001
APPLES-COOKING-PER KG,Food,Apples,2008.0,South West,1.6900001
APPLES-COOKING-PER KG,Food,Apples,2008.0,East Anglia,1.65
APPLES-COOKING-PER KG,Food,Apples,2008.0,East Midlands,1.625
APPLES-COOKING-PER KG,Food,Apples,2008.0,West Midlands,1.52
APPLES-COOKING-PER KG,Food,Apples,2008.0,Yorkshire & Humber,1.625
APPLES-COOKING-PER KG,Food,Apples,2008.0,North West,1.52
APPLES-COOKING-PER KG,Food,Apples,2008.0,North,1.49
APPLES-COOKING-PER KG,Food,Apples,2008.0,Wales,1.52
APPLES-COOKING-PER KG,Food,Apples,2008.0,Scotland,1.52
APPLES-COOKING-PER KG,Food,Apples,2008.0,Northern Ireland,1.4299999
HOME KILLED BEEF-TOPSIDE KG,Meat,Beef joint,2008.0,London,8.4799995
HOME KILLED BEEF-TOPSIDE KG,Meat,Beef joint,2008.0,South East,8.4799995
HOME KILLED BEEF-TOPSIDE KG,Meat,Beef joint,2008.0,South West,7.9899998
HOME KILLED BEEF-TOPSIDE KG,Meat,Beef joint,2008.0,East Anglia,7.9899998
HOME KILLED BEEF-TOPSIDE KG,Meat,Beef joint,2008.0,East Midlands,8.4799995
HOME KILLED BEEF-TOPSIDE KG,Meat,Beef joint,2008.0,West Midlands,8.4799995
HOME KILLED BEEF-TOPSIDE KG,Meat,Beef joint,2008.0,Yorkshire & Humber,7.6599998
HOME KILLED BEEF-TOPSIDE KG,Meat,Beef joint,2008.0,North West,8.2849998
HOME KILLED BEEF-TOPSIDE KG,Meat,Beef joint,2008.0,North,8.4799995
HOME KILLED BEEF-TOPSIDE KG,Meat,Beef joint,2008.0,Wales,8.4799995
HOME KILLED BEEF-TOPSIDE KG,Meat,Beef joint,2008.0,Scotland,9.9799995
HOME KILLED BEEF-TOPSIDE KG,Meat,Beef joint,2008.0,Northern Ireland,8.2799997
DRAUGHT BITTER (PER PINT),Drink,Bitter,2008.0,London,2.5999999
DRAUGHT BITTER (PER PINT),Drink,Bitter,2008.0,South East,2.6199999
DRAUGHT BITTER (PER PINT),Drink,Bitter,2008.0,South West,2.5999999
DRAUGHT BITTER (PER PINT),Drink,Bitter,2008.0,East Anglia,2.5999999
DRAUGHT BITTER (PER PINT),Drink,Bitter,2008.0,East Midlands,2.4000001
DRAUGHT BITTER (PER PINT),Drink,Bitter,2008.0,West Midlands,2.3
DRAUGHT BITTER (PER PINT),Drink,Bitter,2008.0,Yorkshire & Humber,2.3499999
DRAUGHT BITTER (PER PINT),Drink,Bitter,2008.0,North West,2.1500001
DRAUGHT BITTER (PER PINT),Drink,Bitter,2008.0,North,2.25
DRAUGHT BITTER (PER PINT),Drink,Bitter,2008.0,Wales,2.1500001
DRAUGHT BITTER (PER PINT),Drink,Bitter,2008.0,Scotland,2.3499999
DRAUGHT BITTER (PER PINT),Drink,Bitter,2008.0,Northern Ireland,2.6500001
BOXED BOARD GAME: NOT TRAVEL,Gifts for Kids,Board game,2008.0,London,14.99
BOXED BOARD GAME: NOT TRAVEL,Gifts for Kids,Board game,2008.0,South East,14.99
BOXED BOARD GAME: NOT TRAVEL,Gifts for Kids,Board game,2008.0,South West,14.99
BOXED BOARD GAME: NOT TRAVEL,Gifts for Kids,Board game,2008.0,East Anglia,14.99
BOXED BOARD GAME: NOT TRAVEL,Gifts for Kids,Board game,2008.0,East Midlands,14.99
BOXED BOARD GAME: NOT TRAVEL,Gifts for Kids,Board game,2008.0,West Midlands,14.99
BOXED BOARD GAME: NOT TRAVEL,Gifts for Kids,Board game,2008.0,Yorkshire & Humber,13.67
BOXED BOARD GAME: NOT TRAVEL,Gifts for Kids,Board game,2008.0,North West,14.99
BOXED BOARD GAME: NOT TRAVEL,Gifts for Kids,Board game,2008.0,North,14.92
BOXED BOARD GAME: NOT TRAVEL,Gifts for Kids,Board game,2008.0,Wales,14.99
BOXED BOARD GAME: NOT TRAVEL,Gifts for Kids,Board game,2008.0,Scotland,14.99
BOXED BOARD GAME: NOT TRAVEL,Gifts for Kids,Board game,2008.0,Northern Ireland,14.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,2008.0,London,12.74
BRANDY-68-70 CL BOTTLE,Drink,Brandy,2008.0,South East,16.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,2008.0,South West,14.19
BRANDY-68-70 CL BOTTLE,Drink,Brandy,2008.0,East Anglia,13.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,2008.0,East Midlands,16.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,2008.0,West Midlands,12.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,2008.0,Yorkshire & Humber,14.59
BRANDY-68-70 CL BOTTLE,Drink,Brandy,2008.0,North West,12.19
BRANDY-68-70 CL BOTTLE,Drink,Brandy,2008.0,North,14.5
BRANDY-68-70 CL BOTTLE,Drink,Brandy,2008.0,Wales,10.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,2008.0,Scotland,10.85
BRANDY-68-70 CL BOTTLE,Drink,Brandy,2008.0,Northern Ireland,17.99
FRESH VEG-CABBAGE-WHOLE-PER KG,Vegetables,Cabbage,2008.0,London,0.88999999
FRESH VEG-CABBAGE-WHOLE-PER KG,Vegetables,Cabbage,2008.0,South East,0.88
FRESH VEG-CABBAGE-WHOLE-PER KG,Vegetables,Cabbage,2008.0,South West,0.81999999
FRESH VEG-CABBAGE-WHOLE-PER KG,Vegetables,Cabbage,2008.0,East Anglia,0.86000001
FRESH VEG-CABBAGE-WHOLE-PER KG,Vegetables,Cabbage,2008.0,East Midlands,0.79000002
FRESH VEG-CABBAGE-WHOLE-PER KG,Vegetables,Cabbage,2008.0,West Midlands,0.85000002
FRESH VEG-CABBAGE-WHOLE-PER KG,Vegetables,Cabbage,2008.0,Yorkshire & Humber,0.81
FRESH VEG-CABBAGE-WHOLE-PER KG,Vegetables,Cabbage,2008.0,North West,0.75
FRESH VEG-CABBAGE-WHOLE-PER KG,Vegetables,Cabbage,2008.0,North,0.75
FRESH VEG-CABBAGE-WHOLE-PER KG,Vegetables,Cabbage,2008.0,Wales,0.88
FRESH VEG-CABBAGE-WHOLE-PER KG,Vegetables,Cabbage,2008.0,Scotland,0.75
FRESH VEG-CABBAGE-WHOLE-PER KG,Vegetables,Cabbage,2008.0,Northern Ireland,0.68000001
FRESH VEG-CARROTS-PER KG,Vegetables,Carrots,2008.0,London,0.81999999
FRESH VEG-CARROTS-PER KG,Vegetables,Carrots,2008.0,South East,0.85000002
FRESH VEG-CARROTS-PER KG,Vegetables,Carrots,2008.0,South West,0.79000002
FRESH VEG-CARROTS-PER KG,Vegetables,Carrots,2008.0,East Anglia,0.77999997
FRESH VEG-CARROTS-PER KG,Vegetables,Carrots,2008.0,East Midlands,0.76999998
FRESH VEG-CARROTS-PER KG,Vegetables,Carrots,2008.0,West Midlands,0.77999997
FRESH VEG-CARROTS-PER KG,Vegetables,Carrots,2008.0,Yorkshire & Humber,0.79000002
FRESH VEG-CARROTS-PER KG,Vegetables,Carrots,2008.0,North West,0.79000002
FRESH VEG-CARROTS-PER KG,Vegetables,Carrots,2008.0,North,0.77999997
FRESH VEG-CARROTS-PER KG,Vegetables,Carrots,2008.0,Wales,0.77999997
FRESH VEG-CARROTS-PER KG,Vegetables,Carrots,2008.0,Scotland,0.79000002
FRESH VEG-CARROTS-PER KG,Vegetables,Carrots,2008.0,Northern Ireland,0.78499997
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,2008.0,London,7.3800001
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,2008.0,South East,7.0799999
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,2008.0,South West,7.0799999
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,2008.0,East Anglia,6.9400001
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,2008.0,East Midlands,7.4899998
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,2008.0,West Midlands,6.48
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,2008.0,Yorkshire & Humber,6.9200001
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,2008.0,North West,7.0799999
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,2008.0,North,6.1999998
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,2008.0,Wales,7.0
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,2008.0,Scotland,7.0
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,2008.0,Northern Ireland,7.625
FRESH/CHILLED CHICKEN  PER KG,Meat,Chicken,2008.0,London,2.99
FRESH/CHILLED CHICKEN  PER KG,Meat,Chicken,2008.0,South East,2.99
FRESH/CHILLED CHICKEN  PER KG,Meat,Chicken,2008.0,South West,2.9000001
FRESH/CHILLED CHICKEN  PER KG,Meat,Chicken,2008.0,East Anglia,2.8900001
FRESH/CHILLED CHICKEN  PER KG,Meat,Chicken,2008.0,East Midlands,2.8900001
FRESH/CHILLED CHICKEN  PER KG,Meat,Chicken,2008.0,West Midlands,2.8900001
FRESH/CHILLED CHICKEN  PER KG,Meat,Chicken,2008.0,Yorkshire & Humber,2.75
FRESH/CHILLED CHICKEN  PER KG,Meat,Chicken,2008.0,North West,2.79
FRESH/CHILLED CHICKEN  PER KG,Meat,Chicken,2008.0,North,2.865
FRESH/CHILLED CHICKEN  PER KG,Meat,Chicken,2008.0,Wales,2.8900001
FRESH/CHILLED CHICKEN  PER KG,Meat,Chicken,2008.0,Scotland,2.8900001
FRESH/CHILLED CHICKEN  PER KG,Meat,Chicken,2008.0,Northern Ireland,2.54
5 CIGARS: SPECIFY BRAND,Presents,Cigars,2008.0,London,3.6300001
5 CIGARS: SPECIFY BRAND,Presents,Cigars,2008.0,South East,3.6300001
5 CIGARS: SPECIFY BRAND,Presents,Cigars,2008.0,South West,3.5699999
5 CIGARS: SPECIFY BRAND,Presents,Cigars,2008.0,East Anglia,3.5699999
5 CIGARS: SPECIFY BRAND,Presents,Cigars,2008.0,East Midlands,3.53
5 CIGARS: SPECIFY BRAND,Presents,Cigars,2008.0,West Midlands,3.5699999
5 CIGARS: SPECIFY BRAND,Presents,Cigars,2008.0,Yorkshire & Humber,3.5999999
5 CIGARS: SPECIFY BRAND,Presents,Cigars,2008.0,North West,3.5899999
5 CIGARS: SPECIFY BRAND,Presents,Cigars,2008.0,North,3.53
5 CIGARS: SPECIFY BRAND,Presents,Cigars,2008.0,Wales,3.53
5 CIGARS: SPECIFY BRAND,Presents,Cigars,2008.0,Scotland,3.74
5 CIGARS: SPECIFY BRAND,Presents,Cigars,2008.0,Northern Ireland,3.53
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,2008.0,London,17.1
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,2008.0,South East,14.5
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,2008.0,South West,12.5
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,2008.0,East Anglia,14.5
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,2008.0,East Midlands,13.3
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,2008.0,West Midlands,11.95
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,2008.0,Yorkshire & Humber,11.0
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,2008.0,North West,11.9
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,2008.0,North,11.0
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,2008.0,Wales,10.5
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,2008.0,Scotland,11.3
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,2008.0,Northern Ireland,14.5
CREAM CRACKERS PACK 200G-300G,Food,Crackers,2008.0,London,0.55000001
CREAM CRACKERS PACK 200G-300G,Food,Crackers,2008.0,South East,0.5
CREAM CRACKERS PACK 200G-300G,Food,Crackers,2008.0,South West,0.55000001
CREAM CRACKERS PACK 200G-300G,Food,Crackers,2008.0,East Anglia,0.49000001
CREAM CRACKERS PACK 200G-300G,Food,Crackers,2008.0,East Midlands,0.49000001
CREAM CRACKERS PACK 200G-300G,Food,Crackers,2008.0,West Midlands,0.49000001
CREAM CRACKERS PACK 200G-300G,Food,Crackers,2008.0,Yorkshire & Humber,0.49000001
CREAM CRACKERS PACK 200G-300G,Food,Crackers,2008.0,North West,0.51999998
CREAM CRACKERS PACK 200G-300G,Food,Crackers,2008.0,North,0.49000001
CREAM CRACKERS PACK 200G-300G,Food,Crackers,2008.0,Wales,0.52999997
CREAM CRACKERS PACK 200G-300G,Food,Crackers,2008.0,Scotland,0.48000002
CREAM CRACKERS PACK 200G-300G,Food,Crackers,2008.0,Northern Ireland,0.36000001
CHILD'S PLASTIC DOLL,Gifts for Kids,Doll,2008.0,London,8.0
CHILD'S PLASTIC DOLL,Gifts for Kids,Doll,2008.0,South East,6.915
CHILD'S PLASTIC DOLL,Gifts for Kids,Doll,2008.0,South West,6.9899998
CHILD'S PLASTIC DOLL,Gifts for Kids,Doll,2008.0,East Anglia,9.9899998
CHILD'S PLASTIC DOLL,Gifts for Kids,Doll,2008.0,East Midlands,9.9899998
CHILD'S PLASTIC DOLL,Gifts for Kids,Doll,2008.0,West Midlands,9.9700003
CHILD'S PLASTIC DOLL,Gifts for Kids,Doll,2008.0,Yorkshire & Humber,8.0
CHILD'S PLASTIC DOLL,Gifts for Kids,Doll,2008.0,North West,9.9899998
CHILD'S PLASTIC DOLL,Gifts for Kids,Doll,2008.0,North,9.9899998
CHILD'S PLASTIC DOLL,Gifts for Kids,Doll,2008.0,Wales,9.9899998
CHILD'S PLASTIC DOLL,Gifts for Kids,Doll,2008.0,Scotland,8.0
CHILD'S PLASTIC DOLL,Gifts for Kids,Doll,2008.0,Northern Ireland,4.9899998
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,2008.0,London,89.5
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,2008.0,South East,65.0
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,2008.0,South West,55.0
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,2008.0,East Anglia,59.990002
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,2008.0,East Midlands,99.989998
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,2008.0,West Midlands,99.970001
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,2008.0,Yorkshire & Humber,61.445
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,2008.0,North West,99.989998
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,2008.0,North,39.990002
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,2008.0,Wales,44.990002
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,2008.0,Scotland,69.0
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,2008.0,Northern Ireland,35.0
LADIES HAND/SHLDER BAG,Presents,Handbag,2008.0,London,69.989998
LADIES HAND/SHLDER BAG,Presents,Handbag,2008.0,South East,65.0
LADIES HAND/SHLDER BAG,Presents,Handbag,2008.0,South West,73.400002
LADIES HAND/SHLDER BAG,Presents,Handbag,2008.0,East Anglia,55.0
LADIES HAND/SHLDER BAG,Presents,Handbag,2008.0,East Midlands,79.0
LADIES HAND/SHLDER BAG,Presents,Handbag,2008.0,West Midlands,55.0
LADIES HAND/SHLDER BAG,Presents,Handbag,2008.0,Yorkshire & Humber,69.650002
LADIES HAND/SHLDER BAG,Presents,Handbag,2008.0,North West,55.0
LADIES HAND/SHLDER BAG,Presents,Handbag,2008.0,North,41.52
LADIES HAND/SHLDER BAG,Presents,Handbag,2008.0,Wales,18.0
LADIES HAND/SHLDER BAG,Presents,Handbag,2008.0,Scotland,49.990002
LADIES HAND/SHLDER BAG,Presents,Handbag,2008.0,Northern Ireland,48.939999
