Date,Stock,Value
15/09/2022,Alibaba,0.180041027
22/09/2022,Alibaba,-0.072719248
29/09/2022,Alibaba,-0.143446876
06/10/2022,Alibaba,0.01153432
13/10/2022,Alibaba,-0.207411962
20/10/2022,Alibaba,-0.130766682
27/10/2022,Alibaba,-0.25165204
03/11/2022,Alibaba,-0.861996056
10/11/2022,Alibaba,-0.655448553
17/11/2022,Alibaba,-0.705606069
25/11/2022,Alibaba,-0.746182818
02/12/2022,Alibaba,-0.725894551
09/12/2022,Alibaba,-0.867913709
16/12/2022,Alibaba,-0.90257302
23/12/2022,Alibaba,-0.976118659
03/01/2023,Alibaba,-0.96005698
08/01/2018,Amazon,-1.370885203
16/01/2018,Amazon,-1.324124693
23/01/2018,Amazon,-1.308927361
30/01/2018,Amazon,-1.304017887
06/02/2018,Amazon,-1.3950443
13/02/2018,Amazon,-1.362624064
21/02/2018,Amazon,-1.364655751
28/02/2018,Amazon,-1.345589056
07/03/2018,Amazon,-1.371688248
14/03/2018,Amazon,-1.373094976
21/03/2018,Amazon,-1.395521744
28/03/2018,Amazon,-1.350277769
05/04/2018,Amazon,-1.385207008
12/04/2018,Amazon,-1.34652662
19/04/2018,Amazon,-1.310190652
26/04/2018,Amazon,-1.286591292
03/05/2018,Amazon,-1.297453153
10/05/2018,Amazon,-1.288538139
17/05/2018,Amazon,-1.26345995
24/05/2018,Amazon,-1.268162293
01/06/2018,Amazon,-1.266124492
08/06/2018,Amazon,-1.220042696
15/06/2018,Amazon,-1.206641514
22/06/2018,Amazon,-1.163224515
29/06/2018,Amazon,-1.192691296
09/07/2018,Amazon,-1.163616356
16/07/2018,Amazon,-1.137754357
23/07/2018,Amazon,-1.109697618
30/07/2018,Amazon,-1.108678653
06/08/2018,Amazon,-1.068318165
13/08/2018,Amazon,-1.082894998
20/08/2018,Amazon,-1.031640929
27/08/2018,Amazon,-1.018161277
04/09/2018,Amazon,-0.971649424
11/09/2018,Amazon,-0.91798979
18/09/2018,Amazon,-0.985476842
25/09/2018,Amazon,-0.985791104
02/10/2018,Amazon,-0.990583255
09/10/2018,Amazon,-1.086040042
16/10/2018,Amazon,-1.027587365
23/10/2018,Amazon,-1.064748797
30/10/2018,Amazon,-1.02648751
06/11/2018,Amazon,-0.934252709
13/11/2018,Amazon,-0.985362321
20/11/2018,Amazon,-1.101442084
28/11/2018,Amazon,-1.003553999
06/12/2018,Amazon,-1.05190735
13/12/2018,Amazon,-1.192084809
20/12/2018,Amazon,-1.290839503
28/12/2018,Amazon,-1.218466926
07/01/2019,Amazon,-1.18035086
14/01/2019,Amazon,-1.160820733
22/01/2019,Amazon,-1.152473226
29/01/2019,Amazon,-1.158300646
05/02/2019,Amazon,-1.156331889
12/02/2019,Amazon,-1.142354919
20/02/2019,Amazon,-1.123166952
27/02/2019,Amazon,-1.095450589
06/03/2019,Amazon,-1.110848427
13/03/2019,Amazon,-0.976214445
20/03/2019,Amazon,-0.931204861
27/03/2019,Amazon,-0.917938836
03/04/2019,Amazon,-0.892828035
10/04/2019,Amazon,-0.917780876
17/04/2019,Amazon,-0.881694459
25/04/2019,Amazon,-0.897408088
02/05/2019,Amazon,-0.891090866
09/05/2019,Amazon,-0.866871898
16/05/2019,Amazon,-0.856341242
23/05/2019,Amazon,-0.864654864
31/05/2019,Amazon,-0.913982467
07/06/2019,Amazon,-0.789040302
14/06/2019,Amazon,-0.752777199
21/06/2019,Amazon,-0.710496615
28/06/2019,Amazon,-0.735991486
08/07/2019,Amazon,-0.685159449
15/07/2019,Amazon,-0.600598026
22/07/2019,Amazon,-0.604952604
29/07/2019,Amazon,-0.60970361
05/08/2019,Amazon,-0.690385478
12/08/2019,Amazon,-0.635356949
19/08/2019,Amazon,-0.66140646
26/08/2019,Amazon,-0.507722853
03/09/2019,Amazon,-0.472924695
10/09/2019,Amazon,-0.5160124
17/09/2019,Amazon,-0.502205236
24/09/2019,Amazon,-0.53331148
01/10/2019,Amazon,-0.560291422
08/10/2019,Amazon,-0.466734732
15/10/2019,Amazon,-0.451816249
22/10/2019,Amazon,-0.463401538
29/10/2019,Amazon,-0.443404412
05/11/2019,Amazon,-0.424477332
12/11/2019,Amazon,-0.41390069
19/11/2019,Amazon,-0.432430324
26/11/2019,Amazon,-0.430919266
04/12/2019,Amazon,-0.491835724
11/12/2019,Amazon,-0.458117293
18/12/2019,Amazon,-0.486984593
26/12/2019,Amazon,-0.483803753
03/01/2020,Amazon,-0.502094155
10/01/2020,Amazon,-0.437997112
17/01/2020,Amazon,-0.331513244
27/01/2020,Amazon,-0.350678282
03/02/2020,Amazon,-0.397996491
10/02/2020,Amazon,-0.346821275
18/02/2020,Amazon,-0.248480459
25/02/2020,Amazon,-0.386588269
03/03/2020,Amazon,-0.266650608
10/03/2020,Amazon,-0.452413947
17/03/2020,Amazon,-0.372164046
24/03/2020,Amazon,-0.584465295
31/03/2020,Amazon,-0.537287212
07/04/2020,Amazon,-0.384356713
15/04/2020,Amazon,-0.260115683
22/04/2020,Amazon,-0.388899314
29/04/2020,Amazon,-0.402508519
06/05/2020,Amazon,-0.386534002
13/05/2020,Amazon,-0.428547839
20/05/2020,Amazon,-0.410735391
28/05/2020,Amazon,-0.358817257
04/06/2020,Amazon,-0.330302563
11/06/2020,Amazon,-0.436854965
18/06/2020,Amazon,-0.427270153
25/06/2020,Amazon,-0.453948189
02/07/2020,Amazon,-0.334695103
10/07/2020,Amazon,-0.243398249
17/07/2020,Amazon,-0.214723048
24/07/2020,Amazon,-0.206016438
31/07/2020,Amazon,-0.186620576
07/08/2020,Amazon,-0.101130761
14/08/2020,Amazon,-0.10145101
21/08/2020,Amazon,-0.068071173
28/08/2020,Amazon,-0.039814819
04/09/2020,Amazon,-0.110255962
14/09/2020,Amazon,-0.069832673
21/09/2020,Amazon,-0.065509941
28/09/2020,Amazon,-0.003954002
05/10/2020,Amazon,0.045754996
12/10/2020,Amazon,0.224498321
19/10/2020,Amazon,0.205527421
26/10/2020,Amazon,0.160781654
02/11/2020,Amazon,0.160419622
09/11/2020,Amazon,0.117592804
16/11/2020,Amazon,0.240299592
23/11/2020,Amazon,0.258745406
01/12/2020,Amazon,0.333534759
08/12/2020,Amazon,0.257735231
15/12/2020,Amazon,0.217819195
22/12/2020,Amazon,0.155682374
30/12/2020,Amazon,0.2782284
07/01/2021,Amazon,0.221934287
14/01/2021,Amazon,0.157903994
22/01/2021,Amazon,0.155599828
29/01/2021,Amazon,0.062105302
05/02/2021,Amazon,0.144575039
12/02/2021,Amazon,0.096499136
22/02/2021,Amazon,-0.001220544
01/03/2021,Amazon,-0.114113479
08/03/2021,Amazon,-0.193937909
15/03/2021,Amazon,-0.124091151
22/03/2021,Amazon,-0.016146415
29/03/2021,Amazon,0.061452064
06/04/2021,Amazon,0.136164221
13/04/2021,Amazon,0.172118284
20/04/2021,Amazon,0.26216828
27/04/2021,Amazon,0.225060096
04/05/2021,Amazon,0.255636922
11/05/2021,Amazon,0.253157726
18/05/2021,Amazon,0.314807166
25/05/2021,Amazon,0.36406114
02/06/2021,Amazon,0.349598701
09/06/2021,Amazon,0.34249181
16/06/2021,Amazon,0.356871193
23/06/2021,Amazon,0.41736371
30/06/2021,Amazon,0.437693059
08/07/2021,Amazon,0.585123266
15/07/2021,Amazon,0.568595637
22/07/2021,Amazon,0.676523813
29/07/2021,Amazon,0.735161582
05/08/2021,Amazon,0.817211453
12/08/2021,Amazon,0.885020793
19/08/2021,Amazon,0.977503106
26/08/2021,Amazon,0.905885166
02/09/2021,Amazon,1.006977784
10/09/2021,Amazon,0.983050022
17/09/2021,Amazon,0.912508752
24/09/2021,Amazon,0.990502129
01/10/2021,Amazon,0.82143406
08/10/2021,Amazon,0.900586144
15/10/2021,Amazon,1.002010731
22/10/2021,Amazon,1.235078776
29/10/2021,Amazon,1.256321996
05/11/2021,Amazon,1.355339234
12/11/2021,Amazon,1.488689415
19/11/2021,Amazon,1.652557315
29/11/2021,Amazon,1.650318371
06/12/2021,Amazon,1.672211517
13/12/2021,Amazon,1.699744316
20/12/2021,Amazon,1.700490291
28/12/2021,Amazon,1.88575402
04/01/2022,Amazon,1.737725862
11/01/2022,Amazon,1.537700081
19/01/2022,Amazon,1.181270991
26/01/2022,Amazon,1.178783134
02/02/2022,Amazon,1.510838353
09/02/2022,Amazon,1.483512939
16/02/2022,Amazon,1.454693027
24/02/2022,Amazon,1.475290398
03/03/2022,Amazon,1.541817211
10/03/2022,Amazon,1.557763957
17/03/2022,Amazon,1.839568786
24/03/2022,Amazon,1.792726238
31/03/2022,Amazon,1.957673356
07/04/2022,Amazon,2.160908766
14/04/2022,Amazon,2.012073997
22/04/2022,Amazon,1.896545691
29/04/2022,Amazon,1.57761892
06/05/2022,Amazon,1.327050779
13/05/2022,Amazon,1.291279133
20/05/2022,Amazon,0.750128472
27/05/2022,Amazon,1.05576858
06/06/2022,Amazon,1.102022093
13/06/2022,Amazon,0.960765544
21/06/2022,Amazon,1.003691468
28/06/2022,Amazon,1.085882994
06/07/2022,Amazon,1.294773343
13/07/2022,Amazon,1.436112948
20/07/2022,Amazon,1.581861908
27/07/2022,Amazon,1.645464437
03/08/2022,Amazon,1.704631879
10/08/2022,Amazon,1.612298099
17/08/2022,Amazon,1.851965526
24/08/2022,Amazon,1.767048186
31/08/2022,Amazon,1.587047556
08/09/2022,Amazon,1.648797886
15/09/2022,Amazon,1.378463952
22/09/2022,Amazon,1.063963096
29/09/2022,Amazon,1.112879751
06/10/2022,Amazon,1.078546298
13/10/2022,Amazon,0.966045968
20/10/2022,Amazon,1.162129902
27/10/2022,Amazon,1.442232594
03/11/2022,Amazon,1.23803083
10/11/2022,Amazon,1.480635024
17/11/2022,Amazon,1.549091997
25/11/2022,Amazon,1.609617888
02/12/2022,Amazon,1.256814727
09/12/2022,Amazon,1.248633204
16/12/2022,Amazon,1.006112321
23/12/2022,Amazon,1.005026988
03/01/2023,Amazon,0.988831074
