date,Health,Immigration & Asylum,Crime,The economy,Tax,Pensions,Education,Family life & childcare,Housing,The environment,Britain leaving the EU,Transport,Welfare benefits,Defence and security,None of these,Don't know,Afghanistan,Defence and Terrorism,Don't know / None of these,Unweighted base,Base
03/05/2021,0.52,0.2,0.21,0.49,0.05,0.05,0.16,0.06,0.17,0.32,0.26,0.02,0.09,0.1,0.01,0.04,0.0,0.0,0.0,1653,1653
10/05/2021,0.5,0.22,0.23,0.51,0.05,0.06,0.16,0.06,0.16,0.3,0.24,0.02,0.09,0.09,0.02,0.03,0.0,0.0,0.0,1701,1701
17/05/2021,0.57,0.24,0.21,0.5,0.04,0.05,0.16,0.06,0.15,0.3,0.24,0.01,0.08,0.07,0.01,0.04,0.0,0.0,0.0,1610,1610
24/05/2021,0.52,0.26,0.21,0.48,0.05,0.05,0.17,0.05,0.16,0.31,0.26,0.03,0.1,0.06,0.01,0.04,0.0,0.0,0.0,1661,1661
31/05/2021,0.54,0.24,0.2,0.46,0.04,0.04,0.16,0.06,0.17,0.3,0.24,0.03,0.09,0.1,0.02,0.04,0.0,0.0,0.0,1632,1632
07/06/2021,0.5,0.28,0.22,0.47,0.04,0.05,0.2,0.05,0.17,0.28,0.22,0.02,0.08,0.08,0.01,0.05,0.0,0.0,0.0,1626,1626
14/06/2021,0.5,0.28,0.2,0.49,0.05,0.05,0.2,0.06,0.17,0.29,0.27,0.02,0.08,0.08,0.01,0.04,0.0,0.0,0.0,1791,1791
21/06/2021,0.53,0.26,0.22,0.45,0.05,0.06,0.18,0.04,0.19,0.29,0.28,0.02,0.09,0.08,0.01,0.04,0.0,0.0,0.0,1784,1784
28/06/2021,0.53,0.24,0.21,0.47,0.05,0.06,0.19,0.06,0.16,0.28,0.28,0.02,0.1,0.08,0.01,0.04,0.0,0.0,0.0,1793,1793
05/07/2021,0.53,0.23,0.2,0.48,0.05,0.07,0.21,0.05,0.17,0.31,0.27,0.02,0.09,0.08,0.01,0.03,0.0,0.0,0.0,1793,1793
12/07/2021,0.54,0.26,0.19,0.46,0.04,0.07,0.19,0.05,0.16,0.29,0.26,0.02,0.1,0.08,0.01,0.04,0.0,0.0,0.0,1774,1774
19/07/2021,0.56,0.24,0.18,0.46,0.04,0.07,0.19,0.06,0.16,0.34,0.25,0.02,0.1,0.07,0.01,0.03,0.0,0.0,0.0,1808,1808
26/07/2021,0.57,0.27,0.18,0.46,0.04,0.06,0.18,0.05,0.16,0.3,0.27,0.02,0.09,0.07,0.01,0.04,0.0,0.0,0.0,1778,1778
02/08/2021,0.5,0.27,0.19,0.44,0.06,0.07,0.16,0.05,0.16,0.33,0.26,0.03,0.08,0.07,0.01,0.05,0.0,0.0,0.0,1781,1781
09/08/2021,0.5,0.31,0.2,0.44,0.04,0.07,0.16,0.05,0.18,0.34,0.23,0.02,0.1,0.07,0.01,0.04,0.0,0.0,0.0,1781,1781
16/08/2021,0.48,0.29,0.2,0.4,0.05,0.08,0.15,0.06,0.17,0.37,0.24,0.03,0.08,0.1,0.01,0.04,0.0,0.0,0.0,1749,1749
23/08/2021,0.45,0.36,0.2,0.36,0.05,0.07,0.13,0.05,0.17,0.34,0.23,0.03,0.11,0.15,0.01,0.05,0.0,0.0,0.0,1750,1750
29/08/2021,0.45,0.35,0.17,0.38,0.04,0.09,0.13,0.05,0.17,0.33,0.26,0.03,0.11,0.15,0.01,0.05,0.0,0.0,0.0,1801,1801
06/09/2021,0.5,0.32,0.16,0.37,0.05,0.08,0.14,0.05,0.18,0.34,0.25,0.03,0.1,0.11,0.01,0.05,0.0,0.0,0.0,1785,1785
12/09/2021,0.5,0.35,0.14,0.38,0.12,0.08,0.13,0.04,0.15,0.31,0.26,0.03,0.1,0.12,0.01,0.05,0.0,0.0,0.0,1786,1786
19/09/2021,0.5,0.32,0.15,0.38,0.1,0.08,0.14,0.05,0.16,0.33,0.25,0.04,0.11,0.09,0.0,0.05,0.0,0.0,0.0,1790,1790
26/09/2021,0.48,0.28,0.17,0.43,0.1,0.08,0.14,0.05,0.17,0.32,0.27,0.08,0.13,0.08,0.0,0.04,0.0,0.0,0.0,1804,1804
04/10/2021,0.48,0.26,0.2,0.44,0.1,0.07,0.11,0.05,0.16,0.31,0.27,0.05,0.13,0.07,0.0,0.05,0.0,0.0,0.0,1797,1797
11/10/2021,0.45,0.26,0.17,0.49,0.12,0.06,0.12,0.05,0.15,0.3,0.26,0.06,0.16,0.08,0.01,0.04,0.0,0.0,0.0,1768,1768
18/10/2021,0.47,0.25,0.21,0.44,0.09,0.06,0.13,0.05,0.16,0.34,0.26,0.04,0.12,0.08,0.01,0.04,0.0,0.0,0.0,1770,1770
25/10/2021,0.54,0.23,0.18,0.44,0.08,0.07,0.12,0.05,0.17,0.36,0.26,0.03,0.11,0.08,0.01,0.04,0.0,0.0,0.0,1776,1776
01/11/2021,0.47,0.23,0.16,0.45,0.1,0.07,0.12,0.05,0.17,0.39,0.29,0.04,0.1,0.08,0.01,0.04,0.0,0.0,0.0,1802,1802
07/11/2021,0.48,0.27,0.18,0.43,0.09,0.06,0.11,0.05,0.17,0.4,0.25,0.04,0.11,0.06,0.01,0.05,0.0,0.0,0.0,1804,1804
15/11/2021,0.5,0.29,0.15,0.41,0.07,0.07,0.12,0.04,0.17,0.39,0.29,0.03,0.1,0.08,0.01,0.04,0.0,0.0,0.0,1782,1782
22/11/2021,0.49,0.34,0.17,0.4,0.08,0.08,0.13,0.06,0.15,0.35,0.26,0.03,0.1,0.11,0.01,0.04,0.0,0.0,0.0,1748,1748
29/11/2021,0.54,0.38,0.18,0.38,0.07,0.08,0.09,0.05,0.16,0.33,0.25,0.02,0.1,0.09,0.01,0.04,0.0,0.0,0.0,1750,1750
05/12/2021,0.52,0.36,0.18,0.38,0.08,0.07,0.13,0.05,0.16,0.31,0.25,0.02,0.1,0.09,0.01,0.04,0.0,0.0,0.0,1817,1817
13/12/2021,0.53,0.35,0.18,0.41,0.06,0.07,0.12,0.06,0.16,0.3,0.24,0.03,0.09,0.08,0.01,0.05,0.0,0.0,0.0,1783,1783
20/12/2021,0.57,0.31,0.18,0.45,0.05,0.07,0.13,0.06,0.15,0.3,0.23,0.03,0.1,0.08,0.02,0.03,0.0,0.0,0.0,1770,1770
27/12/2021,0.5,0.3,0.18,0.42,0.09,0.07,0.13,0.05,0.15,0.25,0.26,0.02,0.13,0.08,0.02,0.05,0.0,0.0,0.0,1814,1814
02/01/2022,0.51,0.29,0.17,0.45,0.09,0.07,0.12,0.06,0.16,0.31,0.25,0.02,0.08,0.07,0.01,0.05,0.0,0.0,0.0,1812,1812
10/01/2022,0.55,0.27,0.17,0.46,0.1,0.08,0.14,0.06,0.16,0.27,0.24,0.03,0.1,0.07,0.01,0.04,0.0,0.0,0.0,1811,1811
17/01/2022,0.53,0.28,0.19,0.42,0.11,0.07,0.14,0.06,0.15,0.29,0.25,0.03,0.11,0.09,0.01,0.04,0.0,0.0,0.0,1785,1785
24/01/2022,0.52,0.26,0.16,0.46,0.1,0.08,0.14,0.07,0.18,0.3,0.22,0.02,0.1,0.09,0.01,0.04,0.0,0.0,0.0,1789,1789
31/01/2022,0.46,0.26,0.18,0.45,0.13,0.09,0.13,0.06,0.17,0.28,0.22,0.02,0.12,0.1,0.01,0.04,0.0,0.0,0.0,1784,1784
06/02/2022,0.42,0.22,0.16,0.57,0.18,0.09,0.1,0.07,0.17,0.27,0.21,0.02,0.12,0.1,0.01,0.04,0.0,0.0,0.0,1801,1801
13/02/2022,0.47,0.23,0.18,0.48,0.16,0.09,0.13,0.06,0.18,0.29,0.23,0.03,0.11,0.12,0.0,0.04,0.0,0.0,0.0,1802,1802
21/02/2022,0.44,0.2,0.19,0.49,0.14,0.08,0.13,0.06,0.19,0.26,0.21,0.02,0.13,0.12,0.01,0.05,0.0,0.0,0.0,1784,1784
28/02/2022,0.39,0.22,0.14,0.51,0.13,0.09,0.11,0.05,0.16,0.25,0.19,0.02,0.1,0.32,0.01,0.05,0.0,0.0,0.0,1774,1774
07/03/2022,0.35,0.27,0.15,0.5,0.13,0.08,0.11,0.05,0.17,0.27,0.21,0.03,0.1,0.33,0.01,0.04,0.0,0.0,0.0,1793,1793
14/03/2022,0.35,0.26,0.13,0.54,0.16,0.08,0.1,0.05,0.17,0.26,0.19,0.02,0.09,0.31,0.01,0.04,0.0,0.0,0.0,1785,1785
20/03/2022,0.39,0.26,0.14,0.54,0.15,0.09,0.1,0.06,0.18,0.24,0.18,0.02,0.12,0.25,0.0,0.04,0.0,0.0,0.0,1817,1817
28/03/2022,0.39,0.24,0.14,0.56,0.17,0.1,0.09,0.06,0.18,0.24,0.16,0.03,0.15,0.21,0.0,0.05,0.0,0.0,0.0,1807,1807
04/04/2022,0.39,0.2,0.14,0.57,0.19,0.1,0.09,0.08,0.18,0.23,0.18,0.03,0.13,0.17,0.01,0.04,0.0,0.0,0.0,1781,1781
11/04/2022,0.42,0.21,0.12,0.57,0.2,0.09,0.12,0.09,0.18,0.28,0.15,0.03,0.12,0.18,0.01,0.03,0.0,0.0,0.0,1779,1779
18/04/2022,0.39,0.31,0.12,0.55,0.16,0.08,0.12,0.07,0.17,0.23,0.16,0.02,0.13,0.19,0.01,0.05,0.0,0.0,0.0,1799,1799
24/04/2022,0.37,0.28,0.13,0.56,0.16,0.09,0.1,0.07,0.19,0.29,0.19,0.03,0.11,0.16,0.01,0.03,0.0,0.0,0.0,1795,1795
02/05/2022,0.37,0.25,0.15,0.56,0.15,0.09,0.1,0.07,0.17,0.26,0.17,0.02,0.11,0.21,0.01,0.04,0.0,0.0,0.0,1780,1780
08/05/2022,0.37,0.25,0.13,0.62,0.16,0.09,0.09,0.07,0.17,0.25,0.18,0.03,0.11,0.16,0.01,0.04,0.0,0.0,0.0,1781,1781
16/05/2022,0.36,0.25,0.14,0.61,0.15,0.09,0.09,0.08,0.18,0.26,0.19,0.02,0.13,0.15,0.01,0.04,0.0,0.0,0.0,1810,1810
22/05/2022,0.34,0.24,0.15,0.63,0.16,0.1,0.1,0.08,0.18,0.25,0.18,0.03,0.15,0.14,0.01,0.04,0.0,0.0,0.0,1802,1802
29/05/2022,0.35,0.22,0.14,0.62,0.14,0.08,0.1,0.09,0.18,0.26,0.19,0.03,0.13,0.14,0.01,0.04,0.0,0.0,0.0,1804,1804
06/06/2022,0.36,0.23,0.15,0.62,0.15,0.09,0.11,0.08,0.19,0.25,0.19,0.03,0.14,0.12,0.01,0.04,0.0,0.0,0.0,1804,1804
13/06/2022,0.36,0.25,0.13,0.65,0.17,0.09,0.08,0.07,0.18,0.26,0.18,0.05,0.13,0.12,0.01,0.03,0.0,0.0,0.0,1761,1761
19/06/2022,0.37,0.31,0.11,0.64,0.14,0.09,0.09,0.07,0.18,0.24,0.2,0.04,0.11,0.1,0.01,0.05,0.0,0.0,0.0,1820,1820
27/06/2022,0.35,0.28,0.12,0.65,0.17,0.09,0.1,0.06,0.18,0.22,0.22,0.06,0.12,0.1,0.01,0.03,0.0,0.0,0.0,1801,1801
03/07/2022,0.39,0.25,0.14,0.64,0.15,0.07,0.09,0.06,0.18,0.25,0.23,0.03,0.1,0.15,0.0,0.04,0.0,0.0,0.0,1807,1807
11/07/2022,0.38,0.22,0.14,0.69,0.16,0.07,0.1,0.07,0.18,0.23,0.22,0.03,0.09,0.15,0.01,0.04,0.0,0.0,0.0,1804,1804
17/07/2022,0.42,0.22,0.12,0.66,0.18,0.07,0.1,0.06,0.17,0.28,0.21,0.04,0.1,0.13,0.01,0.03,0.0,0.0,0.0,1805,1805
25/07/2022,0.38,0.24,0.11,0.64,0.18,0.07,0.08,0.07,0.15,0.33,0.23,0.04,0.08,0.13,0.01,0.04,0.0,0.0,0.0,1778,1778
31/07/2022,0.39,0.22,0.12,0.68,0.18,0.07,0.07,0.06,0.16,0.3,0.21,0.04,0.1,0.14,0.01,0.03,0.0,0.0,0.0,1751,1751
08/08/2022,0.38,0.23,0.11,0.69,0.18,0.07,0.08,0.06,0.16,0.32,0.17,0.03,0.1,0.12,0.01,0.03,0.0,0.0,0.0,1759,1759
15/08/2022,0.38,0.24,0.12,0.68,0.15,0.1,0.08,0.07,0.14,0.34,0.2,0.04,0.11,0.11,0.01,0.03,0.0,0.0,0.0,1774,1774
22/08/2022,0.41,0.21,0.13,0.71,0.12,0.08,0.08,0.07,0.17,0.31,0.19,0.04,0.12,0.1,0.01,0.03,0.0,0.0,0.0,1779,1779
29/08/2022,0.35,0.25,0.17,0.7,0.13,0.08,0.09,0.06,0.15,0.29,0.18,0.03,0.11,0.1,0.02,0.03,0.0,0.0,0.0,1799,1799
05/09/2022,0.37,0.24,0.16,0.71,0.12,0.08,0.09,0.07,0.17,0.29,0.18,0.03,0.12,0.09,0.01,0.03,0.0,0.0,0.0,1788,1788
12/09/2022,0.39,0.26,0.17,0.68,0.13,0.09,0.09,0.07,0.17,0.3,0.17,0.03,0.1,0.09,0.01,0.04,0.0,0.0,0.0,1799,1799
25/09/2022,0.4,0.24,0.17,0.66,0.15,0.08,0.08,0.07,0.17,0.28,0.17,0.03,0.11,0.13,0.01,0.03,0.0,0.0,0.0,1801,1801
02/10/2022,0.38,0.21,0.11,0.73,0.19,0.1,0.08,0.07,0.18,0.25,0.16,0.02,0.13,0.1,0.01,0.04,0.0,0.0,0.0,1791,1791
