Country,ISO3,Year,"GDP, PPP (constant 2017 $)",Employment (000s),Output per worker ($),Continent
Finland,FIN,2013,246541000000.0,2456.725,100353.51942118064,Europe
France,FRA,2013,2825820000000.0,25785.3,109590.34798897046,Europe
United Kingdom,GBR,2013,2769830000000.0,30041.75,92199.35589637754,Europe
Greece,GRC,2013,304953000000.0,3513.15,86803.29618718244,Europe
Hungary,HUN,2013,250667000000.0,3892.725,64393.70877727042,Europe
Ireland,IRL,2013,248762000000.0,1937.775,128375.0693449962,Europe
Iceland,ISL,2013,16242815275.0,173.225,93767.15413479578,Europe
Israel,ISR,2013,293659000000.0,3449.517,85130.46899029633,Asia
Italy,ITA,2013,2425510000000.0,22190.4,109304.4740067777,Europe
Japan,JPN,2013,5042950000000.0,63265.83,79710.48510704751,Asia
South Korea,KOR,2013,1866930000000.0,25299.36,73793.56631946421,Asia
Lithuania,LTU,2013,84557449673.0,1292.775,65407.70797161145,Europe
Luxembourg,LUX,2013,61427208386.0,238.7,257340.6300209468,Europe
Latvia,LVA,2013,49742702853.0,893.875,55648.388033002375,Europe
Mexico,MEX,2013,2210230000000.0,49227.31,44898.451692769726,America
Netherlands,NLD,2013,867782000000.0,8285.1,104740.0755573258,Europe
Norway,NOR,2013,314322000000.0,2601.6,120818.72693726936,Europe
New Zealand,NZL,2013,175557000000.0,2223.575,78952.58761229101,Oceania
Poland,POL,2013,969657000000.0,15568.03,62285.14462009644,Europe
Portugal,PRT,2013,314167000000.0,4427.85,70952.49387400206,Europe
Slovakia,SVK,2013,144269000000.0,2329.25,61937.962863582696,Europe
Slovenia,SVN,2013,66400578064.0,905.85,73301.95734834686,Europe
Sweden,SWE,2013,465255000000.0,4704.475,98896.26366385198,Europe
Türkiye,TUR,2013,1831140000000.0,25518.78,71756.5651649491,Asia
United States,USA,2013,17838100000000.0,143929.3,123936.54384479046,America
Australia,AUS,2014,1109000000000.0,11540.16,96099.18753292848,Oceania
Austria,AUT,2014,452383000000.0,4112.675,109997.26455409192,Europe
Belgium,BEL,2014,546426000000.0,4543.55,120264.11066236752,Europe
Canada,CAN,2014,1685570000000.0,17677.18,95352.87868313838,America
Switzerland,CHE,2014,555388000000.0,4468.35,124293.75496547944,Europe
Chile,CHL,2014,427978000000.0,8153.744,52488.525516621565,America
Colombia,COL,2014,650608000000.0,20806.43,31269.56426450861,America
Costa Rica,CRI,2014,89525599525.0,2064.406,43366.27558968536,America
Czech Republic,CZE,2014,361932000000.0,4974.175,72762.21685003041,Europe
Germany,DEU,2014,4117600000000.0,39869.52,103276.88921261154,Europe
Denmark,DNK,2014,293733000000.0,2663.9,110264.27418446638,Europe
Spain,ESP,2014,1671660000000.0,17343.82,96383.61099227276,Europe
Estonia,EST,2014,40085861825.0,624.825,64155.34241587645,Europe
Finland,FIN,2014,245641000000.0,2447.25,100374.2976810706,Europe
France,FRA,2014,2852840000000.0,26376.0,108160.44889293295,Europe
United Kingdom,GBR,2014,2858460000000.0,30752.5,92950.49182993252,Europe
Greece,GRC,2014,306403000000.0,3536.25,86646.30611523507,Europe
Hungary,HUN,2014,261276000000.0,4100.825,63713.03335304481,Europe
Ireland,IRL,2014,270279000000.0,1988.725,135905.66820450287,Europe
Iceland,ISL,2014,16516866493.0,177.625,92987.28497114708,Europe
Israel,ISR,2014,305168000000.0,3555.767,85823.39618990783,Asia
Italy,ITA,2014,2425400000000.0,22278.45,108867.53791219766,Europe
Japan,JPN,2014,5057890000000.0,63711.67,79387.18291327162,Asia
South Korea,KOR,2014,1926720000000.0,25897.21,74398.74797323727,Asia
Lithuania,LTU,2014,87548255022.0,1319.025,66373.46147495309,Europe
Luxembourg,LUX,2014,63038496899.0,245.625,256645.27999592875,Europe
Latvia,LVA,2014,50688894959.0,884.65,57298.24784830159,Europe
Mexico,MEX,2014,2273220000000.0,49415.41,46002.24909598038,America
Netherlands,NLD,2014,880134000000.0,8235.75,106867.4984063382,Europe
Norway,NOR,2014,320513000000.0,2626.6,122025.81283788929,Europe
New Zealand,NZL,2014,182255000000.0,2308.375,78953.8094980235,Oceania
Poland,POL,2014,1006860000000.0,15861.53,63478.11339763567,Europe
Portugal,PRT,2014,316656000000.0,4498.3,70394.59351310495,Europe
Slovakia,SVK,2014,148160000000.0,2363.025,62699.29433670825,Europe
Slovenia,SVN,2014,68238651529.0,916.65,74443.5188228877,Europe
Sweden,SWE,2014,477621000000.0,4772.125,100085.60127825654,Europe
Türkiye,TUR,2014,1921600000000.0,25929.35,74109.0694521845,Asia
United States,USA,2014,18246200000000.0,146305.3,124713.18537332553,America
Australia,AUS,2015,1132870000000.0,11766.27,96281.14942118444,Oceania
Austria,AUT,2015,456973000000.0,4148.275,110159.76520360874,Europe
Belgium,BEL,2015,557581000000.0,4551.625,122501.5241809244,Europe
Canada,CAN,2015,1696680000000.0,17793.99,95351.29557788894,America
Switzerland,CHE,2015,564522000000.0,4537.95,124400.22477109708,Europe
Chile,CHL,2015,437188000000.0,8294.58,52707.67175673753,America
Colombia,COL,2015,669839000000.0,21311.92,31430.25123968183,America
Costa Rica,CRI,2015,92795146907.0,2057.302,45105.26257545075,America
Czech Republic,CZE,2015,381434000000.0,5041.9,75652.82929054523,Europe
Germany,DEU,2015,4179030000000.0,40208.73,103933.39953786157,Europe
Denmark,DNK,2015,300614000000.0,2709.025,110967.59904393648,Europe
Spain,ESP,2015,1735830000000.0,17865.55,97160.7367251498,Europe
Estonia,EST,2015,40828660880.0,640.9,63705.19719144952,Europe
Finland,FIN,2015,246977000000.0,2436.8,101353.0039395929,Europe
France,FRA,2015,2884590000000.0,26441.8,109092.04365814732,Europe
United Kingdom,GBR,2015,2926870000000.0,31285.0,93555.05833466515,Europe
Greece,GRC,2015,305802000000.0,3610.675,84693.85918145499,Europe
Hungary,HUN,2015,270962000000.0,4210.5,64353.87721173257,Europe
Ireland,IRL,2015,336147000000.0,2056.925,163422.09852085027,Europe
Iceland,ISL,2015,17249664317.0,183.65,93926.84082221617,Europe
Israel,ISR,2015,312754000000.0,3643.8,85831.82392008344,Asia
Italy,ITA,2015,2444270000000.0,22464.2,108807.34680068732,Europe
Japan,JPN,2015,5136820000000.0,64018.33,80239.83131081364,Asia
South Korea,KOR,2015,1980850000000.0,26177.69,75669.39634475006,Asia
Lithuania,LTU,2015,89320742946.0,1334.925,66910.68258216754,Europe
Luxembourg,LUX,2015,64469334921.0,257.45,250414.97347446103,Europe
Latvia,LVA,2015,52658290347.0,896.075,58765.494347013366,Europe
Mexico,MEX,2015,2348080000000.0,50611.33,46394.35478182454,America
Netherlands,NLD,2015,897377000000.0,8318.1,107882.44911698584,Europe
Norway,NOR,2015,326817000000.0,2641.0,123747.4441499432,Europe
New Zealand,NZL,2015,189079000000.0,2368.575,79828.16672471845,Oceania
Poland,POL,2015,1051000000000.0,16083.22,65347.61073964045,Europe
Portugal,PRT,2015,322331000000.0,4547.4,70882.48229757664,Europe
Slovakia,SVK,2015,155816000000.0,2424.0,64280.52805280528,Europe
Slovenia,SVN,2015,69746781415.0,917.45,76022.43328246771,Europe
Sweden,SWE,2015,499062000000.0,4836.85,103179.13518095454,Europe
Türkiye,TUR,2015,2038520000000.0,26616.78,76587.77658304272,Asia
United States,USA,2015,18740000000000.0,148833.4,125912.5975755442,America
Australia,AUS,2016,1163810000000.0,11972.94,97203.36024401692,Oceania
Austria,AUT,2016,466064000000.0,4220.175,110437.12642248248,Europe
Belgium,BEL,2016,564644000000.0,4586.425,123112.00989877737,Europe
Canada,CAN,2016,1713670000000.0,17911.57,95673.91356536584,America
Switzerland,CHE,2016,576200000000.0,4603.9,125154.76009470232,Europe
Chile,CHL,2016,444852000000.0,8394.271,52994.71508603904,America
Colombia,COL,2016,683821000000.0,21505.15,31798.011174067607,America
Costa Rica,CRI,2016,96696554845.0,1995.748,48451.28485409982,America
Czech Republic,CZE,2016,391112000000.0,5138.4,76115.52234158493,Europe
Germany,DEU,2016,4272220000000.0,41265.13,103530.99578263778,Europe
Denmark,DNK,2016,310372000000.0,2760.225,112444.45652075464,Europe
Spain,ESP,2016,1788560000000.0,18341.2,97515.97496347022,Europe
Estonia,EST,2016,42117035737.0,644.625,65335.71570603064,Europe
Finland,FIN,2016,253920000000.0,2448.1,103721.25321678036,Europe
France,FRA,2016,2916190000000.0,26579.68,109715.01538017012,Europe
United Kingdom,GBR,2016,2990240000000.0,31745.5,94194.13775180734,Europe
Greece,GRC,2016,304313000000.0,3673.55,82838.94325652298,Europe
Hungary,HUN,2016,276926000000.0,4351.65,63637.01124860685,Europe
Ireland,IRL,2016,342892000000.0,2132.125,160821.7154247523,Europe
Iceland,ISL,2016,18337029182.0,190.475,96270.00489303058,Europe
Israel,ISR,2016,326896000000.0,3736.842,87479.21373180884,Asia
Italy,ITA,2016,2475890000000.0,22757.43,108794.79800662903,Europe
Japan,JPN,2016,5175550000000.0,64701.67,79990.98014007985,Asia
South Korea,KOR,2016,2039220000000.0,26409.11,77216.53626343334,Asia
Lithuania,LTU,2016,91570579073.0,1361.4,67262.06777802263,Europe
Luxembourg,LUX,2016,67678741186.0,260.475,259828.1646453594,Europe
Latvia,LVA,2016,53905562377.0,893.275,60345.98793988414,Europe
Mexico,MEX,2016,2409840000000.0,51594.75,46707.07775500415,America
Netherlands,NLD,2016,917045000000.0,8426.9,108823.5294117647,Europe
Norway,NOR,2016,330320000000.0,2638.175,125207.76673268453,Europe
New Zealand,NZL,2016,196202000000.0,2482.675,79028.4672782382,Oceania
Poland,POL,2016,1082040000000.0,16196.1,66808.67616277993,Europe
Portugal,PRT,2016,328840000000.0,4604.425,71418.25526531543,Europe
Slovakia,SVK,2016,158845000000.0,2492.1,63739.41655631796,Europe
Slovenia,SVN,2016,71972995814.0,915.0,78659.01181857924,Europe
Sweden,SWE,2016,509396000000.0,4909.9,103748.75252041793,Europe
Türkiye,TUR,2016,2106260000000.0,27214.72,77394.14552124732,Asia
United States,USA,2016,19052500000000.0,151435.8,125812.3904651344,America
Australia,AUS,2017,1190370000000.0,12250.53,97168.85718413816,Oceania
Austria,AUT,2017,476590000000.0,4260.1,111872.9607286214,Europe
Belgium,BEL,2017,573789000000.0,4637.775,123720.74971295505,Europe
Canada,CAN,2017,1765760000000.0,18281.06,96589.5850678243,America
Switzerland,CHE,2017,584052000000.0,4636.25,125975.08762469668,Europe
Chile,CHL,2017,450892000000.0,8597.586,52444.02324094228,America
Colombia,COL,2017,693117000000.0,21827.31,31754.57717877283,America
Costa Rica,CRI,2017,100717000000.0,2051.237,49100.615872276096,America
Czech Republic,CZE,2017,411328000000.0,5221.475,78776.20787229663,Europe
Germany,DEU,2017,4386730000000.0,41661.43,105294.75344461291,Europe
Denmark,DNK,2017,319130000000.0,2788.525,114444.01610170252,Europe
Spain,ESP,2017,1841780000000.0,18824.8,97837.95843780544,Europe
Estonia,EST,2017,44556473263.0,658.575,67655.88317655544,Europe
Finland,FIN,2017,262026000000.0,2473.2,105946.14264919942,Europe
France,FRA,2017,2983010000000.0,26802.97,111294.00958177396,Europe
United Kingdom,GBR,2017,3063310000000.0,32060.5,95547.79245488998,Europe
Greece,GRC,2017,307636000000.0,3752.675,81977.7891770537,Europe
Hungary,HUN,2017,288756000000.0,4421.4,65308.72574297734,Europe
Ireland,IRL,2017,373771000000.0,2193.95,170364.41122176897,Europe
Iceland,ISL,2017,19106258173.0,193.9,98536.6589633832,Europe
Israel,ISR,2017,340876000000.0,3824.8,89122.56850031375,Asia
Italy,ITA,2017,2517180000000.0,23021.93,109338.3569492219,Europe
Japan,JPN,2017,5262250000000.0,65424.17,80432.81252173317,Asia
South Korea,KOR,2017,2103650000000.0,26724.83,78715.18733701954,Asia
Lithuania,LTU,2017,95492177900.0,1354.8,70484.33562149394,Europe
Luxembourg,LUX,2017,68570197216.0,271.825,252258.61203347743,Europe
Latvia,LVA,2017,55691171159.0,894.825,62236.94147906015,Europe
Mexico,MEX,2017,2460770000000.0,51680.28,47615.26059843329,America
Netherlands,NLD,2017,943740000000.0,8604.525,109679.5000305072,Europe
Norway,NOR,2017,337994000000.0,2643.875,127840.38579736184,Europe
New Zealand,NZL,2017,203223000000.0,2586.4,78573.69316424374,Oceania
Poland,POL,2017,1137650000000.0,16422.2,69275.12757121457,Europe
Portugal,PRT,2017,340370000000.0,4755.425,71575.09581162567,Europe
Slovakia,SVK,2017,163512000000.0,2530.675,64612.01062957511,Europe
Slovenia,SVN,2017,75438769515.0,959.075,78657.84168599953,Europe
Sweden,SWE,2017,522477000000.0,5021.65,104044.88564515648,Europe
Türkiye,TUR,2017,2264270000000.0,28196.07,80304.45377671428,Asia
United States,USA,2017,19479600000000.0,153337.4,127037.5003097744,America
Australia,AUS,2018,1224680000000.0,12579.64,97354.13732030489,Oceania
Austria,AUT,2018,488150000000.0,4319.0,113023.84811298912,Europe
Belgium,BEL,2018,584077000000.0,4755.15,122830.40492939236,Europe
Canada,CAN,2018,1814800000000.0,18567.99,97738.09658449836,America
Switzerland,CHE,2018,600759000000.0,4675.125,128501.16307050614,Europe
Chile,CHL,2018,468883000000.0,8784.946,53373.4641055278,America
Colombia,COL,2018,710891000000.0,22093.24,32176.85590705573,America
Costa Rica,CRI,2018,103352000000.0,2117.052,48818.8292021169,America
Czech Republic,CZE,2018,424573000000.0,5293.65,80204.20692716746,Europe
Germany,DEU,2018,4429770000000.0,41912.8,105690.14716268062,Europe
Denmark,DNK,2018,325479000000.0,2832.275,114917.8663795006,Europe
Spain,ESP,2018,1883860000000.0,19327.5,97470.4436683482,Europe
Estonia,EST,2018,46242579702.0,664.75,69563.86566679203,Europe
Finland,FIN,2018,265013000000.0,2539.925,104338.90764491078,Europe
France,FRA,2018,3038640000000.0,27021.38,112453.17596658644,Europe
United Kingdom,GBR,2018,3115540000000.0,32443.0,96031.19316955892,Europe
Greece,GRC,2018,312769000000.0,3827.95,81706.65761047036,Europe
Hungary,HUN,2018,304240000000.0,4469.475,68070.63469423143,Europe
Ireland,IRL,2018,405644000000.0,2257.275,179705.1754881439,Europe
Iceland,ISL,2018,20040324587.0,198.325,101047.89908987773,Europe
Israel,ISR,2018,354750000000.0,3905.108,90842.55800351744,Asia
Italy,ITA,2018,2540490000000.0,23213.97,109437.98066422934,Europe
Japan,JPN,2018,5292990000000.0,66820.0,79212.66087997606,Asia
South Korea,KOR,2018,2164810000000.0,26822.07,80710.02722757788,Asia
Lithuania,LTU,2018,99305476903.0,1374.725,72236.6123428322,Europe
Luxembourg,LUX,2018,69406288660.0,279.9,247968.16241514825,Europe
Latvia,LVA,2018,57914281684.0,909.375,63685.80803738831,Europe
Mexico,MEX,2018,2514780000000.0,53161.79,47304.27624803454,America
Netherlands,NLD,2018,966021000000.0,8796.925,109813.48596242435,Europe
Norway,NOR,2018,341775000000.0,2685.875,127249.03429980918,Europe
New Zealand,NZL,2018,210050000000.0,2652.325,79194.66882829215,Oceania
Poland,POL,2018,1205290000000.0,16484.05,73118.56006260597,Europe
Portugal,PRT,2018,350069000000.0,4866.05,71941.10212595432,Europe
Slovakia,SVK,2018,170102000000.0,2566.725,66272.00031168123,Europe
Slovenia,SVN,2018,78799088224.0,980.6,80358.03408525392,Europe
Sweden,SWE,2018,532665000000.0,5097.275,104499.95340647698,Europe
Türkiye,TUR,2018,2331740000000.0,28733.07,81151.787818009,Asia
United States,USA,2018,20053400000000.0,155761.0,128744.67934848904,America
Australia,AUS,2019,1251280000000.0,12867.96,97239.96655258488,Oceania
Austria,AUT,2019,495557000000.0,4354.65,113799.50168210993,Europe
Belgium,BEL,2019,597165000000.0,4832.025,123584.8324460242,Europe
Canada,CAN,2019,1848910000000.0,18985.57,97385.0139869385,America
Switzerland,CHE,2019,607619000000.0,4705.775,129121.98309523935,Europe
Chile,CHL,2019,472495000000.0,8972.235,52661.90642576794,America
Colombia,COL,2019,733546000000.0,22237.5,32986.89151208544,America
Costa Rica,CRI,2019,105850000000.0,2175.098,48664.47396852924,America
Czech Republic,CZE,2019,437437000000.0,5302.9,82490.14690075241,Europe
Germany,DEU,2019,4476580000000.0,42398.52,105583.40243951912,Europe
Denmark,DNK,2019,330340000000.0,2877.65,114795.05846784703,Europe
Spain,ESP,2019,1921230000000.0,19779.13,97134.20155487122,Europe
Estonia,EST,2019,47971916545.0,671.35,71455.89714009086,Europe
Finland,FIN,2019,268259000000.0,2565.6,104559.94699095728,Europe
France,FRA,2019,3094650000000.0,27132.18,114058.28798128276,Europe
United Kingdom,GBR,2019,3165520000000.0,32794.5,96525.94185000534,Europe
Greece,GRC,2019,318662000000.0,3911.025,81477.87344749778,Europe
Hungary,HUN,2019,319019000000.0,4512.15,70702.21513025941,Europe
Ireland,IRL,2019,427715000000.0,2322.325,184175.34152196613,Europe
Iceland,ISL,2019,20524389828.0,201.025,102098.69333664968,Europe
Israel,ISR,2019,369494000000.0,3966.925,93143.6818190412,Asia
Italy,ITA,2019,2552760000000.0,23359.55,109281.21474942796,Europe
Japan,JPN,2019,5280270000000.0,67495.84,78231.04357246314,Asia
South Korea,KOR,2019,2213390000000.0,27122.7,81606.55097022052,Asia
Lithuania,LTU,2019,103898000000.0,1378.425,75374.43096287429,Europe
Luxembourg,LUX,2019,71016462642.0,289.1,245646.70578346596,Europe
Latvia,LVA,2019,59402507232.0,910.025,65275.68718661575,Europe
Mexico,MEX,2019,2509770000000.0,54614.55,45954.23746968528,America
Netherlands,NLD,2019,984912000000.0,8981.925,109654.89023789443,Europe
Norway,NOR,2019,344324000000.0,2715.55,126797.1497486697,Europe
New Zealand,NZL,2019,214655000000.0,2695.45,79636.05334916248,Oceania
Poland,POL,2019,1258930000000.0,16460.53,76481.74147490998,Europe
Portugal,PRT,2019,359460000000.0,4912.1,73178.47763685593,Europe
Slovakia,SVK,2019,174388000000.0,2583.65,67496.75846186596,Europe
Slovenia,SVN,2019,81518507202.0,982.525,82968.37963614157,Europe
Sweden,SWE,2019,543245000000.0,5131.55,105863.72538511756,Europe
Türkiye,TUR,2019,2350010000000.0,28078.9,83693.09339041059,Asia
United States,USA,2019,20513500000000.0,157538.1,130212.9453129116,America
Australia,AUS,2020,1250640000000.0,12663.48,98759.58267395692,Oceania
Austria,AUT,2020,463574000000.0,4296.8,107888.19586669149,Europe
Belgium,BEL,2020,565149000000.0,4802.175,117686.04850926924,Europe
Canada,CAN,2020,1752160000000.0,17999.22,97346.44056798016,America
Switzerland,CHE,2020,593185000000.0,4696.1,126314.38853516748,Europe
Chile,CHL,2020,444249000000.0,7869.066,56455.111699406254,America
Colombia,COL,2020,681844000000.0,20000.23,34091.80794420864,America
Costa Rica,CRI,2020,101562000000.0,1938.173,52400.89506973836,America
Czech Republic,CZE,2020,413365000000.0,5234.925,78962.92688051882,Europe
Germany,DEU,2020,4311090000000.0,41859.23,102990.1887827368,Europe
Denmark,DNK,2020,323751000000.0,2852.375,113502.25689118716,Europe
Spain,ESP,2020,1703640000000.0,19202.28,88720.7144151632,Europe
Estonia,EST,2020,47707590682.0,656.6,72658.52982333231,Europe
Finland,FIN,2020,262343000000.0,2528.2,103766.7114943438,Europe
France,FRA,2020,2853740000000.0,26995.32,105712.39755631716,Europe
United Kingdom,GBR,2020,2816340000000.0,32508.75,86633.2910370285,Europe
Greece,GRC,2020,289970000000.0,3875.375,74823.7267361223,Europe
Hungary,HUN,2020,304513000000.0,4460.45,68269.56921386856,Europe
Ireland,IRL,2020,454167000000.0,2294.075,197973.9110534747,Europe
Iceland,ISL,2020,19120050319.0,194.525,98290.96681146382,Europe
Israel,ISR,2020,362632000000.0,3913.425,92663.5875224388,Asia
Italy,ITA,2020,2322000000000.0,22903.13,101383.52268882026,Europe
Japan,JPN,2020,5042290000000.0,67102.5,75143.10197086546,Asia
South Korea,KOR,2020,2197690000000.0,26904.33,81685.36440045152,Asia
Lithuania,LTU,2020,103876000000.0,1358.15,76483.4517542245,Europe
Luxembourg,LUX,2020,70450152094.0,292.375,240958.19442154767,Europe
Latvia,LVA,2020,58093878707.0,892.975,65056.5566863574,Europe
Mexico,MEX,2020,2309300000000.0,50927.07,45345.23584411984,America
Netherlands,NLD,2020,946637000000.0,8980.975,105404.7027188028,Europe
Norway,NOR,2020,341855000000.0,2701.975,126520.4156219062,Europe
New Zealand,NZL,2020,211966000000.0,2729.95,77644.64550632796,Oceania
Poland,POL,2020,1233490000000.0,16441.4,75023.41649737857,Europe
Portugal,PRT,2020,329623000000.0,4813.05,68485.26402177413,Europe
Slovakia,SVK,2020,168503000000.0,2531.075,66573.68904516856,Europe
Slovenia,SVN,2020,77995790966.0,978.05,79746.2205061091,Europe
Sweden,SWE,2020,531455000000.0,5064.325,104940.93487286064,Europe
Türkiye,TUR,2020,2395610000000.0,26804.45,89373.59281761051,Asia
United States,USA,2020,19945700000000.0,147794.8,134955.35702203325,America
Australia,AUS,2021,1278610000000.0,13045.97,98008.04386335396,Oceania
Austria,AUT,2021,484698000000.0,4305.9,112566.0140737128,Europe
Belgium,BEL,2021,599814000000.0,4853.7,123578.7131466716,Europe
Canada,CAN,2021,1831720000000.0,18865.44,97093.94533072117,America
Switzerland,CHE,2021,618228000000.0,4684.4,131975.92007514302,Europe
Chile,CHL,2021,496085000000.0,8303.23,59746.02654629584,America
Colombia,COL,2021,754645000000.0,20391.74,37007.38632407043,America
Costa Rica,CRI,2021,109260000000.0,2039.832,53563.23461932159,America
Czech Republic,CZE,2021,428016000000.0,5213.375,82099.59958759921,Europe
Germany,DEU,2021,4424340000000.0,41499.98,106610.65378826688,Europe
Denmark,DNK,2021,339472000000.0,2900.125,117054.2649023749,Europe
Spain,ESP,2021,1797680000000.0,19773.6,90913.13670752924,Europe
Estonia,EST,2021,51530620773.0,654.225,78765.89976384271,Europe
Finland,FIN,2021,270143000000.0,2573.35,104977.16983698292,Europe
France,FRA,2021,3048270000000.0,27727.6,109936.30894848454,Europe
United Kingdom,GBR,2021,3028260000000.0,32407.25,93443.9052989686,Europe
Greece,GRC,2021,314427000000.0,3928.0,80047.60692464358,Europe
Hungary,HUN,2021,326186000000.0,4641.85,70270.6894880274,Europe
Ireland,IRL,2021,515880000000.0,2389.225,215919.38808609487,Europe
Iceland,ISL,2021,19961914697.0,197.025,101316.65878441822,Europe
Israel,ISR,2021,393861000000.0,3956.967,99536.08407651618,Asia
Italy,ITA,2021,2478430000000.0,22553.95,109888.95514976312,Europe
Japan,JPN,2021,5125850000000.0,67124.16,76363.71166506963,Asia
South Korea,KOR,2021,2288790000000.0,27272.79,83922.10697915395,Asia
Lithuania,LTU,2021,110089000000.0,1368.575,80440.60427817256,Europe
Luxembourg,LUX,2021,74044839717.0,306.825,241325.96664874116,Europe
Latvia,LVA,2021,60457180603.0,869.475,69532.97173926794,Europe
Mexico,MEX,2021,2418310000000.0,55165.86,43837.076046670896,America
Netherlands,NLD,2021,992675000000.0,9282.175,106944.22374066422,Europe
Norway,NOR,2021,355122000000.0,2797.675,126934.68683817812,Europe
New Zealand,NZL,2021,219839000000.0,2789.95,78796.75262997545,Oceania
Poland,POL,2021,1317960000000.0,16656.13,79127.6244841989,Europe
Portugal,PRT,2021,347694000000.0,4812.3,72251.10653949255,Europe
Slovakia,SVK,2021,173582000000.0,2560.55,67790.90429790475,Europe
Slovenia,SVN,2021,84400074181.0,971.55,86871.57035767588,Europe
Sweden,SWE,2021,558427000000.0,5120.3,109061.38312208268,Europe
Türkiye,TUR,2021,2667590000000.0,28826.5,92539.50358177372,Asia
United States,USA,2021,21131600000000.0,152580.7,138494.58024507685,America
