Date,Average Price,Volume,Region
01/01/1997,69008,12740,South East
01/02/1997,69675,12766,South East
01/03/1997,70721,14336,South East
01/04/1997,71955,15424,South East
01/05/1997,73359,17982,South East
01/06/1997,74440,18465,South East
01/07/1997,75787,20417,South East
01/08/1997,77465,19489,South East
01/09/1997,78067,17515,South East
01/10/1997,79067,18388,South East
01/11/1997,79955,15626,South East
01/12/1997,79839,16565,South East
01/01/1998,79976,11473,South East
01/02/1998,80218,11684,South East
01/03/1998,81185,14261,South East
01/04/1998,83176,15354,South East
01/05/1998,83993,16549,South East
01/06/1998,85019,17473,South East
01/07/1998,85994,19943,South East
01/08/1998,86862,17256,South East
01/09/1998,86723,16286,South East
01/10/1998,86847,15879,South East
01/11/1998,86952,15087,South East
01/12/1998,86784,15235,South East
01/01/1999,87346,11624,South East
01/02/1999,87443,11441,South East
01/03/1999,88024,15704,South East
01/04/1999,89754,16834,South East
01/05/1999,90801,16679,South East
01/06/1999,92489,19649,South East
01/07/1999,94135,22919,South East
01/08/1999,96538,21391,South East
01/09/1999,99137,19630,South East
01/10/1999,99999,19969,South East
01/11/1999,101397,19315,South East
01/12/1999,103346,18718,South East
01/01/2000,104358,12412,South East
01/02/2000,104721,13316,South East
01/03/2000,107765,17221,South East
01/04/2000,111947,16217,South East
01/05/2000,113099,16699,South East
01/06/2000,115640,18898,South East
01/07/2000,116597,17194,South East
01/08/2000,118743,16616,South East
01/09/2000,118166,14783,South East
01/10/2000,118370,14105,South East
01/11/2000,117929,14326,South East
01/12/2000,118983,15570,South East
01/01/2001,118668,11592,South East
01/02/2001,119198,11954,South East
01/03/2001,120770,15488,South East
01/04/2001,123754,16149,South East
01/05/2001,125086,18174,South East
01/06/2001,127693,20497,South East
01/07/2001,129751,20908,South East
01/08/2001,131743,22886,South East
01/09/2001,132693,17634,South East
01/10/2001,134038,18710,South East
01/11/2001,135285,18551,South East
01/12/2001,136468,16197,South East
01/01/2002,137154,12444,South East
01/02/2002,136801,13195,South East
01/03/2002,139425,17178,South East
01/04/2002,141861,17711,South East
01/05/2002,146013,23418,South East
01/06/2002,149123,18724,South East
01/07/2002,153199,23206,South East
01/08/2002,157672,23217,South East
01/09/2002,159843,18618,South East
01/10/2002,162290,18736,South East
01/11/2002,164980,18555,South East
01/12/2002,166939,17777,South East
01/01/2003,169024,13737,South East
01/02/2003,169132,12777,South East
01/03/2003,170871,12762,South East
01/04/2003,172240,13692,South East
01/05/2003,173815,14970,South East
01/06/2003,175525,15071,South East
01/07/2003,177245,17457,South East
01/08/2003,177730,18329,South East
01/09/2003,176384,18160,South East
01/10/2003,179187,20081,South East
01/11/2003,180240,19055,South East
01/12/2003,180699,20275,South East
01/01/2004,182139,15524,South East
01/02/2004,183091,14951,South East
01/03/2004,184545,16856,South East
01/04/2004,186611,19484,South East
01/05/2004,189893,18081,South East
01/06/2004,192250,20246,South East
01/07/2004,194728,21788,South East
01/08/2004,198248,19631,South East
01/09/2004,197736,16683,South East
01/10/2004,197557,15377,South East
01/11/2004,199497,13754,South East
01/12/2004,197794,13851,South East
01/01/2005,195620,9243,South East
01/02/2005,196482,9441,South East
01/03/2005,196494,11332,South East
01/04/2005,197998,13136,South East
01/05/2005,198849,13834,South East
01/06/2005,199220,16154,South East
01/07/2005,200336,16990,South East
01/08/2005,200950,16820,South East
01/09/2005,201181,16735,South East
01/10/2005,199322,15508,South East
01/11/2005,200577,16303,South East
01/12/2005,200784,18119,South East
01/01/2006,201252,13048,South East
01/02/2006,201878,13361,South East
01/03/2006,202726,17079,South East
01/04/2006,205285,15992,South East
01/05/2006,208458,17990,South East
01/06/2006,209556,21344,South East
01/07/2006,211719,20373,South East
01/08/2006,213017,22478,South East
01/09/2006,214854,20639,South East
01/10/2006,214634,19698,South East
01/11/2006,216507,19570,South East
01/12/2006,219389,20999,South East
01/01/2007,220546,15462,South East
01/02/2007,219879,14947,South East
01/03/2007,221581,17562,South East
01/04/2007,225548,15898,South East
01/05/2007,230061,18656,South East
01/06/2007,231684,21237,South East
01/07/2007,235796,20581,South East
01/08/2007,236007,22453,South East
01/09/2007,238302,17077,South East
01/10/2007,238845,18164,South East
01/11/2007,238670,17067,South East
01/12/2007,237099,13779,South East
01/01/2008,235300,9842,South East
01/02/2008,231825,10386,South East
01/03/2008,232495,9643,South East
01/04/2008,230863,10465,South East
01/05/2008,232076,11241,South East
01/06/2008,229212,10213,South East
01/07/2008,227808,9011,South East
01/08/2008,220523,8965,South East
01/09/2008,215167,7326,South East
01/10/2008,209022,7821,South East
01/11/2008,203088,6293,South East
01/12/2008,200350,7110,South East
01/01/2009,194568,5129,South East
01/02/2009,191720,4907,South East
01/03/2009,191156,6482,South East
01/04/2009,193112,7214,South East
01/05/2009,196756,8509,South East
01/06/2009,199318,10151,South East
01/07/2009,202557,12207,South East
01/08/2009,206729,11294,South East
01/09/2009,209426,11320,South East
01/10/2009,210508,12281,South East
01/11/2009,212153,11681,South East
01/12/2009,211679,14941,South East
01/01/2010,217936,6601,South East
01/02/2010,217339,8008,South East
01/03/2010,216665,9308,South East
01/04/2010,218270,9428,South East
01/05/2010,220434,9441,South East
01/06/2010,222047,11478,South East
01/07/2010,224554,12572,South East
01/08/2010,224123,11769,South East
01/09/2010,224587,10823,South East
01/10/2010,221298,10583,South East
01/11/2010,219815,10240,South East
01/12/2010,218657,10343,South East
01/01/2011,216680,6847,South East
01/02/2011,217190,7278,South East
01/03/2011,215778,8146,South East
01/04/2011,218178,9007,South East
01/05/2011,218577,8827,South East
01/06/2011,219162,10180,South East
01/07/2011,222005,11588,South East
01/08/2011,220344,12033,South East
01/09/2011,221239,11957,South East
01/10/2011,218309,10459,South East
01/11/2011,219732,11216,South East
01/12/2011,219371,11844,South East
01/01/2012,217660,8014,South East
01/02/2012,218487,8297,South East
01/03/2012,219094,11451,South East
01/04/2012,223223,7533,South East
01/05/2012,223509,9560,South East
01/06/2012,224379,10728,South East
01/07/2012,226770,11204,South East
01/08/2012,227861,12557,South East
01/09/2012,228457,10140,South East
01/10/2012,224927,10976,South East
01/11/2012,224563,11577,South East
01/12/2012,225865,10312,South East
01/01/2013,225210,8108,South East
01/02/2013,223861,8163,South East
01/03/2013,225295,9491,South East
01/04/2013,227862,9101,South East
01/05/2013,228343,11770,South East
01/06/2013,230987,11961,South East
01/07/2013,233752,13795,South East
01/08/2013,234507,15122,South East
01/09/2013,235143,13167,South East
01/10/2013,235311,14569,South East
01/11/2013,237224,15099,South East
01/12/2013,238975,14971,South East
01/01/2014,240961,12253,South East
01/02/2014,241314,12002,South East
01/03/2014,243371,12484,South East
01/04/2014,247105,12835,South East
01/05/2014,251395,13967,South East
01/06/2014,253441,14673,South East
01/07/2014,257701,15973,South East
01/08/2014,261254,16577,South East
01/09/2014,263171,14977,South East
01/10/2014,263518,16051,South East
01/11/2014,262969,13599,South East
01/12/2014,264217,14439,South East
01/01/2015,264848,10936,South East
01/02/2015,264568,10909,South East
01/03/2015,265090,11739,South East
01/04/2015,268550,11596,South East
01/05/2015,271147,12900,South East
01/06/2015,275224,15232,South East
01/07/2015,279875,16491,South East
01/08/2015,283369,15511,South East
01/09/2015,284374,15052,South East
01/10/2015,286452,16502,South East
01/11/2015,288509,14653,South East
01/12/2015,291298,14723,South East
01/01/2016,293678,11281,South East
01/02/2016,295613,11988,South East
01/03/2016,300201,21531,South East
01/04/2016,297712,9325,South East
01/05/2016,301202,10633,South East
01/06/2016,305125,13226,South East
01/07/2016,309069,14114,South East
01/08/2016,309981,14632,South East
01/09/2016,307429,13617,South East
01/10/2016,307992,12356,South East
01/11/2016,307867,12669,South East
01/12/2016,309185,14140,South East
01/01/2017,312895,10227,South East
01/02/2017,310033,10887,South East
01/03/2017,310447,12670,South East
01/04/2017,313583,11007,South East
01/05/2017,315314,11895,South East
01/06/2017,318364,14680,South East
01/07/2017,321088,13952,South East
01/08/2017,323089,15084,South East
01/09/2017,322596,13696,South East
01/10/2017,322066,13422,South East
01/11/2017,320212,13141,South East
01/12/2017,320733,13223,South East
01/01/2018,320978,10093,South East
01/02/2018,321375,9950,South East
01/03/2018,319876,11783,South East
01/04/2018,321353,9781,South East
01/05/2018,321825,11436,South East
01/06/2018,324665,13779,South East
01/07/2018,327091,13184,South East
01/08/2018,328061,14793,South East
01/09/2018,327054,11992,South East
01/10/2018,324475,13093,South East
01/11/2018,323266,13696,South East
01/12/2018,321118,11914,South East
01/01/2019,322226,9325,South East
01/02/2019,320095,9410,South East
01/03/2019,317129,10703,South East
01/04/2019,318912,10174,South East
01/05/2019,318250,11063,South East
01/06/2019,320835,11537,South East
01/07/2019,322549,12874,South East
01/08/2019,322720,14003,South East
01/09/2019,323762,11931,South East
01/10/2019,322285,12908,South East
01/11/2019,322200,13231,South East
01/12/2019,321278,12615,South East
01/01/2020,321704,9742,South East
01/02/2020,318182,9889,South East
01/03/2020,323167,10166,South East
01/04/2020,325154,4138,South East
01/05/2020,320817,5049,South East
01/06/2020,322024,7833,South East
01/07/2020,325748,9560,South East
01/08/2020,329417,9855,South East
01/09/2020,331926,11245,South East
01/10/2020,332489,13862,South East
01/11/2020,336738,13969,South East
01/12/2020,337686,15999,South East
01/01/2021,340552,12652,South East
01/02/2021,339787,15863,South East
01/03/2021,344724,23420,South East
01/04/2021,342086,13699,South East
01/05/2021,342227,11493,South East
01/06/2021,358629,30013,South East
01/07/2021,344318,6338,South East
01/08/2021,354370,10829,South East
01/09/2021,365884,20595,South East
01/10/2021,361533,7997,South East
01/11/2021,365907,10338,South East
01/12/2021,367597,11256,South East
01/01/2022,375257,9001,South East
01/02/2022,375240,9718,South East
01/03/2022,379314,10702,South East
01/04/2022,380275,9146,South East
01/05/2022,384837,8986,South East
01/06/2022,389250,8995,South East
01/07/2022,396247,10033,South East
01/08/2022,402559,10139,South East
01/01/1995,54705,5050,South West
01/02/1995,54356,5113,South West
01/03/1995,53583,7157,South West
01/04/1995,54786,6359,South West
01/05/1995,54699,6990,South West
01/06/1995,54420,7802,South West
01/07/1995,54266,6941,South West
01/08/1995,54366,7680,South West
01/09/1995,54244,7532,South West
01/10/1995,54265,6852,South West
01/11/1995,53799,6939,South West
01/12/1995,53081,7406,South West
01/01/1996,53373,5537,South West
01/02/1996,53255,5676,South West
01/03/1996,53608,7963,South West
01/04/1996,54762,7601,South West
01/05/1996,54871,8912,South West
01/06/1996,55076,8428,South West
01/07/1996,55958,9908,South West
01/08/1996,56224,10742,South West
01/09/1996,56444,9437,South West
01/10/1996,56786,10188,South West
01/11/1996,57182,10890,South West
01/12/1996,56951,9795,South West
01/01/1997,57751,7761,South West
01/02/1997,57921,7637,South West
01/03/1997,58623,8957,South West
01/04/1997,59538,9292,South West
01/05/1997,59732,10657,South West
01/06/1997,60592,11209,South West
01/07/1997,61532,12208,South West
01/08/1997,62591,11834,South West
01/09/1997,62991,10703,South West
01/10/1997,63110,11229,South West
01/11/1997,64054,9474,South West
01/12/1997,63445,10312,South West
01/01/1998,64148,7094,South West
01/02/1998,63963,7328,South West
01/03/1998,64870,8849,South West
01/04/1998,66258,9318,South West
01/05/1998,67018,10355,South West
01/06/1998,66736,10735,South West
01/07/1998,68712,12450,South West
01/08/1998,68913,10578,South West
01/09/1998,68213,9993,South West
01/10/1998,68126,10530,South West
01/11/1998,68951,9496,South West
01/12/1998,68368,9504,South West
01/01/1999,69448,6889,South West
01/02/1999,69380,7371,South West
01/03/1999,70924,10052,South West
01/04/1999,71531,10671,South West
01/05/1999,72521,10774,South West
01/06/1999,73632,12026,South West
01/07/1999,74976,14296,South West
01/08/1999,75894,13039,South West
01/09/1999,78103,12408,South West
01/10/1999,78979,12699,South West
01/11/1999,79882,12511,South West
01/12/1999,81210,11758,South West
01/01/2000,81381,7885,South West
01/02/2000,82595,8333,South West
01/03/2000,84214,10929,South West
01/04/2000,86912,10292,South West
01/05/2000,88141,10693,South West
01/06/2000,89406,11833,South West
01/07/2000,91214,10707,South West
01/08/2000,92258,10564,South West
01/09/2000,92647,9677,South West
01/10/2000,92617,9387,South West
01/11/2000,92584,9289,South West
01/12/2000,92016,10321,South West
01/01/2001,92100,7178,South West
01/02/2001,92717,7604,South West
01/03/2001,94674,10693,South West
01/04/2001,97798,10669,South West
01/05/2001,98508,11489,South West
01/06/2001,99762,13232,South West
01/07/2001,102517,13071,South West
01/08/2001,104465,14055,South West
01/09/2001,105619,11036,South West
01/10/2001,106765,11531,South West
01/11/2001,107209,11654,South West
01/12/2001,107601,10076,South West
01/01/2002,108960,7798,South West
01/02/2002,109637,8528,South West
01/03/2002,113298,11366,South West
01/04/2002,115278,11365,South West
01/05/2002,118717,14506,South West
01/06/2002,122468,11439,South West
01/07/2002,126349,13959,South West
01/08/2002,129887,13671,South West
01/09/2002,132198,10765,South West
01/10/2002,135148,11469,South West
01/11/2002,137401,11644,South West
01/12/2002,138960,10747,South West
01/01/2003,141452,8507,South West
01/02/2003,140641,7695,South West
01/03/2003,143651,7973,South West
01/04/2003,145317,8786,South West
01/05/2003,147079,9136,South West
01/06/2003,148955,9537,South West
01/07/2003,151149,10928,South West
01/08/2003,151746,11956,South West
01/09/2003,152814,11524,South West
01/10/2003,154585,13231,South West
01/11/2003,154304,12065,South West
01/12/2003,157032,12271,South West
01/01/2004,158495,9397,South West
01/02/2004,158169,9053,South West
01/03/2004,161520,10237,South West
01/04/2004,165311,12318,South West
01/05/2004,168379,11178,South West
01/06/2004,172331,12566,South West
01/07/2004,175460,13212,South West
01/08/2004,176345,11273,South West
01/09/2004,178524,9610,South West
01/10/2004,178088,9273,South West
01/11/2004,179185,8007,South West
01/12/2004,177553,7834,South West
01/01/2005,175838,5481,South West
01/02/2005,176020,5814,South West
01/03/2005,176376,6952,South West
01/04/2005,177112,8445,South West
01/05/2005,177973,8434,South West
01/06/2005,178555,9725,South West
01/07/2005,180979,10590,South West
01/08/2005,180356,10557,South West
01/09/2005,180846,10149,South West
01/10/2005,180883,9555,South West
01/11/2005,180778,10095,South West
01/12/2005,181798,11133,South West
01/01/2006,181152,7861,South West
01/02/2006,180356,7992,South West
01/03/2006,183672,10625,South West
01/04/2006,185201,10445,South West
01/05/2006,187087,11193,South West
01/06/2006,189380,13200,South West
01/07/2006,191277,12863,South West
01/08/2006,193535,13841,South West
01/09/2006,193878,12492,South West
01/10/2006,195904,12448,South West
01/11/2006,197357,12760,South West
01/12/2006,198583,13258,South West
01/01/2007,197597,9198,South West
01/02/2007,198960,8926,South West
01/03/2007,201839,10691,South West
01/04/2007,202684,10207,South West
01/05/2007,205886,11573,South West
01/06/2007,207413,12697,South West
01/07/2007,210108,12180,South West
01/08/2007,211402,13440,South West
01/09/2007,212666,10286,South West
01/10/2007,211641,10733,South West
01/11/2007,211624,10170,South West
01/12/2007,209153,8667,South West
01/01/2008,207936,5812,South West
01/02/2008,203729,6075,South West
01/03/2008,202208,5667,South West
01/04/2008,203157,6612,South West
01/05/2008,203439,7034,South West
01/06/2008,199568,6295,South West
01/07/2008,198090,5618,South West
01/08/2008,194290,5276,South West
01/09/2008,190686,4612,South West
01/10/2008,186431,5068,South West
01/11/2008,179719,4088,South West
01/12/2008,175280,4822,South West
01/01/2009,173483,3040,South West
01/02/2009,173252,3286,South West
01/03/2009,171666,4207,South West
01/04/2009,171356,4753,South West
01/05/2009,174181,5754,South West
01/06/2009,177983,6581,South West
01/07/2009,179938,7644,South West
01/08/2009,181846,7145,South West
01/09/2009,184484,7165,South West
01/10/2009,184995,7984,South West
01/11/2009,185919,7375,South West
01/12/2009,186816,9799,South West
01/01/2010,188404,3872,South West
01/02/2010,189126,4734,South West
01/03/2010,188491,5742,South West
01/04/2010,190514,6178,South West
01/05/2010,192511,6113,South West
01/06/2010,193285,7417,South West
01/07/2010,194617,7788,South West
01/08/2010,196163,7117,South West
01/09/2010,195803,6796,South West
01/10/2010,194165,6862,South West
01/11/2010,191693,6509,South West
01/12/2010,189735,6617,South West
01/01/2011,188992,3992,South West
01/02/2011,187669,4297,South West
01/03/2011,187586,5123,South West
01/04/2011,188251,5864,South West
01/05/2011,187412,5577,South West
01/06/2011,189494,6522,South West
01/07/2011,191264,6992,South West
01/08/2011,191964,7390,South West
01/09/2011,189499,7280,South West
01/10/2011,189765,6777,South West
01/11/2011,188933,6873,South West
01/12/2011,187426,7314,South West
01/01/2012,189942,5096,South West
01/02/2012,189653,5198,South West
01/03/2012,188079,6908,South West
01/04/2012,190924,4890,South West
01/05/2012,190367,5929,South West
01/06/2012,191813,6715,South West
01/07/2012,193530,6815,South West
01/08/2012,192032,7640,South West
01/09/2012,191674,6017,South West
01/10/2012,191820,6771,South West
01/11/2012,191426,7187,South West
01/12/2012,187901,6484,South West
01/01/2013,189820,4677,South West
01/02/2013,189236,4943,South West
01/03/2013,190494,5972,South West
01/04/2013,193336,5652,South West
01/05/2013,192848,7337,South West
01/06/2013,193267,7521,South West
01/07/2013,195066,8260,South West
01/08/2013,196500,9214,South West
01/09/2013,198055,8118,South West
01/10/2013,197254,9061,South West
01/11/2013,197476,9815,South West
01/12/2013,198613,9321,South West
01/01/2014,198252,7412,South West
01/02/2014,198985,7672,South West
01/03/2014,200618,7494,South West
01/04/2014,204087,8260,South West
01/05/2014,204098,8813,South West
01/06/2014,204781,9577,South West
01/07/2014,209034,9972,South West
01/08/2014,211731,10229,South West
01/09/2014,213432,9277,South West
01/10/2014,212152,10261,South West
01/11/2014,210799,8499,South West
01/12/2014,211576,9535,South West
01/01/2015,212878,6613,South West
01/02/2015,210050,6543,South West
01/03/2015,212109,7558,South West
01/04/2015,214541,7557,South West
01/05/2015,215498,8517,South West
01/06/2015,217582,10048,South West
01/07/2015,220044,10642,South West
01/08/2015,223210,9970,South West
01/09/2015,224435,9895,South West
01/10/2015,224226,10353,South West
01/11/2015,226490,9283,South West
01/12/2015,226855,9766,South West
01/01/2016,226547,7182,South West
01/02/2016,227523,8027,South West
01/03/2016,233607,14439,South West
01/04/2016,227636,5901,South West
01/05/2016,231318,7144,South West
01/06/2016,233700,9089,South West
01/07/2016,235665,9342,South West
01/08/2016,236832,9821,South West
01/09/2016,237148,9276,South West
01/10/2016,235617,8873,South West
01/11/2016,237150,9086,South West
01/12/2016,236288,9921,South West
01/01/2017,238829,6958,South West
01/02/2017,239143,7145,South West
01/03/2017,238248,8763,South West
01/04/2017,240489,7470,South West
01/05/2017,242531,8279,South West
01/06/2017,245039,10186,South West
01/07/2017,248904,9322,South West
01/08/2017,250432,10281,South West
01/09/2017,249369,9403,South West
01/10/2017,250981,9426,South West
01/11/2017,249345,9494,South West
01/12/2017,249309,9462,South West
01/01/2018,252533,6722,South West
01/02/2018,250793,7110,South West
01/03/2018,250615,7734,South West
01/04/2018,250254,7058,South West
01/05/2018,251132,8038,South West
01/06/2018,252603,9476,South West
01/07/2018,256893,8792,South West
01/08/2018,258465,10305,South West
01/09/2018,258839,8137,South West
01/10/2018,256898,9362,South West
01/11/2018,256928,9595,South West
01/12/2018,256577,8447,South West
01/01/2019,254632,6526,South West
01/02/2019,255243,6476,South West
01/03/2019,253051,7615,South West
01/04/2019,252921,6983,South West
01/05/2019,252527,7763,South West
01/06/2019,252692,8057,South West
01/07/2019,258177,8596,South West
01/08/2019,258322,9127,South West
01/09/2019,258780,7938,South West
01/10/2019,258647,8781,South West
01/11/2019,256540,9101,South West
01/12/2019,256349,8489,South West
01/01/2020,257494,6566,South West
01/02/2020,256208,6465,South West
01/03/2020,259458,6818,South West
01/04/2020,256514,2467,South West
01/05/2020,256208,3494,South West
01/06/2020,259382,5379,South West
01/07/2020,263582,6413,South West
01/08/2020,265158,6477,South West
01/09/2020,269727,7310,South West
01/10/2020,271744,9373,South West
01/11/2020,273200,9128,South West
01/12/2020,276477,10808,South West
01/01/2021,277271,7710,South West
01/02/2021,277987,10082,South West
01/03/2021,282898,14147,South West
01/04/2021,279228,9031,South West
01/05/2021,276754,7339,South West
01/06/2021,298345,16981,South West
01/07/2021,273770,5059,South West
01/08/2021,287201,7484,South West
01/09/2021,300793,14172,South West
01/10/2021,295103,5054,South West
01/11/2021,302037,6825,South West
01/12/2021,303780,7459,South West
01/01/2022,308148,5705,South West
01/02/2022,309384,6363,South West
01/03/2022,311716,6991,South West
01/04/2022,316352,5875,South West
01/05/2022,321390,5820,South West
01/06/2022,321347,5701,South West
01/07/2022,329477,6530,South West
01/08/2022,335339,6270,South West
01/01/1995,48528,4199,West Midlands
01/02/1995,49341,4633,West Midlands
01/03/1995,49442,6262,West Midlands
01/04/1995,49456,5218,West Midlands
01/05/1995,50370,6094,West Midlands
01/06/1995,50100,6916,West Midlands
01/07/1995,49860,6022,West Midlands
01/08/1995,49598,6518,West Midlands
01/09/1995,49320,6439,West Midlands
01/10/1995,49598,5730,West Midlands
01/11/1995,48500,6011,West Midlands
01/12/1995,49030,6739,West Midlands
01/01/1996,47952,4473,West Midlands
01/02/1996,48646,4907,West Midlands
01/03/1996,48811,6249,West Midlands
01/04/1996,48753,5583,West Midlands
01/05/1996,50098,7627,West Midlands
01/06/1996,49846,7038,West Midlands
01/07/1996,50430,7839,West Midlands
01/08/1996,51189,8648,West Midlands
01/09/1996,50847,7250,West Midlands
01/10/1996,50979,7734,West Midlands
01/11/1996,51598,8995,West Midlands
01/12/1996,51418,7759,West Midlands
01/01/1997,51120,6093,West Midlands
01/02/1997,51443,6084,West Midlands
01/03/1997,52104,6797,West Midlands
01/04/1997,52548,6923,West Midlands
01/05/1997,53616,8552,West Midlands
01/06/1997,53806,8614,West Midlands
01/07/1997,54310,8849,West Midlands
01/08/1997,55301,9032,West Midlands
01/09/1997,54852,7786,West Midlands
01/10/1997,54235,8705,West Midlands
01/11/1997,54736,7512,West Midlands
01/12/1997,55536,7784,West Midlands
01/01/1998,55163,5253,West Midlands
01/02/1998,55109,5693,West Midlands
01/03/1998,55160,6892,West Midlands
01/04/1998,56192,6854,West Midlands
01/05/1998,56858,8083,West Midlands
01/06/1998,57404,8042,West Midlands
01/07/1998,57718,9647,West Midlands
01/08/1998,58324,8019,West Midlands
01/09/1998,57766,7355,West Midlands
01/10/1998,57781,8304,West Midlands
01/11/1998,57647,7571,West Midlands
01/12/1998,57832,7632,West Midlands
01/01/1999,58274,5509,West Midlands
01/02/1999,57670,5711,West Midlands
01/03/1999,58333,7300,West Midlands
01/04/1999,59152,8147,West Midlands
01/05/1999,59886,8281,West Midlands
01/06/1999,60904,8518,West Midlands
01/07/1999,61658,10942,West Midlands
01/08/1999,62499,9557,West Midlands
01/09/1999,62542,9082,West Midlands
01/10/1999,63172,9858,West Midlands
01/11/1999,63408,9449,West Midlands
01/12/1999,63944,9443,West Midlands
01/01/2000,63833,6080,West Midlands
01/02/2000,64137,6650,West Midlands
01/03/2000,64648,8887,West Midlands
01/04/2000,66676,8051,West Midlands
01/05/2000,67270,8506,West Midlands
01/06/2000,68165,10020,West Midlands
01/07/2000,68916,9127,West Midlands
01/08/2000,69835,9019,West Midlands
01/09/2000,69754,8790,West Midlands
01/10/2000,69406,7744,West Midlands
01/11/2000,70594,7871,West Midlands
01/12/2000,71234,8656,West Midlands
01/01/2001,71065,5867,West Midlands
01/02/2001,71384,6124,West Midlands
01/03/2001,72689,8282,West Midlands
01/04/2001,74436,7752,West Midlands
01/05/2001,75471,9202,West Midlands
01/06/2001,76019,10469,West Midlands
01/07/2001,76463,10007,West Midlands
01/08/2001,78646,11534,West Midlands
01/09/2001,78671,8874,West Midlands
01/10/2001,78652,9858,West Midlands
01/11/2001,79834,10494,West Midlands
01/12/2001,80779,8973,West Midlands
01/01/2002,80653,6658,West Midlands
01/02/2002,80881,7379,West Midlands
01/03/2002,83416,9880,West Midlands
01/04/2002,85464,9200,West Midlands
01/05/2002,88015,12502,West Midlands
01/06/2002,90683,9611,West Midlands
01/07/2002,92437,11814,West Midlands
01/08/2002,95134,11753,West Midlands
01/09/2002,96813,9688,West Midlands
01/10/2002,98653,10090,West Midlands
01/11/2002,100767,10638,West Midlands
01/12/2002,102749,9745,West Midlands
01/01/2003,104468,7434,West Midlands
01/02/2003,104109,7275,West Midlands
01/03/2003,107284,7602,West Midlands
01/04/2003,108791,7781,West Midlands
01/05/2003,111250,8829,West Midlands
01/06/2003,111828,9142,West Midlands
01/07/2003,114213,9720,West Midlands
01/08/2003,117481,10411,West Midlands
01/09/2003,116867,9881,West Midlands
01/10/2003,118832,11359,West Midlands
01/11/2003,120803,10563,West Midlands
01/12/2003,123394,10875,West Midlands
01/01/2004,122858,7782,West Midlands
01/02/2004,124026,8319,West Midlands
01/03/2004,125958,9281,West Midlands
01/04/2004,129480,10496,West Midlands
01/05/2004,131961,9982,West Midlands
01/06/2004,136181,10830,West Midlands
01/07/2004,138858,12045,West Midlands
01/08/2004,140986,10316,West Midlands
01/09/2004,141105,8760,West Midlands
01/10/2004,142228,8606,West Midlands
01/11/2004,142444,7595,West Midlands
01/12/2004,142696,7816,West Midlands
01/01/2005,140028,4909,West Midlands
01/02/2005,141548,5427,West Midlands
01/03/2005,141930,6491,West Midlands
01/04/2005,143202,7712,West Midlands
01/05/2005,144167,7633,West Midlands
01/06/2005,146219,8951,West Midlands
01/07/2005,147649,9091,West Midlands
01/08/2005,148529,8833,West Midlands
01/09/2005,147680,8943,West Midlands
01/10/2005,147573,8230,West Midlands
01/11/2005,148518,8712,West Midlands
01/12/2005,148914,9778,West Midlands
01/01/2006,147576,6843,West Midlands
01/02/2006,148738,7057,West Midlands
01/03/2006,148994,9468,West Midlands
01/04/2006,150422,8468,West Midlands
01/05/2006,154180,9476,West Midlands
01/06/2006,153497,11271,West Midlands
01/07/2006,153551,9937,West Midlands
01/08/2006,155921,10642,West Midlands
01/09/2006,156665,10435,West Midlands
01/10/2006,156493,10289,West Midlands
01/11/2006,157410,10511,West Midlands
01/12/2006,158291,11472,West Midlands
01/01/2007,157384,7705,West Midlands
01/02/2007,157787,7614,West Midlands
01/03/2007,158644,9816,West Midlands
01/04/2007,161809,8414,West Midlands
01/05/2007,162202,9436,West Midlands
01/06/2007,162624,11228,West Midlands
01/07/2007,163918,10099,West Midlands
01/08/2007,165807,10693,West Midlands
01/09/2007,165011,8677,West Midlands
01/10/2007,165390,9137,West Midlands
01/11/2007,164201,9266,West Midlands
01/12/2007,165241,7362,West Midlands
01/01/2008,161758,5045,West Midlands
01/02/2008,162208,5630,West Midlands
01/03/2008,160432,5244,West Midlands
01/04/2008,159743,5761,West Midlands
01/05/2008,161333,5996,West Midlands
01/06/2008,159656,5611,West Midlands
01/07/2008,156057,4826,West Midlands
01/08/2008,153811,4395,West Midlands
01/09/2008,151810,3746,West Midlands
01/10/2008,148779,4101,West Midlands
01/11/2008,144774,3376,West Midlands
01/12/2008,141893,3472,West Midlands
01/01/2009,139999,2356,West Midlands
01/02/2009,138503,2566,West Midlands
01/03/2009,136966,3224,West Midlands
01/04/2009,137313,3376,West Midlands
01/05/2009,139243,3865,West Midlands
01/06/2009,139485,4470,West Midlands
01/07/2009,143597,5279,West Midlands
01/08/2009,144704,4887,West Midlands
01/09/2009,144956,4779,West Midlands
01/10/2009,146929,5648,West Midlands
01/11/2009,146230,5002,West Midlands
01/12/2009,148354,6360,West Midlands
01/01/2010,146424,2914,West Midlands
01/02/2010,147484,3423,West Midlands
01/03/2010,146692,4286,West Midlands
01/04/2010,149119,4417,West Midlands
01/05/2010,149465,4263,West Midlands
01/06/2010,150817,5134,West Midlands
01/07/2010,151124,5691,West Midlands
01/08/2010,150663,5194,West Midlands
01/09/2010,152089,4891,West Midlands
01/10/2010,149193,5118,West Midlands
01/11/2010,149168,4768,West Midlands
01/12/2010,148525,4973,West Midlands
01/01/2011,146490,3144,West Midlands
01/02/2011,144486,3347,West Midlands
01/03/2011,143209,4000,West Midlands
01/04/2011,145562,4289,West Midlands
01/05/2011,145692,4121,West Midlands
