Year Acquired,Statistic,stat
2003-01-01T00:00:00,max,318437.0
2004-01-01T00:00:00,max,155174.0
2005-01-01T00:00:00,max,335247.0
2006-01-01T00:00:00,max,180000.0
2007-01-01T00:00:00,max,202759.0
2008-01-01T00:00:00,max,144580.0
2009-01-01T00:00:00,max,96000.0
2010-01-01T00:00:00,max,148183.0
2011-01-01T00:00:00,max,64000.0
2012-01-01T00:00:00,max,136000.0
2013-01-01T00:00:00,max,230665.0
2014-01-01T00:00:00,max,94830.0
2015-01-01T00:00:00,max,105000.0
2016-01-01T00:00:00,max,184000.0
2017-01-01T00:00:00,max,6720.0
2018-01-01T00:00:00,max,12000.0
2019-01-01T00:00:00,max,760.0
