Unnamed: 0,Energy Source,Region,Year,Energy Consumption
1552,Hydro Consumption - TWh (zero filled),North America,1978,1593.647217
1553,Hydro Consumption - TWh (zero filled),North America,1979,1624.703857
1554,Hydro Consumption - TWh (zero filled),North America,1980,1629.638428
1555,Hydro Consumption - TWh (zero filled),North America,1981,1652.903076
1556,Hydro Consumption - TWh (zero filled),North America,1982,1766.698486
1557,Hydro Consumption - TWh (zero filled),North America,1983,1853.259399
1558,Hydro Consumption - TWh (zero filled),North America,1984,1889.360107
1559,Hydro Consumption - TWh (zero filled),North America,1985,1835.925537
1560,Hydro Consumption - TWh (zero filled),North America,1986,1865.749268
1561,Hydro Consumption - TWh (zero filled),North America,1987,1753.891968
1562,Hydro Consumption - TWh (zero filled),North America,1988,1656.270996
1563,Hydro Consumption - TWh (zero filled),North America,1989,1750.044189
1564,Hydro Consumption - TWh (zero filled),North America,1990,1814.707764
1565,Hydro Consumption - TWh (zero filled),North America,1991,1828.954834
1566,Hydro Consumption - TWh (zero filled),North America,1992,1758.6073
1567,Hydro Consumption - TWh (zero filled),North America,1993,1862.385132
1568,Hydro Consumption - TWh (zero filled),North America,1994,1799.047729
1569,Hydro Consumption - TWh (zero filled),North America,1995,1992.96167
1570,Hydro Consumption - TWh (zero filled),North America,1996,2173.228271
1571,Hydro Consumption - TWh (zero filled),North America,1997,2165.12207
1572,Hydro Consumption - TWh (zero filled),North America,1998,2008.754028
1573,Hydro Consumption - TWh (zero filled),North America,1999,2060.306641
1574,Hydro Consumption - TWh (zero filled),North America,2000,1963.875488
1575,Hydro Consumption - TWh (zero filled),North America,2001,1679.151367
1576,Hydro Consumption - TWh (zero filled),North America,2002,1850.633179
1577,Hydro Consumption - TWh (zero filled),North America,2003,1821.744629
1578,Hydro Consumption - TWh (zero filled),North America,2004,1810.886597
1579,Hydro Consumption - TWh (zero filled),North America,2005,1886.121094
1580,Hydro Consumption - TWh (zero filled),North America,2006,1910.389771
1581,Hydro Consumption - TWh (zero filled),North America,2007,1810.673584
1582,Hydro Consumption - TWh (zero filled),North America,2008,1882.318359
1583,Hydro Consumption - TWh (zero filled),North America,2009,1868.721436
1584,Hydro Consumption - TWh (zero filled),North America,2010,1798.255493
1585,Hydro Consumption - TWh (zero filled),North America,2011,2014.46228
1586,Hydro Consumption - TWh (zero filled),North America,2012,1888.066162
1587,Hydro Consumption - TWh (zero filled),North America,2013,1877.30249
1588,Hydro Consumption - TWh (zero filled),North America,2014,1839.259766
1589,Hydro Consumption - TWh (zero filled),North America,2015,1779.787109
1590,Hydro Consumption - TWh (zero filled),North America,2016,1825.224731
1591,Hydro Consumption - TWh (zero filled),North America,2017,1931.945435
1592,Hydro Consumption - TWh (zero filled),North America,2018,1879.335938
1593,Hydro Consumption - TWh (zero filled),North America,2019,1825.35437
1594,Hydro Consumption - TWh (zero filled),North America,2020,1833.254272
1595,Hydro Consumption - TWh (zero filled),North America,2021,1766.90271
1596,Hydro Consumption - TWh (zero filled),Oceania,1965,52.36394882
1597,Hydro Consumption - TWh (zero filled),Oceania,1966,53.67076111
1598,Hydro Consumption - TWh (zero filled),Oceania,1967,55.67018127
1599,Hydro Consumption - TWh (zero filled),Oceania,1968,58.32301331
1600,Hydro Consumption - TWh (zero filled),Oceania,1969,60.08720779
1601,Hydro Consumption - TWh (zero filled),Oceania,1970,67.54090881
1602,Hydro Consumption - TWh (zero filled),Oceania,1971,76.59024811
1603,Hydro Consumption - TWh (zero filled),Oceania,1972,79.30030823
1604,Hydro Consumption - TWh (zero filled),Oceania,1973,80.9697876
1605,Hydro Consumption - TWh (zero filled),Oceania,1974,85.93841553
1606,Hydro Consumption - TWh (zero filled),Oceania,1975,93.29725647
1607,Hydro Consumption - TWh (zero filled),Oceania,1976,87.68315125
1608,Hydro Consumption - TWh (zero filled),Oceania,1977,83.57679749
1609,Hydro Consumption - TWh (zero filled),Oceania,1978,89.70010376
1610,Hydro Consumption - TWh (zero filled),Oceania,1979,96.66247559
1611,Hydro Consumption - TWh (zero filled),Oceania,1980,97.08163452
1612,Hydro Consumption - TWh (zero filled),Oceania,1981,99.19557953
1613,Hydro Consumption - TWh (zero filled),Oceania,1982,91.88659668
1614,Hydro Consumption - TWh (zero filled),Oceania,1983,94.2545166
1615,Hydro Consumption - TWh (zero filled),Oceania,1984,99.06716919
1616,Hydro Consumption - TWh (zero filled),Oceania,1985,99.49786377
1617,Hydro Consumption - TWh (zero filled),Oceania,1986,106.8167877
1618,Hydro Consumption - TWh (zero filled),Oceania,1987,105.0983582
1619,Hydro Consumption - TWh (zero filled),Oceania,1988,110.2871246
1620,Hydro Consumption - TWh (zero filled),Oceania,1989,108.854248
1621,Hydro Consumption - TWh (zero filled),Oceania,1990,112.2023773
1622,Hydro Consumption - TWh (zero filled),Oceania,1991,113.9859161
1623,Hydro Consumption - TWh (zero filled),Oceania,1992,109.5096283
1624,Hydro Consumption - TWh (zero filled),Oceania,1993,117.9244308
1625,Hydro Consumption - TWh (zero filled),Oceania,1994,124.1553497
1626,Hydro Consumption - TWh (zero filled),Oceania,1995,127.640686
1627,Hydro Consumption - TWh (zero filled),Oceania,1996,124.6413193
1628,Hydro Consumption - TWh (zero filled),Oceania,1997,115.9455032
1629,Hydro Consumption - TWh (zero filled),Oceania,1998,121.5835114
1630,Hydro Consumption - TWh (zero filled),Oceania,1999,115.917038
1631,Hydro Consumption - TWh (zero filled),Oceania,2000,120.9452057
1632,Hydro Consumption - TWh (zero filled),Oceania,2001,111.0620804
1633,Hydro Consumption - TWh (zero filled),Oceania,2002,119.5788879
1634,Hydro Consumption - TWh (zero filled),Oceania,2003,115.5216522
1635,Hydro Consumption - TWh (zero filled),Oceania,2004,123.6999207
1636,Hydro Consumption - TWh (zero filled),Oceania,2005,111.081131
1637,Hydro Consumption - TWh (zero filled),Oceania,2006,109.6002197
1638,Hydro Consumption - TWh (zero filled),Oceania,2007,103.7438583
1639,Hydro Consumption - TWh (zero filled),Oceania,2008,95.99858093
1640,Hydro Consumption - TWh (zero filled),Oceania,2009,102.9379425
1641,Hydro Consumption - TWh (zero filled),Oceania,2010,106.7834778
1642,Hydro Consumption - TWh (zero filled),Oceania,2011,123.2640533
1643,Hydro Consumption - TWh (zero filled),Oceania,2012,109.4927673
1644,Hydro Consumption - TWh (zero filled),Oceania,2013,114.7893448
1645,Hydro Consumption - TWh (zero filled),Oceania,2014,105.118576
1646,Hydro Consumption - TWh (zero filled),Oceania,2015,103.9931946
1647,Hydro Consumption - TWh (zero filled),Oceania,2016,116.6237259
1648,Hydro Consumption - TWh (zero filled),Oceania,2017,102.9269257
1649,Hydro Consumption - TWh (zero filled),Oceania,2018,115.2635193
1650,Hydro Consumption - TWh (zero filled),Oceania,2019,104.4357147
1651,Hydro Consumption - TWh (zero filled),Oceania,2020,101.6088181
1652,Hydro Consumption - TWh (zero filled),Oceania,2021,105.2411652
1653,Hydro Consumption - TWh (zero filled),South America,1965,117.0422287
1654,Hydro Consumption - TWh (zero filled),South America,1966,130.3890991
1655,Hydro Consumption - TWh (zero filled),South America,1967,137.9512787
1656,Hydro Consumption - TWh (zero filled),South America,1968,146.5208435
1657,Hydro Consumption - TWh (zero filled),South America,1969,158.0079803
1658,Hydro Consumption - TWh (zero filled),South America,1970,185.9369354
1659,Hydro Consumption - TWh (zero filled),South America,1971,206.4591522
1660,Hydro Consumption - TWh (zero filled),South America,1972,234.4560852
1661,Hydro Consumption - TWh (zero filled),South America,1973,264.7036438
1662,Hydro Consumption - TWh (zero filled),South America,1974,304.8614197
1663,Hydro Consumption - TWh (zero filled),South America,1975,332.3409424
1664,Hydro Consumption - TWh (zero filled),South America,1976,370.6204834
1665,Hydro Consumption - TWh (zero filled),South America,1977,412.1504822
1666,Hydro Consumption - TWh (zero filled),South America,1978,452.5986023
1667,Hydro Consumption - TWh (zero filled),South America,1979,513.1847534
1668,Hydro Consumption - TWh (zero filled),South America,1980,576.1171875
1669,Hydro Consumption - TWh (zero filled),South America,1981,582.0396118
1670,Hydro Consumption - TWh (zero filled),South America,1982,631.0054321
1671,Hydro Consumption - TWh (zero filled),South America,1983,678.7393188
1672,Hydro Consumption - TWh (zero filled),South America,1984,748.133667
1673,Hydro Consumption - TWh (zero filled),South America,1985,809.9401855
1674,Hydro Consumption - TWh (zero filled),South America,1986,871.2144165
1675,Hydro Consumption - TWh (zero filled),South America,1987,930.3077393
1676,Hydro Consumption - TWh (zero filled),South America,1988,965.2935181
1677,Hydro Consumption - TWh (zero filled),South America,1989,990.3535767
1678,Hydro Consumption - TWh (zero filled),South America,1990,1028.749878
1679,Hydro Consumption - TWh (zero filled),South America,1991,1101.410767
1680,Hydro Consumption - TWh (zero filled),South America,1992,1123.878662
1681,Hydro Consumption - TWh (zero filled),South America,1993,1211.027222
1682,Hydro Consumption - TWh (zero filled),South America,1994,1286.894043
1683,Hydro Consumption - TWh (zero filled),South America,1995,1334.11145
1684,Hydro Consumption - TWh (zero filled),South America,1996,1382.471802
1685,Hydro Consumption - TWh (zero filled),South America,1997,1463.272949
1686,Hydro Consumption - TWh (zero filled),South America,1998,1496.356812
1687,Hydro Consumption - TWh (zero filled),South America,1999,1492.441162
1688,Hydro Consumption - TWh (zero filled),South America,2000,1577.248169
1689,Hydro Consumption - TWh (zero filled),South America,2001,1472.254517
1690,Hydro Consumption - TWh (zero filled),South America,2002,1534.44104
1691,Hydro Consumption - TWh (zero filled),South America,2003,1590.061157
1692,Hydro Consumption - TWh (zero filled),South America,2004,1630.879761
1693,Hydro Consumption - TWh (zero filled),South America,2005,1716.491943
1694,Hydro Consumption - TWh (zero filled),South America,2006,1783.388916
1695,Hydro Consumption - TWh (zero filled),South America,2007,1835.567261
1696,Hydro Consumption - TWh (zero filled),South America,2008,1833.228516
1697,Hydro Consumption - TWh (zero filled),South America,2009,1872.783325
1698,Hydro Consumption - TWh (zero filled),South America,2010,1861.389771
1699,Hydro Consumption - TWh (zero filled),South America,2011,1964.87207
1700,Hydro Consumption - TWh (zero filled),South America,2012,1912.86853
1701,Hydro Consumption - TWh (zero filled),South America,2013,1840.794189
1702,Hydro Consumption - TWh (zero filled),South America,2014,1776.912476
1703,Hydro Consumption - TWh (zero filled),South America,2015,1721.818359
1704,Hydro Consumption - TWh (zero filled),South America,2016,1751.915649
1705,Hydro Consumption - TWh (zero filled),South America,2017,1786.479614
1706,Hydro Consumption - TWh (zero filled),South America,2018,1801.076172
1707,Hydro Consumption - TWh (zero filled),South America,2019,1763.960327
1708,Hydro Consumption - TWh (zero filled),South America,2020,1740.007568
1709,Hydro Consumption - TWh (zero filled),South America,2021,1643.829834
1710,Nuclear Consumption - TWh (zero filled),Africa,1965,0.0
1711,Nuclear Consumption - TWh (zero filled),Africa,1966,0.0
1712,Nuclear Consumption - TWh (zero filled),Africa,1967,0.0
1713,Nuclear Consumption - TWh (zero filled),Africa,1968,0.0
1714,Nuclear Consumption - TWh (zero filled),Africa,1969,0.0
1715,Nuclear Consumption - TWh (zero filled),Africa,1970,0.0
1716,Nuclear Consumption - TWh (zero filled),Africa,1971,0.0
1717,Nuclear Consumption - TWh (zero filled),Africa,1972,0.0
1718,Nuclear Consumption - TWh (zero filled),Africa,1973,0.0
1719,Nuclear Consumption - TWh (zero filled),Africa,1974,0.0
1720,Nuclear Consumption - TWh (zero filled),Africa,1975,0.0
1721,Nuclear Consumption - TWh (zero filled),Africa,1976,0.0
1722,Nuclear Consumption - TWh (zero filled),Africa,1977,0.0
1723,Nuclear Consumption - TWh (zero filled),Africa,1978,0.0
1724,Nuclear Consumption - TWh (zero filled),Africa,1979,0.0
1725,Nuclear Consumption - TWh (zero filled),Africa,1980,0.0
1726,Nuclear Consumption - TWh (zero filled),Africa,1981,0.0
1727,Nuclear Consumption - TWh (zero filled),Africa,1982,0.0
1728,Nuclear Consumption - TWh (zero filled),Africa,1983,0.0
1729,Nuclear Consumption - TWh (zero filled),Africa,1984,11.13724613
1730,Nuclear Consumption - TWh (zero filled),Africa,1985,15.08139229
1731,Nuclear Consumption - TWh (zero filled),Africa,1986,24.97864342
1732,Nuclear Consumption - TWh (zero filled),Africa,1987,17.49895477
1733,Nuclear Consumption - TWh (zero filled),Africa,1988,29.77404404
1734,Nuclear Consumption - TWh (zero filled),Africa,1989,31.49357796
1735,Nuclear Consumption - TWh (zero filled),Africa,1990,23.97416306
1736,Nuclear Consumption - TWh (zero filled),Africa,1991,25.94623756
1737,Nuclear Consumption - TWh (zero filled),Africa,1992,26.35483932
1738,Nuclear Consumption - TWh (zero filled),Africa,1993,20.5861702
1739,Nuclear Consumption - TWh (zero filled),Africa,1994,27.51538277
1740,Nuclear Consumption - TWh (zero filled),Africa,1995,32.06675339
1741,Nuclear Consumption - TWh (zero filled),Africa,1996,33.41173935
1742,Nuclear Consumption - TWh (zero filled),Africa,1997,35.88605118
1743,Nuclear Consumption - TWh (zero filled),Africa,1998,38.59304047
1744,Nuclear Consumption - TWh (zero filled),Africa,1999,36.42517853
1745,Nuclear Consumption - TWh (zero filled),Africa,2000,36.91606903
1746,Nuclear Consumption - TWh (zero filled),Africa,2001,30.21781921
1747,Nuclear Consumption - TWh (zero filled),Africa,2002,33.58561325
1748,Nuclear Consumption - TWh (zero filled),Africa,2003,35.24045944
1749,Nuclear Consumption - TWh (zero filled),Africa,2004,36.95752716
1750,Nuclear Consumption - TWh (zero filled),Africa,2005,31.02905273
1751,Nuclear Consumption - TWh (zero filled),Africa,2006,27.37537956
1752,Nuclear Consumption - TWh (zero filled),Africa,2007,30.70724869
1753,Nuclear Consumption - TWh (zero filled),Africa,2008,35.06555176
1754,Nuclear Consumption - TWh (zero filled),Africa,2009,34.31848145
1755,Nuclear Consumption - TWh (zero filled),Africa,2010,36.02827454
1756,Nuclear Consumption - TWh (zero filled),Africa,2011,34.1540947
1757,Nuclear Consumption - TWh (zero filled),Africa,2012,34.11926651
1758,Nuclear Consumption - TWh (zero filled),Africa,2013,36.89141464
1759,Nuclear Consumption - TWh (zero filled),Africa,2014,35.85942459
1760,Nuclear Consumption - TWh (zero filled),Africa,2015,31.62243271
1761,Nuclear Consumption - TWh (zero filled),Africa,2016,38.59990692
1762,Nuclear Consumption - TWh (zero filled),Africa,2017,36.24556351
1763,Nuclear Consumption - TWh (zero filled),Africa,2018,29.39964104
1764,Nuclear Consumption - TWh (zero filled),Africa,2019,34.3906517
1765,Nuclear Consumption - TWh (zero filled),Africa,2020,35.15513611
1766,Nuclear Consumption - TWh (zero filled),Africa,2021,26.17469978
1767,Nuclear Consumption - TWh (zero filled),Asia,1965,0.070937775
1768,Nuclear Consumption - TWh (zero filled),Asia,1966,1.657108665
1769,Nuclear Consumption - TWh (zero filled),Asia,1967,1.784796953
1770,Nuclear Consumption - TWh (zero filled),Asia,1968,2.962365627
1771,Nuclear Consumption - TWh (zero filled),Asia,1969,5.12677002
1772,Nuclear Consumption - TWh (zero filled),Asia,1970,16.71052933
1773,Nuclear Consumption - TWh (zero filled),Asia,1971,25.62526131
1774,Nuclear Consumption - TWh (zero filled),Asia,1972,30.09737015
1775,Nuclear Consumption - TWh (zero filled),Asia,1973,34.16493988
1776,Nuclear Consumption - TWh (zero filled),Asia,1974,62.50484467
1777,Nuclear Consumption - TWh (zero filled),Asia,1975,79.10505676
1778,Nuclear Consumption - TWh (zero filled),Asia,1976,105.7034683
1779,Nuclear Consumption - TWh (zero filled),Asia,1977,96.49886322
1780,Nuclear Consumption - TWh (zero filled),Asia,1978,189.3702087
1781,Nuclear Consumption - TWh (zero filled),Asia,1979,233.4526825
1782,Nuclear Consumption - TWh (zero filled),Asia,1980,274.6574097
1783,Nuclear Consumption - TWh (zero filled),Asia,1981,295.1559448
1784,Nuclear Consumption - TWh (zero filled),Asia,1982,345.1878357
1785,Nuclear Consumption - TWh (zero filled),Asia,1983,412.8858643
1786,Nuclear Consumption - TWh (zero filled),Asia,1984,496.6099243
1787,Nuclear Consumption - TWh (zero filled),Asia,1985,610.6749268
1788,Nuclear Consumption - TWh (zero filled),Asia,1986,649.5678101
1789,Nuclear Consumption - TWh (zero filled),Asia,1987,768.979126
1790,Nuclear Consumption - TWh (zero filled),Asia,1988,725.6453857
1791,Nuclear Consumption - TWh (zero filled),Asia,1989,757.5465088
1792,Nuclear Consumption - TWh (zero filled),Asia,1990,814.7597656
1793,Nuclear Consumption - TWh (zero filled),Asia,1991,870.1725464
1794,Nuclear Consumption - TWh (zero filled),Asia,1992,893.3348389
1795,Nuclear Consumption - TWh (zero filled),Asia,1993,989.9413452
1796,Nuclear Consumption - TWh (zero filled),Asia,1994,1056.800171
1797,Nuclear Consumption - TWh (zero filled),Asia,1995,1165.041748
1798,Nuclear Consumption - TWh (zero filled),Asia,1996,1230.607178
1799,Nuclear Consumption - TWh (zero filled),Asia,1997,1309.116333
1800,Nuclear Consumption - TWh (zero filled),Asia,1998,1362.20752
1801,Nuclear Consumption - TWh (zero filled),Asia,1999,1385.10498
1802,Nuclear Consumption - TWh (zero filled),Asia,2000,1424.558105
1803,Nuclear Consumption - TWh (zero filled),Asia,2001,1433.763428
1804,Nuclear Consumption - TWh (zero filled),Asia,2002,1460.871094
1805,Nuclear Consumption - TWh (zero filled),Asia,2003,1291.363892
1806,Nuclear Consumption - TWh (zero filled),Asia,2004,1472.235596
1807,Nuclear Consumption - TWh (zero filled),Asia,2005,1527.342529
1808,Nuclear Consumption - TWh (zero filled),Asia,2006,1557.873779
1809,Nuclear Consumption - TWh (zero filled),Asia,2007,1485.078491
1810,Nuclear Consumption - TWh (zero filled),Asia,2008,1432.828979
1811,Nuclear Consumption - TWh (zero filled),Asia,2009,1489.733398
1812,Nuclear Consumption - TWh (zero filled),Asia,2010,1559.268677
1813,Nuclear Consumption - TWh (zero filled),Asia,2011,1285.972046
1814,Nuclear Consumption - TWh (zero filled),Asia,2012,912.1577759
1815,Nuclear Consumption - TWh (zero filled),Asia,2013,917.2199097
1816,Nuclear Consumption - TWh (zero filled),Asia,2014,982.4117432
1817,Nuclear Consumption - TWh (zero filled),Asia,2015,1100.936523
1818,Nuclear Consumption - TWh (zero filled),Asia,2016,1224.212158
1819,Nuclear Consumption - TWh (zero filled),Asia,2017,1284.937012
1820,Nuclear Consumption - TWh (zero filled),Asia,2018,1428.219482
1821,Nuclear Consumption - TWh (zero filled),Asia,2019,1658.125366
1822,Nuclear Consumption - TWh (zero filled),Asia,2020,1677.67334
1823,Nuclear Consumption - TWh (zero filled),Asia,2021,1833.94043
1824,Nuclear Consumption - TWh (zero filled),Europe,1965,61.11317062
1825,Nuclear Consumption - TWh (zero filled),Europe,1966,79.03858185
1826,Nuclear Consumption - TWh (zero filled),Europe,1967,91.16337585
1827,Nuclear Consumption - TWh (zero filled),Europe,1968,104.8329926
1828,Nuclear Consumption - TWh (zero filled),Europe,1969,126.9383469
1829,Nuclear Consumption - TWh (zero filled),Europe,1970,138.9005127
1830,Nuclear Consumption - TWh (zero filled),Europe,1971,159.6222687
1831,Nuclear Consumption - TWh (zero filled),Europe,1972,219.4708862
1832,Nuclear Consumption - TWh (zero filled),Europe,1973,251.6535645
1833,Nuclear Consumption - TWh (zero filled),Europe,1974,308.8340149
1834,Nuclear Consumption - TWh (zero filled),Europe,1975,412.2160339
1835,Nuclear Consumption - TWh (zero filled),Europe,1976,494.4417419
1836,Nuclear Consumption - TWh (zero filled),Europe,1977,602.8950806
1837,Nuclear Consumption - TWh (zero filled),Europe,1978,664.0004883
1838,Nuclear Consumption - TWh (zero filled),Europe,1979,743.5408325
1839,Nuclear Consumption - TWh (zero filled),Europe,1980,880.8355713
1840,Nuclear Consumption - TWh (zero filled),Europe,1981,1154.368774
1841,Nuclear Consumption - TWh (zero filled),Europe,1982,1284.43811
1842,Nuclear Consumption - TWh (zero filled),Europe,1983,1495.807983
1843,Nuclear Consumption - TWh (zero filled),Europe,1984,1907.537109
1844,Nuclear Consumption - TWh (zero filled),Europe,1985,2255.367432
1845,Nuclear Consumption - TWh (zero filled),Europe,1986,2395.032471
1846,Nuclear Consumption - TWh (zero filled),Europe,1987,2535.69043
1847,Nuclear Consumption - TWh (zero filled),Europe,1988,2783.721436
1848,Nuclear Consumption - TWh (zero filled),Europe,1989,2903.23999
1849,Nuclear Consumption - TWh (zero filled),Europe,1990,2873.655518
1850,Nuclear Consumption - TWh (zero filled),Europe,1991,2944.714111
1851,Nuclear Consumption - TWh (zero filled),Europe,1992,2961.930176
1852,Nuclear Consumption - TWh (zero filled),Europe,1993,3064.163818
1853,Nuclear Consumption - TWh (zero filled),Europe,1994,2979.244141
1854,Nuclear Consumption - TWh (zero filled),Europe,1995,3054.508789
1855,Nuclear Consumption - TWh (zero filled),Europe,1996,3238.193115
1856,Nuclear Consumption - TWh (zero filled),Europe,1997,3265.973877
1857,Nuclear Consumption - TWh (zero filled),Europe,1998,3227.998291
1858,Nuclear Consumption - TWh (zero filled),Europe,1999,3298.12085
1859,Nuclear Consumption - TWh (zero filled),Europe,2000,3346.949951
1860,Nuclear Consumption - TWh (zero filled),Europe,2001,3436.303467
1861,Nuclear Consumption - TWh (zero filled),Europe,2002,3464.951416
1862,Nuclear Consumption - TWh (zero filled),Europe,2003,3493.02124
1863,Nuclear Consumption - TWh (zero filled),Europe,2004,3504.550537
1864,Nuclear Consumption - TWh (zero filled),Europe,2005,3461.139893
1865,Nuclear Consumption - TWh (zero filled),Europe,2006,3452.658447
1866,Nuclear Consumption - TWh (zero filled),Europe,2007,3299.110107
1867,Nuclear Consumption - TWh (zero filled),Europe,2008,3284.852295
1868,Nuclear Consumption - TWh (zero filled),Europe,2009,3130.831787
1869,Nuclear Consumption - TWh (zero filled),Europe,2010,3202.68042
1870,Nuclear Consumption - TWh (zero filled),Europe,2011,3168.974121
1871,Nuclear Consumption - TWh (zero filled),Europe,2012,3093.97168
1872,Nuclear Consumption - TWh (zero filled),Europe,2013,3031.115723
1873,Nuclear Consumption - TWh (zero filled),Europe,2014,3050.571045
1874,Nuclear Consumption - TWh (zero filled),Europe,2015,3007.29126
1875,Nuclear Consumption - TWh (zero filled),Europe,2016,2925.395996
1876,Nuclear Consumption - TWh (zero filled),Europe,2017,2909.418945
1877,Nuclear Consumption - TWh (zero filled),Europe,2018,2895.887695
1878,Nuclear Consumption - TWh (zero filled),Europe,2019,2880.987305
1879,Nuclear Consumption - TWh (zero filled),Europe,2020,2644.863281
1880,Nuclear Consumption - TWh (zero filled),Europe,2021,2789.52002
1881,Nuclear Consumption - TWh (zero filled),North America,1965,11.28524208
1882,Nuclear Consumption - TWh (zero filled),North America,1966,17.00928497
1883,Nuclear Consumption - TWh (zero filled),North America,1967,23.4070015
1884,Nuclear Consumption - TWh (zero filled),North America,1968,40.07651901
1885,Nuclear Consumption - TWh (zero filled),North America,1969,43.10152054
1886,Nuclear Consumption - TWh (zero filled),North America,1970,68.06929016
1887,Nuclear Consumption - TWh (zero filled),North America,1971,125.9205322
1888,Nuclear Consumption - TWh (zero filled),North America,1972,182.0238495
1889,Nuclear Consumption - TWh (zero filled),North America,1973,292.6247559
1890,Nuclear Consumption - TWh (zero filled),North America,1974,382.1294556
1891,Nuclear Consumption - TWh (zero filled),North America,1975,550.9156494
1892,Nuclear Consumption - TWh (zero filled),North America,1976,620.2172241
1893,Nuclear Consumption - TWh (zero filled),North America,1977,824.0985107
1894,Nuclear Consumption - TWh (zero filled),North America,1978,914.112793
1895,Nuclear Consumption - TWh (zero filled),North America,1979,862.1925659
1896,Nuclear Consumption - TWh (zero filled),North America,1980,857.9628906
1897,Nuclear Consumption - TWh (zero filled),North America,1981,928.1277466
1898,Nuclear Consumption - TWh (zero filled),North America,1982,953.3853149
1899,Nuclear Consumption - TWh (zero filled),North America,1983,1015.103394
1900,Nuclear Consumption - TWh (zero filled),North America,1984,1126.741455
1901,Nuclear Consumption - TWh (zero filled),North America,1985,1317.758911
1902,Nuclear Consumption - TWh (zero filled),North America,1986,1438.894043
1903,Nuclear Consumption - TWh (zero filled),North America,1987,1579.057129
1904,Nuclear Consumption - TWh (zero filled),North America,1988,1809.129883
1905,Nuclear Consumption - TWh (zero filled),North America,1989,1807.225586
1906,Nuclear Consumption - TWh (zero filled),North America,1990,1936.943848
1907,Nuclear Consumption - TWh (zero filled),North America,1991,2080.994629
1908,Nuclear Consumption - TWh (zero filled),North America,1992,2086.380859
1909,Nuclear Consumption - TWh (zero filled),North America,1993,2101.540039
1910,Nuclear Consumption - TWh (zero filled),North America,1994,2228.783936
1911,Nuclear Consumption - TWh (zero filled),North America,1995,2311.018555
1912,Nuclear Consumption - TWh (zero filled),North America,1996,2299.070068
1913,Nuclear Consumption - TWh (zero filled),North America,1997,2139.887695
1914,Nuclear Consumption - TWh (zero filled),North America,1998,2239.984619
1915,Nuclear Consumption - TWh (zero filled),North America,1999,2410.654297
1916,Nuclear Consumption - TWh (zero filled),North America,2000,2480.232666
1917,Nuclear Consumption - TWh (zero filled),North America,2001,2520.770508
1918,Nuclear Consumption - TWh (zero filled),North America,2002,2537.243652
1919,Nuclear Consumption - TWh (zero filled),North America,2003,2473.489746
1920,Nuclear Consumption - TWh (zero filled),North America,2004,2568.840332
1921,Nuclear Consumption - TWh (zero filled),North America,2005,2542.598145
1922,Nuclear Consumption - TWh (zero filled),North America,2006,2557.875488
1923,Nuclear Consumption - TWh (zero filled),North America,2007,2583.459717
1924,Nuclear Consumption - TWh (zero filled),North America,2008,2571.933105
1925,Nuclear Consumption - TWh (zero filled),North America,2009,2521.402588
1926,Nuclear Consumption - TWh (zero filled),North America,2010,2517.871094
1927,Nuclear Consumption - TWh (zero filled),North America,2011,2474.653564
1928,Nuclear Consumption - TWh (zero filled),North America,2012,2401.699463
1929,Nuclear Consumption - TWh (zero filled),North America,2013,2471.625977
1930,Nuclear Consumption - TWh (zero filled),North America,2014,2483.523438
1931,Nuclear Consumption - TWh (zero filled),North America,2015,2459.641113
1932,Nuclear Consumption - TWh (zero filled),North America,2016,2464.551514
1933,Nuclear Consumption - TWh (zero filled),North America,2017,2448.530518
1934,Nuclear Consumption - TWh (zero filled),North America,2018,2445.269775
1935,Nuclear Consumption - TWh (zero filled),North America,2019,2437.632324
1936,Nuclear Consumption - TWh (zero filled),North America,2020,2369.32373
1937,Nuclear Consumption - TWh (zero filled),North America,2021,2317.584717
1938,Nuclear Consumption - TWh (zero filled),Oceania,1965,0.0
1939,Nuclear Consumption - TWh (zero filled),Oceania,1966,0.0
1940,Nuclear Consumption - TWh (zero filled),Oceania,1967,0.0
1941,Nuclear Consumption - TWh (zero filled),Oceania,1968,0.0
1942,Nuclear Consumption - TWh (zero filled),Oceania,1969,0.0
1943,Nuclear Consumption - TWh (zero filled),Oceania,1970,0.0
1944,Nuclear Consumption - TWh (zero filled),Oceania,1971,0.0
1945,Nuclear Consumption - TWh (zero filled),Oceania,1972,0.0
1946,Nuclear Consumption - TWh (zero filled),Oceania,1973,0.0
1947,Nuclear Consumption - TWh (zero filled),Oceania,1974,0.0
1948,Nuclear Consumption - TWh (zero filled),Oceania,1975,0.0
1949,Nuclear Consumption - TWh (zero filled),Oceania,1976,0.0
1950,Nuclear Consumption - TWh (zero filled),Oceania,1977,0.0
1951,Nuclear Consumption - TWh (zero filled),Oceania,1978,0.0
1952,Nuclear Consumption - TWh (zero filled),Oceania,1979,0.0
1953,Nuclear Consumption - TWh (zero filled),Oceania,1980,0.0
1954,Nuclear Consumption - TWh (zero filled),Oceania,1981,0.0
1955,Nuclear Consumption - TWh (zero filled),Oceania,1982,0.0
1956,Nuclear Consumption - TWh (zero filled),Oceania,1983,0.0
1957,Nuclear Consumption - TWh (zero filled),Oceania,1984,0.0
1958,Nuclear Consumption - TWh (zero filled),Oceania,1985,0.0
1959,Nuclear Consumption - TWh (zero filled),Oceania,1986,0.0
