Date,California,Florida,Arizona,New York,Texas,Alabama,North Carolina,Illinois,Utah,Nevada,Kentucky,District of Columbia,Wisconsin,Connecticut,Pennsylvania,Alaska,Colorado,Missouri,Arizona.1,Washington,Louisiana,Georgia,New Mexico,Virginia,New Jersey,South Carolina,Oregon,Idaho,Ohio,Tennessee,Nebraska,Oklahoma,Indiana,Arkansas,Michigan,Massachusetts,Hawaii,Montana,Mississippi,New Hampshire,Maryland,Delaware,Vermont,Minnesota,Kansas,South Dakota,Maine,West Virginia,Wyoming,Iowa,Rhode Island,North Dakota,Year
01/01/2007,36250.311,18367.842,6167.681,19132.335,23831.983,4672.84,9118.037,12695.866,2597.746,2601.072,4256.672,574.404,5610.775,3527.27,12563.937,680.3,4803.868,5887.612,6167.681,6461.587,4375.581,9349.988,1990.07,7751.0,8677.885,4444.11,3722.417,1505.105,11500.468,6175.727,1783.44,3634.349,6379.599,2848.65,10001.284,6431.559,1315.675,964.706,2928.35,1312.54,5653.408,871.749,623.481,5207.203,2783.785,791.623,1327.04,1834.052,534.876,2999.212,1057.315,652.822,2007
01/01/2008,36604.337,18527.305,6280.362,19212.436,24309.039,4718.206,9309.449,12747.038,2663.029,2653.63,4289.878,580.236,5640.996,3545.579,12612.285,687.455,4889.73,5923.916,6280.362,6562.231,4435.586,9504.843,2010.662,7833.496,8711.09,4528.996,3768.748,1534.32,11515.391,6247.411,1796.378,3668.976,6424.806,2874.554,9946.889,6468.967,1332.213,976.415,2947.806,1315.906,5684.965,883.874,624.151,5247.018,2808.076,799.124,1330.509,1840.31,546.043,3016.734,1055.003,657.569,2008
01/01/2009,36961.229,18652.644,6343.154,19307.066,24801.761,4757.938,9449.566,12796.778,2723.421,2684.665,4317.074,592.228,5669.264,3561.807,12666.858,698.895,4972.195,5961.088,6343.154,6667.426,4491.648,9620.846,2036.802,7925.937,8755.602,4589.872,3808.6,1554.439,11528.896,6306.019,1812.683,3717.572,6459.325,2896.843,9901.591,6517.613,1346.717,983.982,2958.774,1316.102,5730.388,891.73,624.817,5281.203,2832.704,807.067,1329.59,1847.775,559.851,3032.87,1053.646,664.968,2009
01/01/2010,37319.55,18846.143,6407.342,19399.956,25241.897,4785.514,9574.586,12840.545,2775.413,2702.483,4348.464,605.282,5690.538,3579.173,12711.406,713.982,5047.539,5996.089,6407.342,6743.009,4544.635,9712.209,2064.614,8024.004,8799.451,4635.846,3837.614,1570.819,11539.449,6355.518,1829.591,3760.014,6490.555,2921.998,9877.597,6566.44,1364.004,990.73,2970.615,1316.807,5788.784,899.647,625.886,5310.934,2858.266,816.193,1327.651,1854.265,564.531,3050.819,1053.994,674.752,2010
01/01/2011,37636.311,19055.607,6473.416,19499.921,25645.504,4799.642,9658.913,12867.783,2814.797,2713.114,4370.817,620.29,5705.84,3588.632,12747.052,722.349,5121.9,6011.182,6473.416,6827.479,4576.244,9803.63,2080.707,8102.437,8828.552,4672.655,3872.672,1584.272,11545.735,6400.298,1840.914,3788.824,6517.25,2941.038,9883.053,6614.218,1379.562,997.518,2979.147,1320.444,5840.241,907.59,627.197,5346.62,2869.677,823.74,1328.473,1856.606,567.491,3066.772,1053.829,685.526,2011
01/01/2012,37944.551,19302.016,6556.344,19574.362,26084.12,4816.632,9751.81,12883.029,2854.146,2744.67,4387.865,635.737,5720.825,3595.211,12769.123,730.81,5193.66,6026.027,6556.344,6898.599,4602.067,9903.58,2087.715,8187.456,8845.671,4719.027,3900.102,1595.91,11550.971,6455.752,1853.691,3819.32,6538.989,2952.876,9898.289,6664.269,1395.199,1004.168,2984.599,1324.677,5888.375,915.518,626.361,5377.5,2886.024,833.859,1328.094,1857.446,576.656,3076.844,1054.893,702.227,2012
01/01/2013,38253.768,19551.678,6634.69,19626.488,26479.646,4831.586,9846.717,12895.778,2898.773,2776.956,4406.906,651.559,5738.012,3595.792,12779.538,737.626,5270.774,6042.989,6634.69,6966.252,4626.04,9975.592,2092.833,8255.861,8857.821,4766.469,3924.11,1612.053,11579.692,6496.943,1865.813,3853.891,6570.575,2960.459,9914.802,6715.158,1408.822,1014.158,2989.839,1327.272,5925.197,924.062,626.603,5414.722,2894.306,842.751,1328.543,1854.768,582.62,3093.935,1055.56,723.149,2013
01/01/2014,38586.706,19853.88,6732.873,19653.431,26963.092,4843.737,9937.295,12885.092,2938.327,2818.935,4416.992,663.603,5753.199,3595.697,12792.392,737.075,5352.637,6059.13,6732.873,7057.531,4645.938,10071.204,2090.236,8315.43,8867.277,4826.858,3965.447,1632.248,11606.573,6544.617,1879.955,3879.187,6596.019,2968.759,9932.033,6764.864,1415.335,1022.657,2991.892,1334.257,5960.064,933.131,625.693,5452.665,2901.861,849.67,1331.217,1850.569,583.159,3110.643,1056.511,738.736,2014
01/01/2015,38904.296,20219.111,6832.81,19657.321,27468.531,4854.803,10037.218,12859.585,2983.626,2868.531,4429.126,677.014,5762.927,3588.561,12789.838,738.43,5454.328,6075.411,6832.81,7167.287,4666.998,10183.353,2090.071,8367.303,8870.312,4896.006,4018.542,1652.495,11622.315,6595.354,1892.059,3910.518,6611.442,2979.732,9934.483,6797.484,1422.999,1031.495,2990.231,1337.48,5988.528,942.065,625.81,5484.002,2910.717,854.663,1329.098,1843.332,586.389,3122.541,1056.886,755.537,2015
01/01/2016,39149.186,20627.237,6944.767,19636.391,27914.064,4866.824,10161.802,12821.709,3044.241,2919.555,4440.306,687.576,5775.17,3579.83,12788.468,742.575,5543.844,6091.384,6944.767,7299.961,4681.346,10308.442,2092.555,8417.651,8873.584,4963.031,4093.271,1684.036,11640.06,6651.277,1906.483,3928.143,6637.898,2991.815,9954.117,6827.28,1428.885,1042.137,2990.595,1343.694,6007.014,949.989,624.366,5525.36,2912.977,863.693,1332.348,1832.435,585.243,3133.21,1057.816,756.114,2016
01/01/2017,39337.785,20977.089,7048.088,19593.849,28291.024,4877.989,10275.758,12779.893,3103.54,2972.097,4455.59,697.079,5793.147,3575.324,12794.679,740.983,5617.421,6111.382,7048.088,7427.951,4673.673,10417.031,2092.844,8471.011,8888.147,5027.102,4147.294,1719.745,11665.706,6714.748,1916.998,3933.602,6662.068,3003.855,9976.752,6863.56,1425.763,1053.862,2990.674,1350.395,6028.186,957.942,625.132,5569.283,2910.892,873.732,1335.743,1818.683,579.994,3143.734,1056.554,756.755,2017
01/01/2018,39437.463,21254.926,7164.228,19544.098,28624.564,4891.628,10391.358,12724.685,3155.153,3030.725,4464.273,704.147,5809.319,3574.561,12809.107,736.624,5697.155,6125.986,7164.228,7526.793,4664.45,10519.389,2093.754,8510.92,8891.73,5091.702,4183.538,1752.074,11680.892,6778.18,1925.512,3943.488,6698.481,3012.161,9987.286,6885.72,1423.102,1061.818,2982.879,1355.064,6042.153,966.985,624.802,5608.762,2912.748,879.386,1340.123,1805.953,579.054,3149.9,1059.338,760.062,2018
01/01/2019,39437.61,21492.056,7291.843,19463.131,28986.794,4907.965,10501.384,12667.017,3203.383,3090.771,4472.345,708.253,5824.581,3566.022,12798.883,733.603,5758.486,6140.475,7291.843,7614.024,4658.285,10628.02,2099.634,8556.642,8891.258,5157.702,4216.116,1789.06,11696.507,6830.325,1932.571,3960.676,6731.01,3020.985,9984.795,6894.883,1415.615,1070.123,2978.227,1360.783,6054.954,976.668,624.046,5640.053,2912.635,887.127,1345.77,1795.263,580.116,3159.596,1058.158,763.724,2019
01/01/2020,39499.738,21569.932,7177.986,20154.933,29217.653,5024.803,10457.177,12785.245,3281.684,3114.071,4503.958,690.093,5892.323,3600.26,12989.625,732.441,5784.308,6154.481,7177.986,7718.785,4651.203,10725.8,2117.566,8632.044,9279.743,5130.729,4241.544,1847.772,11790.587,6920.119,1961.455,3962.031,6785.644,3012.232,10067.664,7022.22,1451.911,1086.193,2956.87,1377.848,6172.679,991.886,642.495,5707.165,2935.88,887.099,1362.28,1789.798,577.267,3188.669,1096.229,778.962,2020
01/01/2021,39237.836,21781.128,7276.316,19835.913,29527.941,5039.877,10551.162,12671.469,3337.975,3143.991,4509.394,670.05,5895.908,3605.597,12964.056,732.673,5812.069,6168.187,7276.316,7738.692,4624.047,10799.566,2115.877,8642.274,9267.13,5190.705,4246.155,1900.923,11780.017,6975.218,1963.692,3986.639,6805.985,3025.891,10050.811,6984.723,1441.553,1104.271,2949.965,1388.992,6165.129,1003.384,645.57,5707.39,2934.582,895.376,1372.247,1782.959,578.803,3193.079,1095.61,774.948,2021
