page type,referrer channel,purchase count
gear,internal,0
product,internal,0
product,internal,1
product,internal,0
product,internal,0
product,internal,0
product,internal,1
product,internal,1
product,internal,0
product,internal,0
product,internal,0
product,internal,0
product,internal,0
product,internal,0
product,internal,0
product,internal,0
product,internal,0
product,internal,0
product,internal,0
product,internal,0
product,internal,0
product,internal,0
product,internal,0
product,internal,0
product,internal,0
product,internal,0
product,internal,0
product,internal,0
category,internal,0
tops,internal,0
product,internal,0
product,internal,0
product,internal,1
product,internal,0
product,internal,0
product,internal,0
product,internal,0
product,internal,0
product,internal,0
product,internal,1
product,internal,0
product,internal,0
product,internal,0
product,internal,0
product,internal,0
product,internal,0
product,internal,0
product,internal,1
product,internal,0
product,internal,1
product,internal,0
product,internal,0
product,internal,0
product,internal,0
product,internal,0
product,internal,0
home,typed_bookmarked,0
bottoms,internal,1
product,internal,0
bottoms,internal,0
product,internal,0
bottoms,internal,1
category,internal,0
tops,internal,0
women,internal,0
bottoms,internal,0
product,internal,0
product,internal,0
product,internal,1
product,internal,0
product,internal,1
product,internal,0
product,internal,0
product,internal,0
women,internal,0
pants,internal,0
product,internal,0
product,internal,0
product,internal,0
product,internal,0
woman,external,1
woman,typed_bookmarked,0
woman,external,0
hoodies,external,0
hoodies,typed_bookmarked,0
tops,external,0
woman,external,0
home,typed_bookmarked,0
home,typed_bookmarked,0
woman,typed_bookmarked,0
woman,external,0
structure,external,0
woman,external,0
woman,external,1
woman,typed_bookmarked,0
woman,typed_bookmarked,0
woman,typed_bookmarked,0
hoodies,typed_bookmarked,0
hoodies,typed_bookmarked,0
hoodies,typed_bookmarked,0
product,typed_bookmarked,0
product,typed_bookmarked,1
category,typed_bookmarked,0
category,typed_bookmarked,0
hoodies,typed_bookmarked,0
hoodies,typed_bookmarked,0
product,typed_bookmarked,1
product,typed_bookmarked,0
watches,internal,0
product,internal,0
product,internal,0
watches,internal,0
product,internal,0
product,typed_bookmarked,0
trending,internal,0
home,typed_bookmarked,0
men,internal,0
product,typed_bookmarked,0
product,typed_bookmarked,0
product,typed_bookmarked,0
home,typed_bookmarked,0
tops,internal,0
product,internal,0
product,internal,0
product,internal,0
product,internal,0
product,internal,0
product,internal,0
product,internal,0
product,internal,0
product,internal,0
product,internal,0
product,internal,0
product,internal,0
home,internal,0
product,internal,0
hoodies_sweatshirts,internal,0
product,internal,0
tops,internal,0
product,internal,0
tops,internal,0
product,internal,0
hoodies_sweatshirts,internal,0
product,internal,0
men,internal,0
product,internal,0
tops,internal,0
product,internal,1
fitness_equipment,internal,0
product,internal,0
bottoms,internal,0
product,internal,0
pants,internal,0
product,internal,1
product,internal,1
product,internal,0
pants,internal,0
product,internal,0
category,internal,0
category,internal,0
tops,internal,0
product,internal,0
home,typed_bookmarked,0
home,internal,0
category,internal,0
category,internal,1
product,internal,0
fitness_equipment,internal,0
product,internal,0
fitness_equipment,internal,0
product,internal,0
fitness_equipment,internal,0
product,internal,1
fitness_equipment,internal,0
product,internal,0
fitness_equipment,internal,0
product,internal,0
gear,internal,0
product,internal,0
gear,internal,0
product,internal,0
gear,internal,0
product,internal,0
gear,internal,0
product,internal,0
gear,internal,1
product,internal,0
gear,internal,0
product,internal,0
gear,internal,0
product,internal,0
gear,internal,0
product,internal,1
gear,internal,0
product,internal,0
gear,internal,0
gear,typed_bookmarked,0
product,internal,1
product,typed_bookmarked,0
product,typed_bookmarked,0
product,typed_bookmarked,0
product,typed_bookmarked,0
product,typed_bookmarked,0
gear,internal,1
gear,internal,0
product,internal,0
home,typed_bookmarked,0
category,internal,0
gear,internal,0
product,internal,0
watches,internal,0
product,internal,0
product,internal,0
men,internal,0
bottoms,internal,0
product,internal,0
bottoms,internal,0
product,internal,0
shorts,internal,0
product,internal,0
shorts,internal,0
product,internal,0
bottoms,internal,0
product,internal,0
pants,internal,0
product,internal,0
product,typed_bookmarked,0
product,typed_bookmarked,0
product,typed_bookmarked,1
product,typed_bookmarked,0
product,typed_bookmarked,0
product,typed_bookmarked,0
product,typed_bookmarked,0
category,external,0
category,typed_bookmarked,0
category,external,0
category,typed_bookmarked,0
product,external,0
product,typed_bookmarked,0
home,external,0
home,external,0
home,external,0
category,external,0
category,typed_bookmarked,0
product,external,1
product,external,0
home,external,0
home,external,0
home,typed_bookmarked,0
woman,external,0
woman,typed_bookmarked,0
product,external,0
product,typed_bookmarked,1
product,external,0
product,external,0
product,typed_bookmarked,0
woman,external,0
home,typed_bookmarked,0
home,typed_bookmarked,0
home,typed_bookmarked,0
category,internal,0
category,internal,0
tops,typed_bookmarked,0
tops,typed_bookmarked,0
tops,typed_bookmarked,0
product,internal,0
product,internal,0
category,internal,0
home,typed_bookmarked,0
category,internal,0
category,internal,0
category,internal,0
gear,internal,0
category,internal,0
men,internal,0
category,internal,0
women,internal,1
product,internal,0
home,internal,0
category,internal,1
home,internal,0
home,internal,0
home,internal,0
category,internal,0
home,internal,0
men,internal,0
home,internal,0
gear,internal,1
home,internal,1
category,internal,0
home,internal,0
home,internal,0
category,internal,0
home,internal,0
home,internal,0
women,internal,0
product,internal,0
women,internal,0
watches,internal,0
product,internal,0
watches,internal,0
watches,internal,0
category,internal,0
category,internal,0
blog,internal,0
home,internal,0
product,internal,0
product,internal,0
women,internal,0
category,internal,1
men,internal,0
men,internal,0
section-page-template,internal,0
catalog-page-template,internal,0
structure,internal,0
home,typed_bookmarked,0
category,internal,0
category,typed_bookmarked,0
gear,internal,0
category,typed_bookmarked,0
privacy-policy,internal,0
home,typed_bookmarked,0
home,internal,0
home,typed_bookmarked,0
category,internal,0
home,typed_bookmarked,0
signin,internal,0
home,internal,0
home,typed_bookmarked,0
tops,internal,0
home,typed_bookmarked,0
home,typed_bookmarked,0
home,typed_bookmarked,0
home,typed_bookmarked,0
tops,internal,0
home,internal,0
home,typed_bookmarked,0
signin,internal,1
signin,internal,0
signup,internal,0
home,typed_bookmarked,0
category,internal,0
product,internal,1
gear,internal,0
category,internal,0
home,internal,0
category,internal,0
gear,internal,0
product,internal,0
home,internal,0
category,internal,0
blog,internal,0
home,typed_bookmarked,0
category,internal,1
category,internal,0
men,internal,0
home,internal,0
tops,internal,1
product,internal,0
signin,internal,0
signup,internal,1
home,typed_bookmarked,0
home,internal,0
signin,internal,0
profile,internal,0
home,external,1
home,external,0
home,external,0
home,external,0
category,external,0
category,typed_bookmarked,0
home,external,0
structure,external,0
structure,external,0
home,external,0
home,typed_bookmarked,0
category,external,0
category,typed_bookmarked,0
women,external,0
women,typed_bookmarked,0
men,external,0
structure,external,0
gear,external,0
home,typed_bookmarked,0
home,typed_bookmarked,0
category,internal,0
category,internal,0
customer-service,internal,0
privacy-policy,internal,0
privacy-policy,internal,0
category,internal,0
category,internal,0
category,internal,0
category,internal,0
category,internal,0
category,internal,0
contact-luma,internal,0
men,internal,0
category,internal,0
category,internal,0
category,internal,0
category,internal,0
category,internal,0
home,typed_bookmarked,0
home,typed_bookmarked,0
signin,internal,0
signup,internal,0
home,typed_bookmarked,0
category,internal,0
product,internal,0
product,typed_bookmarked,0
product,internal,0
home,internal,0
category,internal,0
home,internal,0
category,internal,0
product,internal,0
product,typed_bookmarked,0
cart,internal,0
checkout,internal,1
order,internal,0
thank-you,internal,0
signin,internal,0
signup,internal,0
signin,internal,0
profile,internal,0
home,internal,0
category,internal,0
product,internal,0
signin,internal,0
signup,internal,0
home,typed_bookmarked,0
blog,internal,0
home,typed_bookmarked,0
tops,internal,0
product,internal,1
product,typed_bookmarked,0
signin,internal,1
signup,internal,0
home,internal,0
home,internal,0
home,typed_bookmarked,0
home,typed_bookmarked,0
gear,external,0
gear,typed_bookmarked,0
gear,typed_bookmarked,0
gear,typed_bookmarked,0
home,internal,0
signin,internal,0
home,internal,0
category,internal,0
blog,internal,0
home,internal,0
category,internal,0
product,internal,0
product,internal,0
signin,internal,0
signup,internal,0
home,typed_bookmarked,0
signin,internal,0
category,internal,0
home,internal,0
category,internal,0
product,internal,0
home,internal,0
home,typed_bookmarked,0
signup,typed_bookmarked,0
signin,internal,0
profile,internal,0
home,internal,0
category,internal,0
product,internal,0
product,typed_bookmarked,0
cart,internal,0
checkout,internal,0
order,internal,0
thank-you,internal,0
signin,internal,0
signup,internal,1
signin,internal,0
signin,internal,0
profile,internal,0
home,typed_bookmarked,0
home,typed_bookmarked,0
signup,typed_bookmarked,0
home,internal,0
home,typed_bookmarked,0
home,typed_bookmarked,0
home,typed_bookmarked,1
home,typed_bookmarked,0
home,typed_bookmarked,0
home,typed_bookmarked,0
home,typed_bookmarked,0
home,typed_bookmarked,0
home,typed_bookmarked,0
product,internal,0
product,typed_bookmarked,0
cart,internal,0
checkout,internal,0
signin,internal,1
signup,internal,0
signin,internal,1
signup,internal,0
home,typed_bookmarked,0
home,typed_bookmarked,0
home,typed_bookmarked,0
home,typed_bookmarked,0
home,typed_bookmarked,0
home,typed_bookmarked,0
home,typed_bookmarked,0
home,typed_bookmarked,0
home,typed_bookmarked,0
category,internal,0
product,internal,0
home,typed_bookmarked,0
category,internal,0
women,internal,0
category,internal,0
gear,typed_bookmarked,0
product,external,0
product,external,0
product,external,0
home,typed_bookmarked,0
hero-page,external,0
home,typed_bookmarked,0
profile,internal,0
home,typed_bookmarked,0
signin,internal,0
sign up,internal,0
signin,internal,0
profile,internal,0
blog,internal,0
hero-page,internal,0
product section,internal,0
product section,internal,0
product,internal,0
product,typed_bookmarked,0
hero-page,internal,0
product,internal,0
product,typed_bookmarked,0
notifications,internal,0
blog,internal,0
hero-page,internal,0
profile,internal,0
hero-page,internal,0
sign up,typed_bookmarked,0
home,typed_bookmarked,0
profile,internal,0
hero-page,internal,0
product,internal,0
home,typed_bookmarked,0
product,internal,0
product section,internal,0
product,internal,0
product section,internal,0
product,internal,1
product,internal,0
hero-page,external,0
home,typed_bookmarked,0
product,internal,1
product,typed_bookmarked,0
cart,internal,0
cart,internal,0
cart,internal,0
order confirmation,internal,0
hero-page,internal,1
product,internal,0
signin,internal,0
sign up,internal,0
signin,internal,0
profile,internal,0
home,typed_bookmarked,0
home,typed_bookmarked,0
signin,internal,0
sign up,internal,0
home,internal,0
home,typed_bookmarked,0
home,typed_bookmarked,0
home,typed_bookmarked,0
product section,internal,0
hero-page,internal,0
product,internal,0
product section,internal,0
product section,internal,1
product,internal,1
product,typed_bookmarked,1
cart,internal,0
cart,internal,0
cart,internal,0
order confirmation,internal,0
signin,internal,0
order confirmation,internal,0
product,internal,0
home,internal,1
product,internal,0
home,internal,0
product,internal,0
cart,internal,0
product,internal,1
product,internal,1
product,internal,0
product,internal,0
product,internal,0
product,internal,0
product,internal,0
product,internal,0
product,internal,0
cart,typed_bookmarked,0
product,internal,0
product,internal,0
product,internal,0
product,typed_bookmarked,0
product,internal,1
product,internal,1
product,internal,0
content-page,internal,0
product,internal,0
product,typed_bookmarked,0
product,typed_bookmarked,0
product,typed_bookmarked,1
home,typed_bookmarked,0
product section,typed_bookmarked,0
product section,typed_bookmarked,0
product,typed_bookmarked,0
product,typed_bookmarked,1
cart,typed_bookmarked,0
product,typed_bookmarked,0
product,typed_bookmarked,0
product,internal,0
product,typed_bookmarked,0
content-page,internal,0
product,internal,0
product,typed_bookmarked,0
content-page,internal,0
product,internal,1
cart,internal,0
cart,typed_bookmarked,0
cart,typed_bookmarked,0
content-page,internal,0
cart,internal,0
product,internal,0
cart,typed_bookmarked,0
content-page,internal,1
content-page,internal,0
cart,internal,0
cart,typed_bookmarked,0
cart,typed_bookmarked,0
cart,internal,0
hero-page,internal,0
product,internal,0
product,typed_bookmarked,0
cart,internal,0
home,internal,0
product section,internal,0
product,internal,0
product,typed_bookmarked,0
cart,internal,0
cart,internal,0
cart,internal,0
profile,internal,0
home,typed_bookmarked,0
signin,internal,0
sign up,internal,0
signin,internal,0
profile,internal,0
product section,internal,0
product,internal,1
home,typed_bookmarked,0
product section,internal,0
product section,internal,0
home,typed_bookmarked,0
product section,internal,0
product,internal,0
product,typed_bookmarked,0
cart,internal,0
cart,typed_bookmarked,0
cart,internal,0
product,internal,0
product,internal,0
product,internal,0
product,typed_bookmarked,0
product,internal,0
product,internal,1
hero-page,external,0
hero-page,external,0
home,typed_bookmarked,0
home,internal,0
hero-page,internal,0
signin,internal,0
sign up,internal,0
signin,internal,0
home,internal,0
home,typed_bookmarked,0
signin,internal,0
signin,internal,1
sign up,internal,0
home,typed_bookmarked,0
signin,internal,1
sign up,internal,0
signin,internal,0
sign up,internal,0
signin,internal,0
profile,internal,0
home,internal,1
home,typed_bookmarked,0
home,internal,0
signin,internal,0
home,internal,0
profile,internal,0
messaging,internal,0
notifications,internal,0
profile,internal,0
home,typed_bookmarked,0
home,typed_bookmarked,0
signin,internal,0
signin,internal,0
home,internal,1
content-page,internal,1
content-page,internal,0
home,internal,0
home,typed_bookmarked,0
signin,internal,0
home,internal,0
content-page,internal,0
home,internal,0
profile,internal,0
home,internal,0
notifications,internal,0
notifications,internal,0
messaging,internal,0
notifications,internal,1
notifications,internal,0
cart,internal,0
home,search_engine,0
home,typed_bookmarked,0
home,internal,0
signin,internal,0
sign up,internal,0
signin,internal,0
sign up,internal,0
signin,internal,0
sign up,internal,0
product section,typed_bookmarked,0
hero-page,external,0
hero-page,typed_bookmarked,0
hero-page,external,0
profile,internal,0
profile,internal,0
home,internal,0
hero-page,internal,0
home,internal,0
product section,internal,0
product,internal,0
product,typed_bookmarked,0
home,typed_bookmarked,0
signin,internal,1
home,internal,0
product,internal,0
product,typed_bookmarked,0
product,internal,0
product,typed_bookmarked,0
cart,internal,0
cart,internal,1
cart,internal,0
order confirmation,internal,0
home,internal,0
home,typed_bookmarked,0
hero-page,external,0
home,typed_bookmarked,0
product,internal,0
product,typed_bookmarked,0
product,internal,0
product,typed_bookmarked,0
cart,internal,0
cart,internal,0
home,internal,0
cart,internal,0
signup,typed_bookmarked,0
home,external,0
home,typed_bookmarked,0
content-page,external,0
sign up,external,0
sign up,typed_bookmarked,0
signin,external,0
signin,external,1
home,internal,0
hero-page,internal,0
home,internal,0
product section,internal,0
product,internal,0
product,typed_bookmarked,0
signin,internal,1
home,internal,0
hero-page,internal,0
hero-page,typed_bookmarked,0
product section,internal,0
product,internal,0
product section,internal,0
home,internal,0
hero-page,internal,0
product,internal,0
product,typed_bookmarked,0
home,typed_bookmarked,0
signin,internal,0
sign up,internal,1
signin,internal,1
profile,internal,0
sign up,external,0
sign up,external,0
home,external,0
home,typed_bookmarked,1
signin,internal,0
sign up,internal,0
hero-page,internal,0
product,internal,0
hero-page,typed_bookmarked,0
product section,typed_bookmarked,0
product section,typed_bookmarked,0
product section,typed_bookmarked,0
product section,internal,0
home,typed_bookmarked,0
home,internal,0
product section,internal,0
hero-page,external,0
hero-page,typed_bookmarked,0
,typed_bookmarked,0
,typed_bookmarked,0
product section,internal,0
home,typed_bookmarked,0
home,typed_bookmarked,0
,internal,0
,internal,0
cart,internal,0
cart,typed_bookmarked,0
signin,internal,0
cart,internal,0
blog,internal,0
cart,internal,0
profile,internal,0
home,typed_bookmarked,0
product,internal,0
product,internal,0
hero-page,internal,0
hero-page,internal,0
hero-page,internal,1
product section,internal,0
product,internal,0
product,internal,0
hero-page,internal,0
hero-page,internal,0
product section,internal,0
product,internal,0
home,search_engine,1
home,typed_bookmarked,0
home,typed_bookmarked,0
home,internal,0
home,typed_bookmarked,0
product,internal,0
product,internal,0
product,internal,0
hero-page,internal,0
product,internal,0
product,internal,0
product,internal,0
product,internal,0
hero-page,internal,0
product section,internal,0
product,internal,0
home,typed_bookmarked,1
product,internal,0
product,internal,0
product,internal,0
product,internal,0
luma,external,1
luma,typed_bookmarked,0
home,external,1
home,typed_bookmarked,0
content-page,external,0
content-page,typed_bookmarked,0
content-page,external,0
content-page,typed_bookmarked,0
home,external,0
home,external,0
home,external,0
home,external,0
product section,internal,0
hero-page,internal,0
product section,internal,0
hero-page,internal,0
product section,internal,0
hero-page,typed_bookmarked,0
hero-page,typed_bookmarked,0
hero-page,typed_bookmarked,0
product section,external,0
hero-page,typed_bookmarked,0
hero-page,typed_bookmarked,0
hero-page,typed_bookmarked,0
hero-page,external,0
hero-page,typed_bookmarked,0
hero-page,typed_bookmarked,0
product-page,typed_bookmarked,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,typed_bookmarked,1
product-page,external,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
hero-page,typed_bookmarked,1
hero-page,typed_bookmarked,0
product section,external,0
product section,typed_bookmarked,1
product,external,0
product,typed_bookmarked,0
product,external,0
product,typed_bookmarked,0
product,typed_bookmarked,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,1
product-page,typed_bookmarked,0
hero-page,external,0
hero-page,typed_bookmarked,0
hero-page,typed_bookmarked,0
hero-page,typed_bookmarked,0
hero-page,typed_bookmarked,0
product-page,typed_bookmarked,0
product-page,typed_bookmarked,0
product-page,typed_bookmarked,0
product-page,typed_bookmarked,0
product-page,typed_bookmarked,0
product-page,typed_bookmarked,0
product-page,typed_bookmarked,0
product-page,typed_bookmarked,0
product-page,typed_bookmarked,0
product-page,typed_bookmarked,0
product-page,typed_bookmarked,0
hero-page,typed_bookmarked,0
hero-page,typed_bookmarked,0
hero-page,typed_bookmarked,0
hero-page,typed_bookmarked,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,typed_bookmarked,1
product-page,typed_bookmarked,0
hero-page,typed_bookmarked,0
hero-page,typed_bookmarked,0
product section,external,0
hero-page,typed_bookmarked,0
hero-page,typed_bookmarked,0
product section,external,0
product,external,0
product,typed_bookmarked,0
hero-page,typed_bookmarked,1
product-page,typed_bookmarked,0
product,external,0
product section,external,0
product,typed_bookmarked,0
product,typed_bookmarked,0
product,typed_bookmarked,0
product,typed_bookmarked,0
product,typed_bookmarked,0
product,typed_bookmarked,0
product,external,1
product,typed_bookmarked,0
product,typed_bookmarked,1
product,typed_bookmarked,0
product,external,0
product,typed_bookmarked,0
product,typed_bookmarked,1
product,external,0
product,typed_bookmarked,0
product,typed_bookmarked,0
product,typed_bookmarked,0
product,external,0
product,typed_bookmarked,0
product,typed_bookmarked,0
product,typed_bookmarked,0
product,external,0
product,typed_bookmarked,0
product,typed_bookmarked,0
product,typed_bookmarked,0
product,external,0
product-page,typed_bookmarked,0
hero-page,typed_bookmarked,0
hero-page,typed_bookmarked,0
product section,external,0
product section,typed_bookmarked,0
product,external,1
product,typed_bookmarked,0
product,external,0
product,typed_bookmarked,0
product,typed_bookmarked,0
product,typed_bookmarked,0
product,external,1
product,typed_bookmarked,0
product,typed_bookmarked,0
product,external,0
product,typed_bookmarked,0
product,typed_bookmarked,0
product,typed_bookmarked,0
product,external,0
product,typed_bookmarked,0
product,typed_bookmarked,0
product,typed_bookmarked,0
product,external,1
product,typed_bookmarked,0
product,external,1
product,external,0
product,typed_bookmarked,0
product,external,0
product-page,typed_bookmarked,0
product,typed_bookmarked,0
home,typed_bookmarked,0
signin,internal,0
home,internal,0
product,internal,0
hero-page,external,0
hero-page,external,0
hero-page,typed_bookmarked,0
hero-page,typed_bookmarked,0
hero-page,typed_bookmarked,0
hero-page,typed_bookmarked,0
hero-page,external,0
hero-page,external,0
hero-page,external,0
hero-page,typed_bookmarked,0
product section,external,0
product section,external,0
product section,typed_bookmarked,0
product,external,0
product,external,0
product,typed_bookmarked,0
product,external,0
product,external,0
product-page,typed_bookmarked,0
product-page,typed_bookmarked,0
product-page,typed_bookmarked,0
product-page,typed_bookmarked,0
product-page,typed_bookmarked,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
hero-page,external,0
hero-page,external,0
hero-page,external,0
hero-page,external,0
hero-page,external,0
hero-page,external,0
hero-page,external,0
hero-page,external,0
hero-page,external,0
hero-page,external,0
hero-page,external,0
hero-page,external,1
hero-page,typed_bookmarked,0
product section,external,0
product section,external,0
product section,typed_bookmarked,1
product,external,0
product,external,0
product,typed_bookmarked,0
product,external,0
product,external,0
product,typed_bookmarked,0
product,external,0
product,external,0
product,typed_bookmarked,0
product,external,1
product,external,1
product,typed_bookmarked,0
product,typed_bookmarked,0
hero-page,external,0
hero-page,external,1
hero-page,external,0
hero-page,external,0
hero-page,external,0
product section,external,0
product section,external,1
product,external,0
product,external,0
product,typed_bookmarked,0
product,external,1
product,external,0
product,typed_bookmarked,0
hero-page,external,0
hero-page,external,0
product,external,0
product,external,1
product,typed_bookmarked,0
hero-page,external,0
hero-page,external,0
product,external,0
product,external,0
home,typed_bookmarked,0
hero-page,internal,0
product section,internal,0
product section,internal,0
product,internal,0
product section,internal,0
product,external,0
product,external,1
product,typed_bookmarked,0
product,external,0
product,typed_bookmarked,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
hero-page,typed_bookmarked,0
hero-page,typed_bookmarked,0
product section,external,0
product section,typed_bookmarked,0
product,external,0
product,external,0
product,typed_bookmarked,0
product,typed_bookmarked,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,typed_bookmarked,0
hero-page,external,0
product-page,typed_bookmarked,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,1
product-page,typed_bookmarked,0
product-page,external,1
product-page,typed_bookmarked,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,external,0
product-page,typed_bookmarked,0
hero-page,typed_bookmarked,0
hero-page,typed_bookmarked,1
product section,external,0
product section,typed_bookmarked,0
product,external,0
product,typed_bookmarked,0
product,external,0
product,typed_bookmarked,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,1
product-page,typed_bookmarked,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,1
product-page,typed_bookmarked,0
product-page,external,1
product-page,typed_bookmarked,0
product-page,external,0
home,typed_bookmarked,0
hero-page,internal,0
signin,internal,0
hero-page,internal,0
cart,internal,0
cart,internal,0
cart,internal,0
order confirmation,internal,1
home,internal,0
hero-page,internal,0
home,internal,0
profile,internal,0
product-page,typed_bookmarked,0
product-page,typed_bookmarked,0
product-page,typed_bookmarked,0
product-page,typed_bookmarked,0
product-page,typed_bookmarked,0
product-page,typed_bookmarked,0
product-page,typed_bookmarked,0
product-page,typed_bookmarked,0
product-page,typed_bookmarked,0
product-page,typed_bookmarked,1
product-page,typed_bookmarked,0
product-page,typed_bookmarked,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,typed_bookmarked,1
product-page,external,0
product-page,external,1
product-page,typed_bookmarked,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,typed_bookmarked,0
product-page,external,1
product-page,typed_bookmarked,0
product-page,external,0
product-page,typed_bookmarked,0
product,typed_bookmarked,0
product,typed_bookmarked,0
product,typed_bookmarked,0
product,typed_bookmarked,0
product,typed_bookmarked,0
product,typed_bookmarked,0
product,typed_bookmarked,0
product,typed_bookmarked,0
product,typed_bookmarked,0
product,typed_bookmarked,0
product,typed_bookmarked,0
home,typed_bookmarked,0
product section,internal,0
hero-page,typed_bookmarked,0
hero-page,typed_bookmarked,1
product section,external,0
product section,typed_bookmarked,0
product,external,0
product,external,0
product,typed_bookmarked,0
product,typed_bookmarked,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,1
product-page,typed_bookmarked,0
hero-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,typed_bookmarked,0
hero-page,typed_bookmarked,0
hero-page,typed_bookmarked,0
product section,typed_bookmarked,0
product section,external,0
product,external,0
product,typed_bookmarked,1
product,external,1
product,typed_bookmarked,0
product-page,external,1
product-page,typed_bookmarked,1
product-page,external,1
product-page,typed_bookmarked,0
hero-page,external,1
product-page,typed_bookmarked,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,typed_bookmarked,0
product-page,typed_bookmarked,0
sign up,internal,0
hero-page,internal,0
hero-page,internal,0
product,internal,0
product,internal,0
product,internal,0
product,internal,0
home,typed_bookmarked,0
product,internal,0
home,internal,0
product,internal,0
hero-page,internal,0
product,internal,0
signin,internal,0
sign up,internal,0
sign up,internal,0
home,typed_bookmarked,0
home,typed_bookmarked,0
product,internal,0
product,internal,0
signin,internal,1
sign up,internal,1
hero-page,internal,0
product,internal,0
signin,internal,0
sign up,internal,0
sign up,internal,0
home,typed_bookmarked,0
product,internal,1
product,internal,0
signin,internal,0
sign up,internal,0
signin,internal,0
sign up,internal,0
home,typed_bookmarked,0
home,typed_bookmarked,0
signin,internal,0
sign up,internal,1
hero-page,external,0
hero-page,external,0
hero-page,external,1
hero-page,external,0
hero-page,external,0
hero-page,external,1
hero-page,typed_bookmarked,0
product section,external,1
product section,external,1
product section,typed_bookmarked,0
product,external,0
product,external,1
product,typed_bookmarked,0
product,external,0
product,external,1
product,typed_bookmarked,0
product-page,external,1
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,external,1
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,1
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,1
product-page,typed_bookmarked,0
product-page,external,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,external,0
product-page,typed_bookmarked,1
product-page,external,1
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,external,1
product-page,external,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
product-page,external,0
product-page,typed_bookmarked,0
product-page,external,0
