rowid,Season,Team,Jersey Number,Full Name,First Name,Last Name,Year,Position,Games Played,Games Started,Goals,Assists,Points,Shots,Shooting Percentage,Shots on Goal,Shots on Goal Percentage,Game Winning Goals,Powerplay Goals,Penalty Kill Goals,Ground Balls,Turnovers,Caused Turnovers,Faceoffs Won,Faceoffs Taken,Faceoff Percentage,pen,Penalties,Goalie Games Played,Goalie Games Started,Goalie Minutes,Goals Allowed,GAA,Saves,Save Percentage,otg,NCAA id
248,2023,Brown Bears,38,Ben Locke,Ben,Locke,Jr,ATT,13,11,11,2,13,34,0.324,23,0.676,0,1,0,14,12,6,0,0,0.0,1,30,0,0,,0,0.0,0,0.0,0,2523414
249,2023,Brown Bears,48,Matt Gunty,Matt,Gunty,Sr,FO,13,3,2,0,2,6,0.333,3,0.5,0,0,0,88,6,0,205,325,0.631,2,60,0,0,,0,0.0,0,0.0,0,2303408
250,2023,Brown Bears,14,Tanner Burns,Tanner,Burns,So,M,12,0,2,5,7,7,0.286,3,0.429,0,0,0,4,5,1,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2653264
251,2023,Brown Bears,88,Isaac Sacks,Isaac,Sacks,Jr,DM,12,1,0,0,0,0,0.0,0,0.0,0,0,0,8,0,5,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2523457
252,2023,Brown Bears,10,Jack Kelly,Jack,Kelly,Jr,M,11,5,16,6,22,64,0.25,32,0.5,3,0,0,8,18,2,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2523413
253,2023,Brown Bears,77,Dash Sachs,Dash,Sachs,So,FO,10,0,0,0,0,1,0.0,1,1.0,0,0,0,18,0,0,28,59,0.475,0,0,0,0,,0,0.0,0,0.0,0,2653275
254,2023,Brown Bears,23,Trevor Yeboah-Kodie,Trevor,Yeboah-Kodie,Sr,M,10,2,4,7,11,20,0.2,9,0.45,0,0,0,27,9,5,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2303399
255,2023,Brown Bears,37,Griffin King,Griffin,King,Sr,M,10,9,18,7,25,36,0.5,26,0.722,0,3,0,21,15,2,0,0,0.0,1,60,0,0,,0,0.0,0,0.0,0,2303404
256,2023,Brown Bears,27,Logan Paff,Logan,Paff,Sr,M,10,7,4,2,6,28,0.143,13,0.464,0,0,0,3,1,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2303416
257,2023,Brown Bears,29,Devon McLane,Devon,McLane,Sr,ATT,10,10,28,23,51,92,0.304,52,0.565,2,7,0,23,18,2,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2303422
258,2023,Brown Bears,31,Harry Laferriere,Harry,Laferriere,Fr,GK,8,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,3,0,0,0.0,0,0,8,0,18:21,5,16.349,4,0.444,0,2803814
259,2023,Brown Bears,45,Wells Bligh,Wells,Bligh,So,ATT,8,5,7,1,8,16,0.438,10,0.625,0,0,0,6,9,1,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2653254
260,2023,Brown Bears,41,Brandon Bergner,Brandon,Bergner,So,M,7,2,3,0,3,9,0.333,5,0.556,0,1,0,8,4,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2653253
261,2023,Brown Bears,8,Porter Hollen,Porter,Hollen,Jr,M,7,0,0,1,1,2,0.0,1,0.5,0,0,0,1,6,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2523439
262,2023,Brown Bears,12,Topher Bligh,Topher,Bligh,Sr,ATT,6,2,0,0,0,0,0.0,0,0.0,0,0,0,0,0,1,0,0,0.0,1,60,0,0,,0,0.0,0,0.0,0,2303394
263,2023,Brown Bears,50,Zander Valentini,Zander,Valentini,Jr,D,5,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,1,60,0,0,,0,0.0,0,0.0,0,2523441
264,2023,Brown Bears,22,Forrest Demetri,Forrest,Demetri,So,ATT,4,0,0,0,0,3,0.0,2,0.667,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2653255
265,2023,Brown Bears,6,Teagan Bultman,Teagan,Bultman,Jr,M,4,0,0,0,0,0,0.0,0,0.0,0,0,0,1,1,0,7,23,0.304,0,0,0,0,,0,0.0,0,0.0,0,2523438
266,2023,Brown Bears,24,Spencer Hughes,Spencer,Hughes,So,M,2,0,0,0,0,0,0.0,0,0.0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2653270
267,2023,Brown Bears,33,Oscar Hertz,Oscar,Hertz,Sr,D,1,1,0,0,0,0,0.0,0,0.0,0,0,0,3,0,1,0,0,0.0,3,180,0,0,,0,0.0,0,0.0,0,2303424
268,2023,Brown Bears,47,Ben Palin,Ben,Palin,Sr,D,1,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2303426
269,2023,Brown Bears,1,Andy Demopoulos,Andy,Demopoulos,So,GK,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2653220
270,2023,Brown Bears,15,Drew Morris,Drew,Morris,Fr,M,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,1,30,0,0,,0,0.0,0,0.0,0,2803793
271,2023,Brown Bears,18,George Wandoff,George,Wandoff,Fr,D,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2803795
272,2023,Bryant Bulldogs,12,Jack Lonsinger,Jack,Lonsinger,Fr,ATT,17,17,42,2,44,91,0.462,64,0.703,4,3,0,27,15,6,0,0,0.0,1,60,0,0,,0,0.0,0,0.0,0,2666235
273,2023,Bryant Bulldogs,30,Drew Lucas,Drew,Lucas,So,D,17,17,2,4,6,10,0.2,5,0.5,0,0,0,57,11,23,0,0,0.0,4,150,0,0,,0,0.0,0,0.0,0,2666237
274,2023,Bryant Bulldogs,81,Nathan LaLiberte,Nathan,LaLiberte,Jr,M,17,0,7,6,13,24,0.292,14,0.583,1,0,0,116,9,0,193,325,0.594,5,330,0,0,,0,0.0,0,0.0,0,2465316
275,2023,Bryant Bulldogs,34,Aidan Goltz,Aidan,Goltz,Jr,M,17,17,45,14,59,156,0.288,85,0.545,1,5,0,28,28,4,0,0,0.0,5,240,0,0,,0,0.0,0,0.0,1,2465313
276,2023,Bryant Bulldogs,45,Cole Garvey,Cole,Garvey,Jr,D,17,4,0,1,1,1,0.0,1,1.0,0,0,0,13,2,9,0,0,0.0,2,90,0,0,,0,0.0,0,0.0,0,2465312
277,2023,Bryant Bulldogs,10,Mason Drouin,Mason,Drouin,Jr,M,17,0,7,4,11,23,0.304,11,0.478,1,1,0,9,8,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2465311
278,2023,Bryant Bulldogs,73,Teagan Alexander,Teagan,Alexander,Jr,GK,17,17,0,0,0,0,0.0,0,0.0,0,0,0,40,11,8,0,0,0.0,1,60,17,16,998:52,205,12.314,194,0.486,0,2465309
279,2023,Bryant Bulldogs,77,Tanner Alexander,Tanner,Alexander,Jr,D,17,17,4,3,7,5,0.8,4,0.8,0,0,0,46,5,24,0,0,0.0,4,270,0,0,,0,0.0,0,0.0,0,2465308
280,2023,Bryant Bulldogs,29,Keaton Jones,Keaton,Jones,Sr,,17,0,0,0,0,2,0.0,2,1.0,0,0,0,12,3,3,0,1,0.0,5,240,0,0,,0,0.0,0,0.0,0,2119269
281,2023,Bryant Bulldogs,37,Connor Whalen,Connor,Whalen,Jr,DM,17,1,0,0,0,2,0.0,1,0.5,0,0,0,31,4,13,0,0,0.0,1,120,0,0,,0,0.0,0,0.0,0,2321692
282,2023,Bryant Bulldogs,31,Timmy Hackett,Timmy,Hackett,Sr,,17,16,24,23,47,78,0.308,41,0.526,2,4,0,12,31,1,0,0,0.0,1,60,0,0,,0,0.0,0,0.0,0,2310611
283,2023,Bryant Bulldogs,9,Kevin Groeninger,Kevin,Groeninger,Sr,,17,17,38,28,66,99,0.384,71,0.717,1,1,0,32,33,2,0,0,0.0,1,30,0,0,,0,0.0,0,0.0,0,2310608
284,2023,Bryant Bulldogs,22,Johnny Hackett,Johnny,Hackett,Fr,ATT,17,16,41,12,53,99,0.414,76,0.768,2,1,0,11,33,1,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2805091
285,2023,Bryant Bulldogs,20,Zak Lanoue,Zak,Lanoue,Sr,M,17,1,0,1,1,8,0.0,5,0.625,0,0,0,41,6,16,0,0,0.0,8,300,0,0,,0,0.0,0,0.0,0,2132883
286,2023,Bryant Bulldogs,1,Connor McMahon,Connor,McMahon,Sr,M,17,16,16,11,27,64,0.25,30,0.469,0,0,0,13,15,3,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2131290
287,2023,Bryant Bulldogs,32,Will Ronan,Will,Ronan,Sr,,16,0,1,3,4,3,0.333,2,0.667,0,0,0,23,2,7,0,0,0.0,1,30,0,0,,0,0.0,0,0.0,0,2310619
288,2023,Bryant Bulldogs,8,Jacob Alexander,Jacob,Alexander,Sr,,16,1,2,0,2,15,0.133,9,0.6,0,0,0,65,9,0,97,186,0.522,1,30,0,0,,0,0.0,0,0.0,0,2310597
289,2023,Bryant Bulldogs,2,Spencer Clark,Spencer,Clark,So,M,16,0,0,0,0,1,0.0,1,1.0,0,0,0,6,1,4,0,0,0.0,1,60,0,0,,0,0.0,0,0.0,0,2666225
290,2023,Bryant Bulldogs,99,Luke Mead,Luke,Mead,Fr,LSM,15,0,1,0,1,6,0.167,5,0.833,0,0,0,9,3,4,0,0,0.0,2,240,0,0,,0,0.0,0,0.0,0,2805119
291,2023,Bryant Bulldogs,24,Ryan Dobrzynski,Ryan,Dobrzynski,Sr,,14,0,3,3,6,14,0.214,8,0.571,0,0,0,4,8,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2310582
292,2023,Bryant Bulldogs,97,Cole Braun,Cole,Braun,So,M,14,0,3,1,4,8,0.375,4,0.5,0,0,0,2,7,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2666223
293,2023,Bryant Bulldogs,55,Brody Rule,Brody,Rule,Sr,,13,13,0,2,2,1,0.0,1,1.0,0,0,0,21,6,11,0,0,0.0,7,330,0,0,,0,0.0,0,0.0,0,2310620
294,2023,Bryant Bulldogs,4,John Tomsheck,John,Tomsheck,Fr,ATT,10,0,4,6,10,13,0.308,10,0.769,0,0,0,4,5,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2805070
295,2023,Bryant Bulldogs,35,Chad Vasquenza,Chad,Vasquenza,Sr,,8,0,0,0,0,0,0.0,0,0.0,0,0,0,1,2,1,0,0,0.0,1,60,0,0,,0,0.0,0,0.0,0,2310623
296,2023,Bryant Bulldogs,40,Brennan Hart,Brennan,Hart,Sr,,6,0,0,0,0,0,0.0,0,0.0,0,0,0,1,0,1,0,0,0.0,0,0,6,0,22:01,4,10.901,4,0.5,0,2310613
297,2023,Bryant Bulldogs,11,Tim LaCroix,Tim,LaCroix,Jr,M,6,0,0,1,1,2,0.0,1,0.5,0,0,0,0,3,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2465194
298,2023,Bryant Bulldogs,38,Will Milewski,Will,Milewski,Jr,D,5,0,0,0,0,1,0.0,1,1.0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2465318
299,2023,Bryant Bulldogs,3,Nick Pisano,Nick,Pisano,Fr,ATT,5,0,0,0,0,1,0.0,0,0.0,0,0,0,2,3,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2805083
300,2023,Bryant Bulldogs,66,Isaiah Davis,Isaiah,Davis,Jr,ATT,5,0,1,0,1,2,0.5,1,0.5,0,0,0,1,0,1,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2465310
301,2023,Bryant Bulldogs,13,Henry Watson,Henry,Watson,So,D,4,0,0,0,0,0,0.0,0,0.0,0,0,0,2,0,2,0,0,0.0,1,60,0,0,,0,0.0,0,0.0,0,2473830
302,2023,Bryant Bulldogs,27,Killian Lathrop,Killian,Lathrop,So,M,3,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,1,60,0,0,,0,0.0,0,0.0,0,2666234
303,2023,Bryant Bulldogs,7,Riley Van Duzer,Riley,Van Duzer,Jr,M,3,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2465195
304,2023,Bryant Bulldogs,50,Ian Peck,Ian,Peck,Jr,D,2,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2465320
305,2023,Bryant Bulldogs,58,Ean Patry,Ean,Patry,Sr,,2,1,0,0,0,0,0.0,0,0.0,0,0,0,1,0,1,0,0,0.0,0,0,1,0,6:01,0,0.0,1,1.0,0,2310617
306,2023,Bryant Bulldogs,21,Mike Kearney,Mike,Kearney,Sr,,2,0,0,0,0,0,0.0,0,0.0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2310615
307,2023,Bryant Bulldogs,36,Liam Peterson,Liam,Peterson,Sr,,2,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2310584
308,2023,Bryant Bulldogs,15,Lucas Hogan,Lucas,Hogan,Jr,M,2,0,0,0,0,1,0.0,1,1.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2465314
309,2023,Bryant Bulldogs,42,Gabe Chinitz,Gabe,Chinitz,Fr,D,2,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2805096
310,2023,Bryant Bulldogs,19,Graham Tyson,Graham,Tyson,So,FO,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2666242
311,2023,Bryant Bulldogs,28,Jack Barton,Jack,Barton,So,D,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2666222
312,2023,Bryant Bulldogs,5,Tiernan Lathrop,Tiernan,Lathrop,Fr,M,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2805071
313,2023,Bryant Bulldogs,33,Kevin Berutich,Kevin,Berutich,Fr,ATT,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2805075
314,2023,Bryant Bulldogs,46,Liam Smith,Liam,Smith,Sr,,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2310622
315,2023,Bryant Bulldogs,51,Rand Paddack,Rand,Paddack,So,GK,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2666240
316,2023,Bryant Bulldogs,14,Andrew Finn,Andrew,Finn,Fr,M,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2805085
317,2023,Bryant Bulldogs,16,Dawson Reilly,Dawson,Reilly,Fr,ATT,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2805088
318,2023,Bryant Bulldogs,23,Tom Caito,Tom,Caito,Fr,M,1,0,0,0,0,1,0.0,1,1.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2805092
319,2023,Bryant Bulldogs,25,Matt Groeninger,Matt,Groeninger,Fr,M,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2805094
320,2023,Bryant Bulldogs,39,Grant Nelligan,Grant,Nelligan,Fr,M,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2805095
321,2023,Bryant Bulldogs,49,Connor Ruppert,Connor,Ruppert,Fr,M,1,0,0,0,0,1,0.0,0,0.0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2805099
322,2023,Bryant Bulldogs,43,Austin Daigneault,Austin,Daigneault,Fr,M,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2805097
323,2023,Bryant Bulldogs,44,Jackson Degner,Jackson,Degner,Fr,D,1,0,0,0,0,1,0.0,1,1.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2805098
324,2023,Bucknell Bison,55,Will Hopkins,Will,Hopkins,Fr,M,13,13,17,12,29,58,0.293,37,0.638,1,2,0,16,12,4,0,0,0.0,1,30,0,0,,0,0.0,0,0.0,0,2807957
325,2023,Bucknell Bison,17,Cam Doolan,Cam,Doolan,So,M,13,12,19,8,27,61,0.311,35,0.574,0,4,0,10,18,2,0,0,0.0,1,30,0,0,,0,0.0,0,0.0,0,2659281
326,2023,Bucknell Bison,5,Richie Striano,Richie,Striano,Jr,M,13,0,2,2,4,13,0.154,5,0.385,0,0,0,24,10,7,0,0,0.0,6,420,0,0,,0,0.0,0,0.0,0,2467393
327,2023,Bucknell Bison,4,Ethan Gyllenhaal,Ethan,Gyllenhaal,Jr,M,13,0,2,3,5,6,0.333,5,0.833,0,0,0,6,5,7,0,0,0.0,1,30,0,0,,0,0.0,0,0.0,0,2467387
328,2023,Bucknell Bison,15,Brendan Coyle,Brendan,Coyle,Jr,FO,13,0,3,0,3,5,0.6,3,0.6,0,0,0,29,2,4,87,217,0.401,1,30,0,0,,0,0.0,0,0.0,0,2467385
329,2023,Bucknell Bison,16,Will Pickering,Will,Pickering,Fr,D,13,11,0,0,0,0,0.0,0,0.0,0,0,0,20,10,7,0,0,0.0,1,60,0,0,,0,0.0,0,0.0,0,2807965
330,2023,Bucknell Bison,37,C.J. Baroni,C.J.,Baroni,Sr,M,13,0,1,1,2,13,0.077,7,0.538,0,0,0,5,5,1,0,0,0.0,1,30,0,0,,0,0.0,0,0.0,0,2304894
331,2023,Bucknell Bison,25,John Young,John,Young,Fr,LSM,13,0,1,0,1,4,0.25,2,0.5,0,0,0,24,3,9,0,0,0.0,4,180,0,0,,0,0.0,0,0.0,0,2807966
332,2023,Bucknell Bison,34,Hank Bethel,Hank,Bethel,Sr,D,13,13,0,0,0,1,0.0,0,0.0,0,0,0,22,7,22,0,0,0.0,10,600,0,0,,0,0.0,0,0.0,0,2304883
333,2023,Bucknell Bison,42,Jaz Zanelli,Jaz,Zanelli,Fr,GK,13,13,0,0,0,1,0.0,1,1.0,0,0,0,22,9,4,0,0,0.0,0,0,13,13,703:52,147,12.531,139,0.486,0,2807969
334,2023,Bucknell Bison,66,Danny Striano,Danny,Striano,Sr,M,13,0,0,2,2,10,0.0,3,0.3,0,0,0,60,6,7,0,0,0.0,6,240,0,0,,0,0.0,0,0.0,0,2304314
335,2023,Bucknell Bison,12,Conor McCusker,Conor,McCusker,Sr,FO,13,0,0,0,0,0,0.0,0,0.0,0,0,0,4,2,0,37,94,0.394,1,30,0,0,,0,0.0,0,0.0,0,2304847
336,2023,Bucknell Bison,13,Andrew Stanzel,Andrew,Stanzel,Sr,D,13,13,0,1,1,2,0.0,0,0.0,0,0,0,35,10,27,0,0,0.0,5,300,0,0,,0,0.0,0,0.0,0,2304877
337,2023,Bucknell Bison,32,Duncan Hill,Duncan,Hill,Jr,D,12,2,0,0,0,1,0.0,1,1.0,0,0,0,15,9,9,0,0,0.0,2,90,0,0,,0,0.0,0,0.0,0,2467388
338,2023,Bucknell Bison,8,Jack Feda,Jack,Feda,Sr,ATT,12,10,24,1,25,63,0.381,44,0.698,0,3,0,10,5,4,0,0,0.0,3,270,0,0,,0,0.0,0,0.0,0,2304846
339,2023,Bucknell Bison,1,Michael Meyer,Michael,Meyer,Fr,ATT,12,10,13,12,25,58,0.224,33,0.569,1,6,0,11,17,2,0,0,0.0,2,60,0,0,,0,0.0,0,0.0,0,2807962
340,2023,Bucknell Bison,9,Patrick Reilly,Patrick,Reilly,Fr,M,12,2,0,0,0,3,0.0,2,0.667,0,0,0,5,2,0,1,6,0.167,1,60,0,0,,0,0.0,0,0.0,0,2807964
341,2023,Bucknell Bison,36,Dutch Furlong,Dutch,Furlong,Jr,M,12,12,21,35,56,66,0.318,35,0.53,0,2,0,10,31,8,0,0,0.0,1,60,0,0,,0,0.0,0,0.0,0,2467386
342,2023,Bucknell Bison,6,Tanner Germain,Tanner,Germain,Sr,M,11,4,4,3,7,26,0.154,14,0.538,0,0,0,4,7,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2807954
343,2023,Bucknell Bison,44,Jack Dudas,Jack,Dudas,So,M,11,3,10,2,12,40,0.25,23,0.575,0,2,0,3,9,2,0,0,0.0,3,150,0,0,,0,0.0,0,0.0,0,2659367
344,2023,Bucknell Bison,23,Joe Scattareggia,Joe,Scattareggia,Sr,DM,11,0,1,2,3,3,0.333,1,0.333,0,0,0,14,6,10,0,0,0.0,3,120,0,0,,0,0.0,0,0.0,0,2304897
345,2023,Bucknell Bison,45,Connor Davis,Connor,Davis,So,ATT,10,10,25,5,30,92,0.272,63,0.685,1,5,0,18,11,6,0,0,0.0,3,90,0,0,,0,0.0,0,0.0,0,2659363
346,2023,Bucknell Bison,41,Chris Begier,Chris,Begier,Fr,M,9,1,2,1,3,4,0.5,3,0.75,0,0,0,2,4,1,0,0,0.0,1,30,0,0,,0,0.0,0,0.0,0,2807968
347,2023,Bucknell Bison,11,Griffin Shaffer,Griffin,Shaffer,Fr,FO,7,0,0,0,0,1,0.0,0,0.0,0,0,0,5,0,0,15,34,0.441,0,0,0,0,,0,0.0,0,0.0,0,2807955
348,2023,Bucknell Bison,2,Ben Bonafede,Ben,Bonafede,So,M,6,0,0,0,0,0,0.0,0,0.0,0,0,0,2,1,3,0,0,0.0,1,60,0,0,,0,0.0,0,0.0,0,2659361
349,2023,Bucknell Bison,14,Jack Billitier,Jack,Billitier,Sr,ATT,5,1,0,1,1,3,0.0,1,0.333,0,0,0,1,2,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2304896
350,2023,Bucknell Bison,40,Max Nolan,Max,Nolan,So,GK,5,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,4,0,35:16,7,11.909,4,0.364,0,2659366
351,2023,Bucknell Bison,3,Patrick Ciquera,Patrick,Ciquera,Jr,ATT,4,0,0,0,0,3,0.0,0,0.0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2467384
352,2023,Bucknell Bison,28,Jack Morvillo,Jack,Morvillo,Fr,LSM,3,0,0,0,0,1,0.0,0,0.0,0,0,0,3,2,1,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2807967
353,2023,Bucknell Bison,10,Brett Callahan,Brett,Callahan,Jr,M,2,0,1,0,1,1,1.0,1,1.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2659280
354,2023,Bucknell Bison,27,Grant Malas,Grant,Malas,So,ATT,2,0,0,0,0,0,0.0,0,0.0,0,0,0,2,4,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2659283
355,2023,Bucknell Bison,18,George Talarico,George,Talarico,So,D,2,0,0,0,0,0,0.0,0,0.0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2659362
356,2023,Bucknell Bison,24,Rich O'Halloran,Rich,O'Halloran,So,GK,2,0,0,0,0,0,0.0,0,0.0,0,0,0,3,0,0,0,0,0.0,0,0,2,0,44:08,7,9.517,3,0.3,0,2659360
357,2023,Bucknell Bison,77,Owen Kovacs,Owen,Kovacs,Fr,ATT,2,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2807972
358,2023,Bucknell Bison,20,Brian Miller,Brian,Miller,Sr,ATT,2,0,1,0,1,2,0.5,2,1.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2304881
359,2023,Bucknell Bison,31,Daniel Parson,Daniel,Parson,Sr,GK,2,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0:35,0,0.0,0,0.0,0,2304885
360,2023,Bucknell Bison,47,Charlie Keating,Charlie,Keating,Fr,M,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2807971
361,2023,Bucknell Bison,29,Tommy Armstrong,Tommy,Armstrong,So,ATT,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2659364
362,2023,Bucknell Bison,30,Louie Germain,Louie,Germain,Fr,D,1,0,0,0,0,0,0.0,0,0.0,0,0,0,1,0,1,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2807956
363,2023,Bucknell Bison,7,Will Mangel,Will,Mangel,Fr,D,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2807963
364,2023,Canisius Golden Griffins,48,Micah Hanson,Micah,Hanson,Fr,FO,15,0,1,5,6,9,0.111,6,0.667,0,0,0,132,16,2,194,399,0.486,2,60,0,0,,0,0.0,0,0.0,0,2799612
365,2023,Canisius Golden Griffins,22,Alexis Simard,Alexis,Simard,Fr,LSM,15,0,1,4,5,3,0.333,2,0.667,0,0,0,20,6,12,0,0,0.0,6,300,0,0,,0,0.0,0,0.0,0,2799602
366,2023,Canisius Golden Griffins,6,Jaxon Fridge,Jaxon,Fridge,So,M,15,10,6,10,16,26,0.231,15,0.577,0,0,0,11,14,0,0,0,0.0,1,60,0,0,,0,0.0,0,0.0,0,2652008
367,2023,Canisius Golden Griffins,42,Chance Cook,Chance,Cook,So,D,15,15,0,0,0,0,0.0,0,0.0,0,0,0,17,6,10,0,0,0.0,4,210,0,0,,0,0.0,0,0.0,0,2652007
368,2023,Canisius Golden Griffins,20,Tommy Kunz,Tommy,Kunz,So,GK,15,15,0,0,0,0,0.0,0,0.0,0,0,0,31,10,6,0,0,0.0,1,60,15,15,902:11,204,13.567,193,0.486,0,2652005
369,2023,Canisius Golden Griffins,8,Kayden Easter,Kayden,Easter,So,M,15,0,8,0,8,30,0.267,18,0.6,0,0,0,8,7,1,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2651982
370,2023,Canisius Golden Griffins,4,Patrick Mitchell,Patrick,Mitchell,So,M,15,0,11,6,17,41,0.268,24,0.585,0,3,0,8,10,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2651981
371,2023,Canisius Golden Griffins,47,Ryan Furlong,Ryan,Furlong,Jr,M,15,0,2,0,2,7,0.286,2,0.286,0,0,0,25,10,16,0,0,0.0,11,600,0,0,,0,0.0,0,0.0,0,2467641
372,2023,Canisius Golden Griffins,15,Colin Kelly,Colin,Kelly,So,ATT,15,15,41,5,46,135,0.304,64,0.474,1,3,0,33,31,2,0,0,0.0,4,150,0,0,,0,0.0,0,0.0,0,2467632
