item_id,description,division,spanYears,year,up,down,level,all,up12,down12,level12,all12,up_ch_median,down_ch_median,up_ch12_median,down_ch12_median,up_ch_mean,up_ch12_mean,down_ch_mean,down_ch12_mean,up_sh,down_sh,up_sh12,down_sh12,group,yearMax,rankRise,rankRiseLatest,inflationRank,up_sh12_longRun,up_ch12_longRunMean,division_sh
320124,E-CIG REFILL BOTTL/CART 2-10ML,2,7,2022,37,34,1980,2051,191,215,1212,1618,0.012658216,-0.044711534,0.14999998,-0.16666667,0.12387925,0.32225871,-0.1240878,-0.15816753,0.018039981,0.016577279,0.11804697,0.13288009,202,2022,587,587,587,0.18049803,0.41186115,Alcohol & tobacco
520123,EARRINGS- FASHION,12,23,2022,163,129,1660,1952,636,318,397,1351,0.25,-0.22222222,0.38910505,-0.30000001,0.36709267,0.6381765,-0.26150024,-0.32296091,0.083504096,0.066086069,0.4707624,0.2353812,1203,2022,377,377,377,0.34903049,0.67320627,Misc
211603,EGGS-LARGE-PER DOZ OR 2 X 6,1,35,2022,18,2,99,119,80,4,9,93,0.050251208,-0.066455044,0.13636361,-0.1267273,0.043676425,0.14298296,-0.066455044,-0.18583842,0.15126051,0.016806724,0.86021507,0.043010753,101,2022,29,29,29,0.47299728,0.13272937,Food & drink
211602,EGGS-MEDIUM-PER DOZ OR 2 X 6,1,35,2022,19,2,101,122,80,3,20,103,0.047619119,-0.061797731,0.12333333,-0.16000003,0.063823886,0.12125029,-0.061797731,-0.16333334,0.1557377,0.016393442,0.77669901,0.029126214,101,2022,72,72,72,0.4689182,0.16522801,Food & drink
430304,ELECTRIC COOKER,5,35,2022,429,374,620,1423,869,260,102,1231,0.080321282,-0.057306591,0.15002878,-0.097899921,0.095772348,0.21693935,-0.071970403,-0.18164819,0.30147576,0.26282501,0.70593011,0.2112104,503,2022,135,135,135,0.4388009,0.19604333,Household
430359,ELECTRIC COOLING FAN -SEASONAL,5,10,2022,61,76,444,581,361,129,125,615,0.25,-0.13027254,0.33344454,-0.16666667,0.26982501,1.3185766,-0.17738648,-0.30012855,0.10499139,0.13080895,0.58699185,0.20975609,503,2022,242,242,242,0.40293273,1.0075985,Household
430351,ELECTRIC HAIR STYLING APP,12,13,2022,368,229,1258,1855,1168,271,167,1606,0.40008891,-0.31999999,0.25,-0.2,0.46277675,0.46370512,-0.33730578,-0.24690102,0.19838275,0.12345014,0.72727275,0.16874221,1201,2022,116,116,116,0.40719527,0.57391691,Misc
430358,ELECTRIC HEATER -SEASONAL,5,10,2022,61,43,325,429,251,171,49,471,0.11114198,-0.60030013,0.52173913,-0.28120509,0.16009334,1.103446,-0.43188432,-0.31423175,0.14219114,0.1002331,0.53290868,0.36305732,503,2022,309,309,309,0.39588904,0.81054187,Household
430317,ELECTRIC IRON,5,25,2022,210,180,1223,1613,861,448,197,1506,0.18752344,-0.16683331,0.25012505,-0.31625,0.2096238,0.35114753,-0.1906786,-0.31010199,0.13019219,0.11159331,0.57171315,0.29747677,503,2022,263,263,263,0.40181634,0.33355239,Household
430307,ELECTRIC KETTLE - 1.5-1.7L,5,35,2022,327,345,1525,2197,1169,483,362,2014,0.22727273,-0.20008701,0.15007503,-0.16666667,0.39651412,0.25813454,-0.22871119,-0.18984985,0.14883932,0.15703231,0.58043694,0.23982126,503,2022,248,248,248,0.37795889,0.27986562,Household
430321,ELECTRIC RAZOR,12,24,2022,248,210,646,1104,382,376,156,914,0.41438192,-0.28125,0.33337778,-0.30006,0.47510582,0.56234848,-0.27396855,-0.31404465,0.22463769,0.19021739,0.41794312,0.41137856,1201,2022,435,435,435,0.44219723,0.47225106,Misc
430363,ELECTRIC TOOTHBRUSH,12,4,2022,928,914,1350,3192,1567,923,577,3067,0.60000002,-0.3773585,0.5,-0.33333334,0.62565458,0.89225626,-0.37531257,-0.34472033,0.29072681,0.28634086,0.51092273,0.30094555,1201,2022,331,331,331,0.45529446,0.84646219,Misc
410509,ELECTRICIAN-DAYTIME RATE/HOUR,4,33,2022,13,0,1387,1400,113,0,1169,1282,0.1,,0.12499998,,0.14068703,0.16624296,,,0.0092857145,0.0,0.088143528,0.0,403,2022,590,590,590,0.34025556,0.18743902,Housing & utilities
630368,ELECTRONIC EDUCATIONAL TOY,9,10,2022,213,147,1324,1684,863,202,309,1374,0.2,-0.20000002,0.22727273,-0.20000002,0.27131334,0.51892799,-0.21241827,-0.26371387,0.12648456,0.087292165,0.62809318,0.14701602,903,2022,200,200,200,0.40539166,0.42864415,Recreation & culture
440121,"EVENT CATERING, SET MENU, COST",11,22,2022,42,8,1015,1065,65,6,128,199,0.13979958,-0.087121218,0.14583333,-0.13060926,0.17205773,0.23263705,-0.086439461,-0.14619479,0.03943662,0.0075117373,0.32663316,0.030150754,1101,2022,520,520,520,0.33599541,0.14795956,Restaurants & Hotels
640222,EXERCISE CLASS UPTO 1HR,9,27,2022,86,14,1480,1580,253,36,243,532,0.048331492,-0.13627049,0.057692345,-0.2,0.081657164,0.10494445,-0.1336403,-0.17847446,0.05443038,0.0088607594,0.47556391,0.067669176,904,2022,368,368,368,0.6053589,0.081064388,Recreation & culture
610239,EXHAUST FITTING FAST FIT CENT,7,8,2022,29,7,22,58,37,3,6,46,0.04634814,-0.083605304,0.086108945,-0.0911939,0.070037171,0.11225879,-0.1318637,-0.14231932,0.5,0.12068965,0.80434781,0.065217391,702,2022,59,59,59,0.56394714,0.15167518,Transport
430531,FABRIC CONDITIONER 500ML-1.5LT,5,19,2022,225,156,802,1183,544,220,203,967,0.26262626,-0.2961905,0.125,-0.25031328,0.32018718,0.30935115,-0.28644937,-0.26682752,0.19019443,0.13186814,0.56256461,0.22750776,506,2022,275,275,275,0.4209215,0.31956825,Household
430229,FABRIC ROLLER BLIND 120-180CM,5,21,2022,59,70,1216,1345,402,118,696,1216,0.14285715,-0.15000001,0.22979799,-0.21052632,0.29279107,0.33816713,-0.19231097,-0.20474245,0.043866172,0.052044611,0.3305921,0.097039476,502,2022,517,517,517,0.29127917,0.26891792,Household
220301,FISH & CHIPS TAKEAWAY,11,35,2022,189,6,855,1050,757,19,59,835,0.078740157,-0.065909088,0.15463918,-0.050000031,0.093654819,0.17716634,-0.067835122,-0.082040004,0.18000001,0.0057142857,0.90658683,0.02275449,1101,2022,15,15,15,0.66780561,0.085920356,Restaurants & Hotels
430224,FITTED BED SHEET,5,26,2022,355,202,2216,2773,1319,298,761,2378,0.18205462,-0.2,0.2,-0.20833333,0.21722454,0.27522746,-0.21104437,-0.26188314,0.1280202,0.072845295,0.55466777,0.1253154,502,2022,287,287,287,0.27860054,0.26891002,Household
212017,FIZZY BOTTLED DRINK 500ML,1,18,2022,221,48,1033,1302,772,117,123,1012,0.064516149,-0.033333302,0.071428582,-0.14285709,0.074619696,0.084033556,-0.074916258,-0.1340148,0.16973886,0.036866359,0.76284587,0.11561265,102,2022,83,83,83,0.64522898,0.090944514,Food & drink
212015,FIZZY ENERGY DRINK 250-500ML,1,22,2022,165,54,978,1197,577,90,321,988,0.090909094,-0.092329539,0.091743141,-0.062500015,0.11672994,0.15803695,-0.12404693,-0.10905006,0.13784461,0.045112781,0.5840081,0.091093116,102,2022,243,243,243,0.43296155,0.13154925,Food & drink
212024,FLAVOURED WATER BOTT 900ML-1.5,1,6,2022,488,268,1316,2072,1507,283,95,1885,0.15384616,-0.14999998,0.23076929,-0.10526312,0.19370581,0.27907971,-0.17042185,-0.14227213,0.23552124,0.12934363,0.79946947,0.15013263,102,2022,61,61,61,0.41032413,0.22354877,Food & drink
211905,"FLAVRD TEA 15-20 BAGS, 30-40G",1,4,2022,351,158,1586,2095,1022,137,765,1924,0.14999998,-0.25,0.17499995,-0.16666667,0.22650702,0.24767506,-0.25999025,-0.18635385,0.16754177,0.07541766,0.53118503,0.071205825,102,2022,312,312,312,0.37099755,0.44369474,Food & drink
430235,FLOOR RUG STATE SIZE & MATERIA,5,6,2022,325,189,2213,2727,882,403,955,2240,0.13333334,-0.2,0.17647059,-0.2,0.19315381,0.39528158,-0.20105366,-0.258921,0.11917859,0.069306932,0.39375001,0.17991072,501,2022,463,463,463,0.32453412,0.3808265,Household
210201,FLOUR-SELF-RAISING-1.5KG,1,35,2022,240,51,1048,1339,795,91,228,1114,0.15384619,-0.1076923,0.28571427,-0.18750004,0.18923368,0.32136595,-0.16226466,-0.18430783,0.17923824,0.038088124,0.7136445,0.081687614,101,2022,126,126,126,0.38700366,0.19768786,Food & drink
520118,FLOWER VASE,5,27,2022,108,54,1198,1360,665,197,194,1056,0.083333336,-0.1681709,0.2,-0.2,0.14684568,0.51749337,-0.20029661,-0.2418126,0.079411767,0.039705884,0.62973487,0.18655303,504,2022,198,198,198,0.34611538,0.50774461,Household
630336,FOOTBALL,9,21,2022,96,44,963,1103,586,221,160,967,0.125,-0.17433417,0.20080055,-0.16620344,0.1816117,0.30054089,-0.19840237,-0.25232896,0.087035358,0.039891206,0.60599792,0.22854188,903,2022,217,217,217,0.37212488,0.40778285,Recreation & culture
310406,FORTIFIED WINE  (70-75CL),2,35,2022,328,202,1557,2087,525,287,910,1722,0.11111111,-0.14299333,0.095238097,-0.1627907,0.20442769,0.12920864,-0.17252852,-0.18950646,0.1571634,0.096789651,0.30487806,0.16666667,201,2022,543,543,543,0.52342469,0.12399003,Alcohol & tobacco
210910,FRESH BONELESS CHICKEN BREAST,1,20,2022,630,106,1318,2054,1304,113,142,1559,0.051282,-0.041316532,0.14720002,-0.12445277,0.068397999,0.18026386,-0.071847118,-0.1924559,0.30671859,0.051606622,0.83643359,0.072482362,101,2022,45,45,45,0.3768169,0.13374025,Food & drink
211815,FRESH DOUBLE CREAM 250ML-300ML,1,14,2022,311,75,934,1320,937,33,143,1113,0.060606003,-0.04545461,0.13043477,-0.10714284,0.073644981,0.1422269,-0.071043722,-0.10698934,0.23560606,0.056818184,0.84186882,0.029649595,101,2022,40,40,40,0.5019936,0.11807005,Food & drink
211105,FRESH FISH-SALMON FILLETS-KG,1,22,2022,366,114,732,1212,801,72,155,1028,0.06270624,-0.0780195,0.19011046,-0.1107616,0.084546186,0.21675533,-0.099723361,-0.1461589,0.3019802,0.094059408,0.77918285,0.070038907,101,2022,68,68,68,0.46303064,0.19284816,Food & drink
210914,FRESH TURKEY DICED/MIN PER KG,1,3,2022,54,26,301,381,256,79,41,376,0.066228107,-0.064844005,0.19117649,-0.081578933,0.11164843,0.24859749,-0.09470892,-0.11172733,0.14173229,0.06824147,0.68085104,0.21010639,101,2022,159,159,159,0.52706146,0.27385643,Food & drink
212530,FRESH VEG-BROCCOLI-PER KG,1,16,2022,810,272,2485,3567,1460,534,651,2645,0.083832331,-0.15865381,0.15384619,-0.18125005,0.15917759,0.24561997,-0.17406963,-0.21808513,0.22708158,0.076254554,0.55198491,0.20189036,101,2022,295,295,295,0.44862157,0.25298959,Food & drink
212516,FRESH VEG-CABBAGE-WHOLE-PER KG,1,35,2022,411,183,3063,3657,1294,693,811,2798,0.12244898,-0.1692307,0.31111109,-0.18750004,0.20160887,0.34714198,-0.18481472,-0.18071811,0.1123872,0.050041016,0.46247318,0.24767691,101,2022,384,384,384,0.38741326,0.32128996,Food & drink
212518,FRESH VEG-CARROTS-PER KG,1,35,2022,762,376,2918,4056,1369,652,950,2971,0.088888936,-0.11111107,0.12499996,-0.10000002,0.15366311,0.18812913,-0.14562882,-0.13772672,0.18786982,0.092702173,0.46078762,0.21945474,101,2022,385,385,385,0.42227757,0.25035393,Food & drink
212504,FRESH VEG-CAULIFLOWER-EACH,1,35,2022,964,391,2446,3801,1420,601,835,2856,0.10000002,-0.14285715,0.13924044,-0.1368421,0.17485893,0.21582964,-0.17018506,-0.16810256,0.25361747,0.10286766,0.49719888,0.21043417,101,2022,342,342,342,0.4321762,0.31330812,Food & drink
212531,FRESH VEG-COURGETTE-PER KG,1,16,2022,484,267,2549,3300,1223,316,870,2409,0.19969788,-0.16981134,0.16279064,-0.13434589,0.27935576,0.2797792,-0.19044206,-0.17938985,0.14666666,0.080909088,0.50767952,0.13117476,101,2022,335,335,335,0.36726701,0.25141063,Food & drink
212510,FRESH VEG-CUCUMBER-WHOLE,1,35,2022,1094,205,2676,3975,1985,324,765,3074,0.10169493,-0.13999999,0.20930226,-0.12916669,0.13759111,0.26334041,-0.16803263,-0.17484446,0.27522013,0.051572327,0.64573842,0.10540013,101,2022,191,191,191,0.42037401,0.25536761,Food & drink
212511,FRESH VEG-LETTUCE-ICEBERG-EACH,1,35,2022,998,225,2504,3727,1620,312,983,2915,0.090909109,-0.1621622,0.27906978,-0.1621622,0.13817912,0.26826304,-0.19030851,-0.17518835,0.26777568,0.06037027,0.55574614,0.10703259,101,2022,285,285,285,0.43760014,0.28136754,Food & drink
212520,FRESH VEG-MUSHROOMS-PER KG,1,35,2022,390,242,3294,3926,1480,615,856,2951,0.068932056,-0.053627782,0.15007508,-0.053627782,0.13400337,0.22410828,-0.1044939,-0.10082062,0.099337749,0.061640345,0.50152493,0.20840393,101,2022,340,340,340,0.35202023,0.17487231,Food & drink
212519,FRESH VEG-ONIONS-PER KG,1,35,2022,627,361,2933,3921,1236,702,903,2841,0.061538495,-0.17142858,0.14999998,-0.20370372,0.12537108,0.2615599,-0.19394059,-0.17946361,0.15990819,0.092068352,0.43505809,0.24709609,101,2022,416,416,416,0.42152098,0.27202314,Food & drink
212532,FRESH VEG-PEPPERS -LOOSE OR KG,1,15,2022,763,416,2814,3993,1482,620,787,2889,0.071428575,-0.10000001,0.11764701,-0.066666678,0.14292611,0.32842255,-0.15217231,-0.18876432,0.1910844,0.10418232,0.51298028,0.21460713,101,2022,328,328,328,0.35048088,0.33160412,Food & drink
212515,FRESH VEG-TOMATOES-PER KG,1,35,2022,743,342,2359,3444,1555,403,555,2513,0.096330293,-0.15075375,0.15568861,-0.17735849,0.18799107,0.34422094,-0.17287651,-0.21925427,0.21573752,0.099303134,0.61878234,0.1603661,101,2022,208,208,208,0.45565075,0.28261173,Food & drink
211101,FRESH WHITE FISH FILLETS KG,1,27,2022,223,58,845,1126,683,83,214,980,0.066542268,-0.073081225,0.11111114,-0.06666667,0.090923525,0.1369627,-0.12424611,-0.11006261,0.19804618,0.051509768,0.69693875,0.084693879,101,2022,142,142,142,0.50767016,0.17140278,Food & drink
212016,FRESH/CHILL ORANGE JUICE 900ML,1,20,2022,381,188,746,1315,776,214,188,1178,0.25,-0.33333334,0.12244896,-0.25925928,0.31337819,0.23488498,-0.31291115,-0.2523576,0.28973383,0.14296578,0.65874362,0.18166384,102,2022,176,176,176,0.43405497,0.16469006,Food & drink
210905,FRESH/CHILLED CHICKEN  PER KG,1,34,2022,561,148,1086,1795,1067,105,146,1318,0.059523847,-0.042735003,0.15662652,-0.16413373,0.084185384,0.19992979,-0.079921976,-0.1747997,0.31253481,0.082451254,0.80955994,0.07966616,101,2022,55,55,55,0.43295741,0.15893421,Food & drink
430362,FRIDGE/FREEZER SPEC CAPACITIES,5,8,2022,543,555,1004,2102,1380,357,119,1856,0.078407556,-0.047620181,0.20695333,-0.09099181,0.10259384,0.32805541,-0.060203183,-0.114509,0.2583254,0.26403424,0.74353451,0.19234914,503,2022,101,101,101,0.57042032,0.23644842,Household
211019,FROZ CHICKEN NUGGETS 220-600G,1,18,2022,246,113,637,996,393,164,304,861,0.16666664,-0.25806451,0.16666667,-0.24242423,0.24327841,0.32468086,-0.2396137,-0.23391332,0.24698795,0.11345381,0.45644599,0.19047619,101,2022,396,396,396,0.28264469,0.35172224,Food & drink
212928,FROZ VEG BURGER/GRILL 180-454G,1,25,2022,476,241,1435,2152,1101,244,492,1837,0.17420486,-0.2307692,0.21212123,-0.2,0.25094777,0.36135688,-0.24850777,-0.18113407,0.22118959,0.11198885,0.59934676,0.13282526,101,2022,231,231,231,0.34064436,0.1947979,Food & drink
210414,FROZEN BEEFBURGERS PACK OF 4,1,31,2022,219,84,856,1159,697,106,163,966,0.1,-0.13212723,0.125,-0.16666667,0.14801165,0.21099754,-0.1785612,-0.26231021,0.18895599,0.072476275,0.72153211,0.10973085,101,2022,121,121,121,0.36619666,0.2772896,Food & drink
211211,FROZEN BREAD/BAT FISH 400-550G,1,13,2022,679,251,995,1925,1406,209,206,1821,0.14285715,-0.23423426,0.17647055,-0.125,0.19184348,0.20567851,-0.22046788,-0.15451837,0.35272726,0.13038962,0.77210325,0.1147721,101,2022,74,74,74,0.38926032,0.21164647,Food & drink
212405,FROZEN CHIPS 900G-1.5KG,1,31,2022,731,334,2224,3289,2409,332,234,2975,0.19600001,-0.2,0.22270742,-0.16317995,0.21367097,0.2884059,-0.21505325,-0.17811064,0.222256,0.10155062,0.80974787,0.11159664,101,2022,54,54,54,0.42910239,0.23818421,Food & drink
211210,FROZEN FISH FINGERS 8-12 PK,1,19,2022,486,209,1505,2200,1369,340,300,2009,0.16129033,-0.23076923,0.16923076,-0.1148148,0.22987859,0.27317002,-0.22116186,-0.14462866,0.22090909,0.094999999,0.68143356,0.16923843,101,2022,158,158,158,0.45935959,0.22165704,Food & drink
212609,FROZEN GARDEN PEAS 800G-1KG,1,29,2022,528,153,1648,2329,1170,164,673,2007,0.11111114,-0.13043477,0.14999998,-0.10975607,0.12642214,0.24673483,-0.13754116,-0.17614239,0.22670674,0.065693431,0.58295965,0.081714004,101,2022,245,245,245,0.35126325,0.20542452,Food & drink
211106,FROZEN PRAWNS PER KG,1,19,2022,279,106,981,1366,878,118,260,1256,0.1291139,-0.12685716,0.12485935,-0.11099996,0.13172577,0.17179117,-0.14652558,-0.12885667,0.20424597,0.077598825,0.69904459,0.093949042,101,2022,139,139,139,0.41828963,0.22255184,Food & drink
212020,FRUIT DRINK BOTTLE 4-8 PACK,1,13,2022,373,367,984,1724,956,141,503,1600,0.5,-0.33333334,0.47826093,-0.33333334,0.44099882,0.38204262,-0.34156024,-0.32054913,0.21635731,0.21287704,0.59750003,0.088124998,102,2022,233,233,233,0.37822387,0.36800945,Food & drink
212730,FRUIT FRESH SNACKING 150-350G,1,9,2022,314,111,1632,2057,1214,193,502,1909,0.125,-0.11111111,0.125,-0.125,0.14941525,0.2898111,-0.13589537,-0.1712608,0.15264949,0.053962082,0.63593507,0.10110005,101,2022,194,194,194,0.26079521,0.30324405,Food & drink
220125,FRUIT JUICE BOTTLE 250-350ML,11,14,2022,243,24,2158,2425,698,64,131,893,0.033898272,-0.050595228,0.055865936,-0.039999962,0.043509793,0.076720044,-0.059942551,-0.11581972,0.10020619,0.009896907,0.78163493,0.071668535,1101,2022,65,65,65,0.50265777,0.076978303,Restaurants & Hotels
212006,FRUIT JUICE NOT ORANGE 1L,1,32,2022,192,40,991,1223,729,88,194,1011,0.10000002,-0.13043477,0.14285718,-0.11235951,0.14350943,0.2512188,-0.17213473,-0.15337563,0.156991,0.032706458,0.72106826,0.087042533,102,2022,122,122,122,0.36783665,0.15290272,Food & drink
212214,FRUIT PASTILLES 2,1,35,2022,42,23,926,991,145,51,432,628,0.18181811,-0.1538461,0.1666666,-0.1666667,0.19183548,0.1503446,-0.18711132,-0.20526883,0.042381432,0.023208881,0.23089172,0.081210189,101,2022,574,574,574,0.53469628,0.10481639,Food & drink
212001,"FRUIT SQUASH, 750ML - 1.5LT",1,35,2022,398,285,1435,2118,1200,214,491,1905,0.30952382,-0.2857143,0.21212123,-0.24242423,0.28100923,0.3594802,-0.27259901,-0.2333207,0.18791312,0.13456091,0.62992126,0.11233596,102,2022,197,197,197,0.44641486,0.18264827,Food & drink
430423,FRYING PAN 24-30CM,5,18,2022,335,162,1332,1829,846,363,250,1459,0.11979162,-0.21111113,0.21428572,-0.21052632,0.18930456,0.3522971,-0.22613464,-0.22907858,0.1831602,0.088572994,0.57984918,0.24880055,504,2022,252,252,252,0.41293344,0.36529478,Household
212918,FRZN READY-COOKD MEAL SERVES 1,1,34,2022,211,24,763,998,553,113,244,910,0.075000048,-0.22962964,0.13714287,-0.25000006,0.117533,0.21945329,-0.23033512,-0.25321588,0.21142285,0.024048096,0.6076923,0.12417582,101,2022,216,216,216,0.34249753,0.20478444,Food & drink
440227,FUNERAL-CREMATION,12,25,2022,293,92,2544,2929,1559,494,440,2493,0.015180266,-0.033164904,0.032840721,-0.056473829,0.043241221,0.080207638,-0.058488782,-0.070031695,0.10003414,0.031410038,0.62535101,0.19815484,1207,2022,202,202,202,0.76607114,0.10083217,Misc
630505,GARDEN SPADE,5,35,2022,165,33,854,1052,639,107,112,858,0.078947365,-0.083333336,0.20006676,-0.30448022,0.1298469,0.63096654,-0.14356357,-0.31621087,0.15684411,0.031368822,0.74475527,0.12470862,505,2022,99,99,99,0.36885062,0.27902225,Household
430414,GAS COOKERS-SPECIFY MAKE & MOD,5,30,2022,432,313,499,1244,668,265,70,1003,0.062522158,-0.052770447,0.11849113,-0.053846154,0.08121521,0.16768384,-0.058751523,-0.11722051,0.34726688,0.25160772,0.66600198,0.26420736,503,2022,170,170,170,0.42038226,0.1925482,Household
430413,GAS FIRE,5,30,2022,82,11,536,629,296,29,75,400,0.09175583,-0.086357944,0.12307692,-0.15408321,0.10161813,0.163596,-0.083974265,-0.1590167,0.13036565,0.017488075,0.74000001,0.072499998,503,2022,103,103,103,0.43555704,0.15250416,Household
520131,GENT'S WATCH- ANALOGUE FACE,12,19,2022,222,139,1543,1904,599,386,617,1602,0.20003,-0.2857143,0.17142858,-0.20008004,0.28693491,0.38411969,-0.27924356,-0.24439372,0.11659664,0.073004201,0.37390763,0.24094881,1203,2022,484,484,484,0.36424232,0.43836951,Misc
310429,GIN BOTTLE 70CL,2,6,2022,467,343,1350,2160,820,407,770,1997,0.14285715,-0.16064514,0.0625,-0.125,0.1400798,0.10075445,-0.15168546,-0.11121853,0.2162037,0.1587963,0.41061592,0.20380571,201,2022,443,443,443,0.3462356,0.13433865,Alcohol & tobacco
310316,GIN PER NIP,11,3,2022,390,38,2242,2670,842,46,69,957,0.036687326,-0.084309578,0.076504976,-0.11666664,0.13992363,0.12343812,-0.15157132,-0.1402276,0.14606741,0.01423221,0.8798328,0.048066877,1101,2022,23,23,23,0.69619781,0.11713421,Restaurants & Hotels
510508,GIRL'S SHOES SCHOOL,3,35,2022,182,92,2113,2387,1009,265,646,1920,0.06666667,-0.10394265,0.125,-0.15789473,0.13711599,0.20468408,-0.19077606,-0.23022081,0.076246336,0.038542103,0.52552086,0.13802083,302,2022,317,317,317,0.40604705,0.25956622,Clothing and footwear
510340,GIRLS FASHION TOP 12-13 YEARS,3,19,2022,390,387,950,1727,601,742,218,1561,0.25000003,-0.22222222,0.33333334,-0.25,0.46392316,0.54071474,-0.27603051,-0.27927908,0.22582513,0.22408801,0.38500962,0.47533631,301,2022,475,475,475,0.4189648,0.45029864,Clothing and footwear
510347,GIRLS JACKET (5-13 YEARS),3,12,2022,462,508,1534,2504,1112,604,375,2091,0.2857143,-0.20000002,0.24975005,-0.22444445,0.50302297,0.45955881,-0.25777033,-0.25429314,0.18450479,0.20287541,0.53180295,0.28885701,301,2022,310,310,310,0.44623944,0.44697899,Clothing and footwear
510349,GIRLS LEGGINGS 5-13 YEARS,3,5,2022,302,270,2277,2849,631,955,719,2305,0.24999999,-0.2,0.23529412,-0.33333334,0.41813102,0.47725397,-0.2393885,-0.34673226,0.10600211,0.094770096,0.27375272,0.41431671,301,2022,562,562,562,0.30926085,0.57203192,Clothing and footwear
510336,GIRLS SKIRT FOR SCHOOL 5-13YRS,3,21,2022,204,205,1926,2335,688,468,799,1955,0.25,-0.2,0.2002002,-0.2,0.40560427,0.32628381,-0.24532901,-0.23756789,0.087366164,0.087794431,0.35191816,0.23938619,301,2022,500,500,500,0.30692828,0.34874749,Clothing and footwear
510344,GIRLS TROUSERS NOT DENIM 5-13,3,17,2022,444,460,1698,2602,797,711,576,2084,0.27272728,-0.25,0.21428572,-0.2002002,0.47609898,0.4400911,-0.27651262,-0.24959171,0.17063797,0.17678709,0.38243762,0.34117082,301,2022,478,478,478,0.38144869,0.44158727,Clothing and footwear
630345,GOLF BALLS PRICE PER BALL,9,19,2022,96,64,879,1039,471,131,331,933,0.33333331,-0.24999999,0.20000005,-0.24812032,0.26422918,0.31452772,-0.24071048,-0.29132545,0.092396535,0.06159769,0.50482315,0.14040729,903,2022,338,338,338,0.33296975,0.34976766,Recreation & culture
212715,GRAPEFRUIT-EACH,1,28,2022,365,319,2633,3317,734,514,1021,2269,0.12244898,-0.13333337,0.11904765,-0.1666667,0.25835672,0.18025862,-0.18725151,-0.15909813,0.11003919,0.096171238,0.32349053,0.22653151,101,2022,525,525,525,0.38701189,0.24118003,Food & drink
212722,GRAPES-PER KG,1,35,2022,563,352,2874,3789,1547,266,950,2763,0.17449664,-0.16053694,0.14388493,-0.19999997,0.20737851,0.18832579,-0.20600916,-0.21709639,0.14858802,0.0929005,0.55989867,0.096272171,101,2022,279,279,279,0.42257988,0.32227525,Food & drink
430526,GREETINGS CARD; STATE CODE,9,22,2022,107,40,2347,2494,653,210,811,1674,0.096153848,-0.17156863,0.13712378,-0.24002488,0.16895248,0.26389086,-0.22666276,-0.2807633,0.042902969,0.016038492,0.39008364,0.12544803,905,2022,469,469,469,0.27362093,0.21103385,Recreation & culture
211027,H K LIVER PER KG STATE TYPE,1,8,2022,178,3,709,890,521,87,159,767,0.069003932,-0.079365075,0.23999996,-0.14772731,0.10286126,0.25210804,-0.057750124,-0.13423476,0.2,0.0033707866,0.67926991,0.11342894,101,2022,160,160,160,0.39889848,0.24036478,Food & drink
520237,HAIR GEL 150-200ML,12,20,2022,185,126,962,1273,401,174,509,1084,0.20000005,-0.20499998,0.16417916,-0.14285715,0.23496841,0.22248404,-0.19986051,-0.19717915,0.145326,0.098978788,0.36992618,0.1605166,1201,2022,488,488,488,0.33130437,0.23108752,Misc
320206,HAND ROLLING TOBACCO PACK 30GM,2,27,2022,242,40,1076,1358,1063,33,5,1101,0.041297864,-0.021076042,0.12134688,-0.021927245,0.042754225,0.1419497,-0.034936696,-0.044930957,0.17820324,0.029455081,0.96548593,0.029972753,202,2022,6,6,6,0.94076985,0.074124664,Alcohol & tobacco
211509,HARD REGIONAL CHEESE PER KG,1,19,2022,416,20,878,1314,840,95,192,1127,0.079831958,-0.055124607,0.16594838,-0.003999996,0.091606401,0.2093931,-0.085116491,-0.050272655,0.31659058,0.0152207,0.7453416,0.084294587,101,2022,97,97,97,0.43635425,0.11781672,Food & drink
510434,"HAT/CAP, ADULT",3,4,2022,309,236,1330,1875,696,555,476,1727,0.19047615,-0.28285715,0.42918456,-0.25,0.35192922,0.92266208,-0.29275545,-0.29179841,0.1648,0.12586667,0.40301099,0.32136652,301,2022,457,457,457,0.40796071,0.67411768,Clothing and footwear
630156,HEADPHONES/EARPHO SPECIFY TYPE,9,8,2022,341,296,2514,3151,864,990,950,2804,0.16672231,-0.16631462,0.25,-0.24113919,0.19836198,0.53098816,-0.17116034,-0.2530905,0.10821962,0.093938433,0.30813125,0.35306704,901,2022,540,540,540,0.3605895,0.79905367,Recreation & culture
430142,HIGH CHAIR,5,5,2022,229,164,1013,1406,1136,155,55,1346,0.10753843,-0.099999964,0.20004,-0.20289855,0.14890172,1.3019096,-0.13156475,-0.19324656,0.1628734,0.11664296,0.84398216,0.11515602,501,2022,39,39,39,0.525038,0.61948222,Household
410632,HIRE OF DOMES CARPET CLEANER,5,14,2022,61,33,822,916,453,81,206,740,0.085212991,-0.12499995,0.08699435,-0.13437496,0.13542694,0.14818364,-0.15935257,-0.23529078,0.066593885,0.036026202,0.61216217,0.10945946,505,2022,212,212,212,0.37139651,0.1731444,Household
