L1,L2,COUNTRY,BECNURBPTCH,BECPTCHDENS,BECEFFMESHSIZE,BECAWAVGPTCHAREA,BECAWMNSHPINDX,BECAWMNNNGH,BECADCRCTYAVG,BECADINTDENS,BECADSTTDENS,BECADSTTLGAVG,BECADSTTPNODEAVG,TRANS_PROF,TRANS_PROB,URBAN_PROF,URBAN_PROB,LAT,LONG,SECPOV,AREA,POP,CNSMINPRM,CNSMINPRF,CNSUNEMPLM,CNSUNEMPLF,BRT,SUBWAY,CONGESTION
Santa Ana,SANTA ANA,El Salvador,297,0.7293,34.275,739.0007,3.9441,72.0505,1.160176196,17.03532388,4528.500401,148.6726081,2.457627119,2,0.993,1,0.966640957,13.97744022,-89.54867962,43.83,1888.8309,262958,60.6389433,54.66145239,10.79389103,6.418183617,0,0,0.1214
Escuintla,Escuintla,Guatemala,217,0.3974,13.5082,493.5495,4.129,122.9231,1.107411027,3.457138332,1136.739622,187.8346009,2.662559618,2,0.988,1,0.999986988,14.29890735,-90.7931895,29.92,1494.4573,155825,54.5598105,44.52549169,1.567857143,0.910018711,0,0,0.0491
Guatemala City,Amatitlán,Guatemala,112,1.1111,78.8443,768.8387,5.7994,70.4092,1.127232866,14.94051534,3133.715901,122.157202,2.758584258,2,0.92,3,0.697177063,14.45260326,-90.61187911,17.57,1033.7376,112912,60.63505607,50.62468766,0.891139241,0.85983632,0,0,0.0552
Guatemala City,Chinautla,Guatemala,46,0.6868,4.9001,105.7265,2.0286,103.2105,1.188374736,15.13856666,2916.12273,108.9746507,2.441215324,2,0.979,6,0.999488918,14.72642825,-90.49759612,17.57,310.408,129454,61.60870516,49.46449247,1.372212693,0.779787898,0,0,0.1551
Guatemala City,Guatemala,Guatemala,219,1.0196,2502.2405,5559.4577,5.9292,63.288,1.076482725,68.07185654,10572.99496,89.26122743,2.845842572,1,0.98,5,0.783059016,14.63453163,-90.47939499,6.27,9667.4484,993552,79.04398278,69.7223141,1.431714649,0.936951963,1,0,0.3367
Guatemala City,Fraijanes,Guatemala,169,1.4697,1.5995,35.4061,2.6166,85.2538,1.179588739,17.33489161,3534.265407,114.1463818,2.345466363,2,0.987,6,0.946701533,14.4684535,-90.44176795,21.04,519.4722,46448,55.64039764,47.56446991,0.337146297,0.487012987,0,0,0.1283
Guatemala City,Mixco,Guatemala,81,0.8976,1230.429,2871.1823,6.0987,68.6686,1.082517067,72.74170649,10774.17729,85.97863076,2.660743322,1,0.689,3,0.99698244,14.63985416,-90.58725658,8.98,3867.3936,487830,75.92191904,66.23119478,1.386096816,0.971901026,0,0,0.3408
Guatemala City,Palencia,Guatemala,49,0.2254,0.5741,68.204,3.921,112.0522,1.225618882,5.413156468,2157.491942,214.890872,2.270822688,2,0.962,6,0.995762191,14.66471,-90.31947484,38.45,182.9709,61237,30.76101152,25.58498896,0.633032803,0.276025237,0,0,0.0009
Guatemala City,Petapa,Guatemala,44,1.85,531.3816,1069.4813,5.247,60.8856,1.087643979,71.55327275,10854.33286,90.59391256,2.818579767,1,0.905,3,0.99991152,14.50633031,-90.55546693,11.82,1181.6992,175331,75.16830532,64.8332834,1.161867347,0.798044432,0,0,0.1739
Guatemala City,San José Pinula,Guatemala,88,0.445,1.1163,82.6917,2.9211,84.3989,1.298044352,6.399651382,2600.181899,218.513141,2.423505572,2,0.976,6,0.990283651,14.55342187,-90.34633838,23.96,266.9392,74395,49.70963995,40.02770083,0.635631155,0.446168768,0,0,0.0224
Guatemala City,San Juan Sacatepéquez,Guatemala,215,0.789,2.0096,64.0547,2.8499,122.7709,1.159209952,10.507879,2680.351174,145.1700125,2.660509886,2,0.977,6,0.999739432,14.76862337,-90.6501592,40.87,854.9045,225821,38.95151783,26.5182676,1.074805299,0.561758791,0,0,0.0168
Guatemala City,San Lucas Sacatepéquez,Guatemala,62,2.6648,39.2768,239.5814,3.4637,67.0508,1.125524998,13.45727904,3993.173475,167.8093977,2.429787234,2,0.99,2,0.999576815,14.59715786,-90.64850447,22.06,381.4178,25804,64.77690289,54.78324049,0.965641141,0.555041628,0,0,0.0326
Guatemala City,San Pedro Sacatepéquez,Guatemala,55,1.9067,4.9001,57.4441,3.2117,93.5055,1.140269365,23.04892981,4437.954729,114.1955342,2.449691992,2,0.986,2,0.551441792,14.67861367,-90.62158393,38.76,246.059,42740,42.8830313,22.42833052,0.943752359,0.293613898,0,0,0.1081
Guatemala City,Santa Catarina Pinula,Guatemala,183,2.7202,113.3198,533.9473,6.8585,67.5118,1.158801026,38.63010034,6888.021494,99.35936509,2.338697697,2,0.924,3,0.997695442,14.56349707,-90.46505566,12.69,1427.766,92150,68.46531184,55.0703938,0.774890929,0.442897817,0,0,0.246
Guatemala City,Villa Canales,Guatemala,193,0.6901,2.9224,96.4078,2.2438,100.1978,1.127328714,5.437306638,1540.718859,161.6487052,2.494545455,2,0.848,6,0.999473688,14.38975663,-90.53227055,23.21,847.7139,150823,51.01156781,39.21586888,0.7806245,0.479616307,0,0,0.107
Guatemala City,Villa Nueva,Guatemala,129,1.4499,630.3108,1691.8958,4.6989,63.8408,1.071194443,58.37179434,8785.195026,87.47319032,2.722607908,4,0.824,3,0.999902926,14.54004695,-90.60640796,13.01,3314.6937,539909,69.0405525,56.56615462,1.301574599,0.778179532,0,0,0.2344
Quetzaltenango,La Esperanza,Guatemala,28,2.2898,49.7641,201.7139,3.5731,65.3128,1.042224251,8.277229306,2773.718001,205.9061896,3.042735043,1,0.998,2,0.998145935,14.87745244,-91.57716256,19.21,301.6804,28748,60.08500773,39.08612755,0.586600803,0.603773585,0,0,0.008
Quetzaltenango,Olintepeque,Guatemala,153,4.763,7.1806,60.2329,3.4902,69.8699,1.118436798,6.456198926,2003.37986,195.341538,2.664179104,2,0.872,2,0.999999477,14.89272856,-91.53596739,40.35,382.9437,35024,42.00164069,24.1974762,0.513658651,0.397350993,0,0,0.013
Quetzaltenango,Quetzaltego,Guatemala,212,1.6726,406.4156,1827.6307,6.1532,63.0932,1.074583036,27.79164601,4815.77771,98.25010364,2.722137736,2,0.529,3,0.999731752,14.8154651,-91.53333912,25.92,2818.54,155163,70.489483,59.97502547,0.656477242,0.525990099,0,0,0.0893
Quetzaltenango,Salcajá,Guatemala,73,4.3289,19.036,119.6902,3.6739,78.1629,1.060496078,18.07975418,3625.80091,115.7279274,2.980769231,3,0.975,2,0.999999999,14.87675547,-91.46243546,17.24,268.202,18967,55.48090523,44.13185564,0.208830549,0.222841226,0,0,0.013
Quetzaltenango,San Andrés Xecul,Guatemala,85,5.1575,0.9343,9.9293,2.482,74.8913,1.130052713,2.893312109,1566.629538,382.2111487,2.839285714,2,0.94,2,0.999999996,14.90973353,-91.49741633,73.19,155.074,36529,16.34956466,6.725987961,0.29972752,0.207900208,0,0,0.0
Acapulco de Juarez,Acapulco de Ju rez,Mexico,605,0.3502,289.9476,5283.3341,9.7059,94.0684,1.115232955,5.461487462,1153.907281,121.2411245,2.672172294,2,0.579,5,1.0,16.95720934,-99.7142958,52.9,9480.4105,786203,79.09494242,72.71180923,6.342937252,2.872598254,1,0,0.082
Acapulco de Juarez,Coyuca de BenItez,Mexico,183,0.1011,0.22,46.0958,2.7604,466.7462,1.166296447,0.15926638,108.8140707,404.3550454,2.728021978,2,0.995,6,1.0,17.14254864,-100.0589688,69.8,864.1809,73473,59.55855964,52.28841871,9.126023588,2.667671439,0,0,0.0155
Acayucan,Acayucan,Mexico,166,0.2534,6.4062,355.7281,2.7495,154.4371,1.070942889,1.630647181,580.7748005,195.1449071,3.025954198,3,0.994,1,0.998362525,18.0366793,-95.03261136,73.5,1179.7122,84725,60.82765336,53.85935556,3.574788335,1.571491811,0,0,0.0065
Acayucan,Oluta,Mexico,48,0.6162,4.5613,158.1201,2.8437,106.7446,1.037776468,2.702618368,844.1262151,179.4453292,3.023622047,4,0.905,6,0.998774064,17.9032174,-94.89165325,69.3,224.7312,14973,67.85198034,60.20967358,7.675317504,3.726708075,0,0,0.0032
Acayucan,Soconusco,Mexico,42,0.4369,1.3429,51.746,2.037,528.8953,1.075237283,3.057942556,824.0282997,146.3551513,2.975675676,4,0.99,6,1.0,18.00248922,-94.83464605,54.3,249.48,15604,75.110011,64.12457087,5.982700625,3.93442623,0,0,0.0014
Acuna,Acu,Mexico,152,0.0133,4.9552,2032.1941,4.3334,159.1703,1.030261661,0.37578147,66.70526667,99.54328156,3.21902378,3,0.999,1,1.0,29.43260232,-102.0100266,39.4,2795.2192,135475,84.65095331,80.64187756,8.018208243,3.635074451,0,0,0.0152
Aguascalientes,Aguascalientes,Mexico,803,0.6818,757.6096,7536.4004,6.6717,68.7968,1.044061145,16.0865126,2694.935194,97.82289885,3.004004603,3,1.0,5,1.0,21.81143623,-102.2958029,39.2,11839.9138,793997,85.09543268,83.00293141,6.337071583,2.30946701,0,0,0.0446
Aguascalientes,Jes,Mexico,331,0.6556,15.3166,364.2259,4.8799,80.4263,1.056141587,5.68733091,1185.409467,121.7176277,2.818259144,1,1.0,1,0.906652222,21.9321175,-102.4456493,49.8,2123.0009,100150,77.97101449,76.8714261,6.353708094,1.760409058,0,0,0.0111
Aguascalientes,San Francisco de los Romo,Mexico,185,1.3299,5.5225,88.4816,3.3181,120.1155,1.03448044,10.64621058,2134.211904,117.9356319,3.072803851,3,1.0,6,0.99987832,22.03307051,-102.2290214,52.4,868.2235,36822,77.9093199,77.73766546,6.52006597,1.656743464,0,0,0.0125
Campeche,Campeche,Mexico,373,0.115,31.0174,2326.7802,4.2251,138.1922,1.060990535,1.340446415,361.9230744,157.0430193,3.034294936,3,1.0,1,1.0,19.6170144,-90.26764395,42.2,4322.5105,256742,82.16553671,76.76238862,2.8105888,1.784129653,0,0,0.0385
Cancun,Benito JuBrez,Mexico,553,0.2623,250.9641,5801.9909,5.7337,67.5281,1.05837024,6.007561338,1247.932586,119.1503327,2.934229699,1,1.0,5,0.998478264,21.01235924,-87.04693716,32.2,9120.4078,659311,86.15071641,81.65780195,3.550088927,1.470730527,0,0,0.0822
Cancun,Isla Mujeres,Mexico,105,0.1112,0.4171,113.0155,3.2101,137.2849,1.056318792,0.404410817,115.7829031,172.5891392,2.809210526,3,0.984,6,0.999565773,21.37062474,-86.99789138,50.3,348.39,15052,75.30413625,73.21977101,1.010309278,0.936663693,0,0,0.0202
Celaya,Apaseo el Grande,Mexico,284,0.6757,4.9523,99.0668,2.722,155.6112,1.05615823,4.756902212,1312.593385,159.6971853,2.612686567,1,0.994,6,0.995170236,20.57551187,-100.6217358,58.4,2101.0604,84389,65.70231779,64.75128645,6.676775582,1.912491837,0,0,0.0062
Celaya,Celaya,Mexico,448,0.8102,460.48,3271.8411,5.3042,97.1399,1.052723473,16.0055864,3038.750443,111.0622266,2.918534193,3,0.998,5,1.0,20.5375656,-100.787865,47.1,7782.3872,468506,80.72747901,77.35794082,6.751896758,2.634041984,0,0,0.0385
Celaya,Comonfort,Mexico,207,0.4237,3.4586,138.6837,3.3488,176.973,1.066779057,1.930264037,726.9821735,214.8247723,2.717761557,3,0.582,6,0.998439915,20.74127252,-100.7911227,66.8,1218.3399,77249,60.47104151,58.80640466,8.695397244,0.77292423,0,0,0.0038
Celaya,Cortazar,Mexico,151,0.4506,15.6027,351.2656,2.9127,250.0329,1.046820604,3.187696037,738.3039809,137.1277361,3.055462185,4,0.989,1,1.0,20.42911363,-100.9383703,58.7,1488.4221,86860,72.54213483,66.06378923,7.509149234,2.690245508,0,0,0.0291
Celaya,Villagrgn,Mexico,168,1.3084,11.3159,126.7705,2.6061,148.379,1.043409075,4.723661032,1550.188954,190.4728288,3.015647226,1,0.997,6,0.852375395,20.5419619,-100.9925124,59.2,1146.1464,53815,74.9017312,66.43114742,9.889539625,2.220604296,0,0,0.0178
Chetumal,Oth,Mexico,902,0.0564,3.5497,1215.8504,3.6108,110.6942,1.090632639,0.450105349,169.8716212,208.0594435,3.269613948,3,1.0,1,0.999995282,18.68623152,-88.50246802,49.0,4666.5872,243286,73.42347498,71.66695258,3.003497545,0.794462835,0,0,0.0086
Chihuahua,Aldama,Mexico,123,0.0133,0.1143,185.6942,3.5021,509.9012,1.072827046,0.17082693,112.0553966,365.8364325,3.068685776,3,1.0,6,1.0,29.07328623,-105.588569,56.1,567.1776,20592,71.78236398,75.32846715,7.76989167,3.392705683,0,0,0.0012
Chihuahua,Aquiles Serdnn,Mexico,61,0.1232,0.1043,23.0794,2.2313,227.9274,1.081102135,1.110872518,269.5036666,142.9222821,2.96124031,3,0.997,6,0.999996669,28.58223257,-105.823459,43.4,223.6504,8360,86.00905888,85.66037736,8.872901679,2.142161636,0,0,0.0011
Chihuahua,Chihuahua,Mexico,919,0.1096,234.7372,11630.4393,7.8155,82.162,1.049731568,3.280474548,702.0270232,121.4592163,3.121109934,4,0.99,5,1.0,29.00053782,-106.2325169,40.7,16916.2168,818069,87.61015606,89.18094044,5.121322841,3.522634198,1,0,0.0183
Chilpancingo,Chilpancingo de los Bravo,Mexico,142,0.0651,17.394,1402.9838,4.7918,285.0644,1.144209149,0.986450991,210.5342247,124.3978164,2.801204819,2,0.861,1,1.0,17.39083353,-99.69744739,51.1,2702.4304,239288,79.11622161,74.55927722,3.926793353,0.676276438,0,0,0.0342
Ciudad del Carmen,Carmen,Mexico,520,0.0607,7.0117,1525.9558,3.3931,86.4684,1.038212714,0.444569509,161.3251292,201.8513526,3.067690937,3,1.0,1,0.999934876,18.52404199,-91.4832284,41.6,3938.948,220687,79.81498892,76.31654434,5.367262005,2.330030225,0,0,0.0445
Ciudad Valles,Ciudad Valles,Mexico,460,0.1899,18.7408,1356.9267,4.6143,103.6708,1.056905106,1.810062475,490.2435029,151.9508432,3.128506067,3,0.997,1,0.99999809,22.10739256,-99.06316081,53.2,3346.04,166963,74.4947318,73.41084163,4.021885199,1.986622342,0,0,0.0176
Coatzacoalcos,Coatzacoalcos,Mexico,255,0.818,320.6043,1893.8335,4.3704,66.835,1.04720083,20.21824679,3743.593865,104.0310402,3.098916175,3,0.778,3,0.999131352,18.13255848,-94.39736763,46.4,5277.5055,303057,84.08354657,76.65636692,6.165646434,2.211702775,0,0,0.0401
Coatzacoalcos,Ixhuatlan del Sureste,Mexico,83,0.5299,1.908,114.6195,2.7893,91.268,1.095095006,1.669121574,772.9138009,260.7846107,2.394014963,2,0.988,6,0.99562667,17.98607627,-94.39512851,64.2,260.7279,14325,66.71270718,52.07756233,7.04787234,8.133971292,0,0,0.0014
Coatzacoalcos,chital de Lizaro Czrdenas del Rdo,Mexico,26,0.9197,16.2421,138.7867,2.7205,80.9351,1.090594147,19.09711277,3082.139727,98.57860753,2.795631825,2,0.701,2,0.998965801,18.0627734,-94.39136099,33.1,330.8396,28504,84.64285714,77.19277945,6.371271358,3.194888179,0,0,0.0182
Colima,Colima,Mexico,192,0.2574,84.5984,2081.9255,4.8607,101.8462,1.049472933,6.364354237,1250.7356,109.4898434,3.226060834,1,1.0,1,0.99999422,19.11609891,-103.6326692,36.2,3030.6624,144193,84.71335947,81.92900441,3.912049524,1.899141631,0,0,0.0135
Colima,Comala,Mexico,88,0.2801,0.838,77.2503,3.4287,346.4806,1.152498545,1.36078155,508.1277984,207.9867639,2.885819521,3,0.517,6,0.999999998,19.39344298,-103.7699941,52.6,340.8328,20570,64.91841492,68.65590423,3.73783032,1.113940166,0,0,0.0033
Colima,Coquimatlon,Mexico,51,0.0968,0.7416,121.787,2.9402,116.9643,1.07473918,0.992878909,367.9414611,198.0948061,3.173354735,3,1.0,6,0.99972737,19.18812923,-103.9207526,47.9,320.8512,18966,58.94458028,65.09827278,5.591603053,1.286826956,0,0,0.003
Colima,Cuauhtumoc,Mexico,98,0.2378,1.7578,111.9694,2.6747,108.8035,1.12621998,1.233030181,500.0307676,224.5133757,3.131313131,3,0.999,6,0.999815363,19.32684376,-103.5954986,47.2,647.0058,26991,71.89785876,73.52634325,3.98531012,0.942380183,0,0,0.0003
Colima,Villa de olvarez,Mexico,69,0.2397,78.2599,1359.2954,4.5939,70.7856,1.036952206,12.17241185,2012.728376,93.30651922,3.167631513,3,1.0,1,0.963527538,19.30960357,-103.8444332,31.1,1657.6215,119715,89.33809087,88.5337965,4.694961796,2.443409332,0,0,0.0168
Cordoba,Amatljn de los Reyes,Mexico,131,0.8656,2.0217,44.3278,2.6348,160.1536,1.058337172,5.543615169,1593.302037,163.3507113,2.87047619,1,1.0,6,0.999984666,18.85975188,-96.87617372,67.1,690.2128,41151,64.63006191,61.40232597,4.593707778,3.660189788,0,0,0.0072
Cordoba,C4rdoba,Mexico,134,0.8385,226.7748,1623.5321,4.8491,70.5336,1.069930552,18.28204068,3471.373202,107.426173,2.885304659,3,0.968,3,0.996352781,18.93236783,-96.93845744,49.1,2232.0916,195926,82.08023407,75.17999057,4.774412543,3.593395024,0,0,0.031
Cordoba,Fortmn,Mexico,69,1.1283,20.0613,170.164,3.4781,94.0942,1.058798918,18.97196776,3673.324341,108.7880665,2.705769231,3,0.902,2,0.998277742,18.90215487,-96.99007092,47.0,720.9879,58169,79.09347661,72.83595556,5.565353714,2.147340601,0,0,0.0507
Cordoba,Yanga,Mexico,67,0.7631,1.6854,47.3301,2.6131,158.1112,1.040848361,3.813923478,1239.842489,185.3689373,3.227272727,1,0.944,6,0.99998427,18.8264735,-96.79963961,59.3,312.6622,17322,59.90237099,60.38332713,6.275547007,1.012943163,0,0,0.0028
Cuauhtemoc,Cuauhtamoc,Mexico,1456,0.4036,18.0553,1060.0324,4.4041,97.6299,1.030712154,1.720371044,606.6456483,190.9974837,3.14531784,3,0.995,1,0.963572275,28.72346977,-106.9486937,48.7,6144.32,154424,76.85516195,79.99853344,4.006628973,1.916191821,0,0,0.0149
Cuautla,Atlatlahucan,Mexico,43,0.5419,38.9935,407.7389,3.5688,67.1358,1.114057816,6.45344024,1880.453191,172.4881288,2.73427673,2,0.72,2,0.982317568,18.9350456,-98.89450472,56.2,758.8812,19254,75.88734568,67.49034749,9.59555908,6.105263158,0,0,0.0032
Cuautla,Ayala,Mexico,174,0.4619,2.5249,88.4031,3.1621,97.1254,1.099078255,1.126388913,468.9007744,241.1864861,2.853889943,2,0.513,6,0.997563418,18.71724613,-98.97798402,59.1,1075.9464,77906,70.79914083,67.48704058,6.256971371,0.739996346,0,0,0.0059
Cuautla,Cuautla,Mexico,112,1.1525,580.144,2163.3038,7.6146,66.5606,1.026565542,20.22600595,4109.290604,118.1463448,2.836235489,3,0.63,3,0.99715403,18.83113658,-98.95695511,48.9,2606.128,174276,79.48742723,77.76958636,4.367160019,1.224347385,0,0,0.0328
Cuautla,Tlayacapan,Mexico,41,0.7162,3.4587,86.1428,3.389,195.2444,1.02231355,2.032106286,468.191444,134.1117587,2.928571429,3,0.755,6,0.999960333,18.95397055,-98.97504917,42.1,229.8583,17089,83.20680929,77.3415831,2.427076375,1.61588181,0,0,0.0212
Cuautla,Yautepec,Mexico,224,1.1674,37.1515,348.1114,5.3472,70.8241,1.062871459,5.906114111,1740.454621,172.1019966,2.87162655,1,0.998,2,0.974907735,18.86994976,-99.05093204,59.1,2047.8528,96579,76.31120484,71.58237256,9.187058502,2.234636872,0,0,0.007
Cuautla,Yecapixtla,Mexico,95,0.5377,3.7339,116.1222,2.8725,81.625,1.045447826,2.009428307,640.395857,178.0505648,2.704545455,4,0.767,6,0.971799823,18.85250686,-98.85800559,64.7,568.081,45953,70.23193406,66.26980728,7.626117766,4.551870148,0,0,0.0035
Cuernavaca,Cuernavaca,Mexico,78,0.3907,2078.5786,6148.9424,4.9754,60.8733,1.08067086,28.51462102,5457.957503,110.1574099,2.671877088,4,0.555,5,0.686495343,18.93888516,-99.26303921,31.5,6748.4664,364596,91.16374426,84.07213679,3.76433121,3.343490077,0,0,0.1055
Cuernavaca,Emiliano Zapata,Mexico,77,1.1278,353.992,1180.2691,3.9226,67.5018,1.070905589,19.53494603,3941.18258,117.5781163,2.670097198,2,0.58,3,0.999723701,18.8137481,-99.18090338,44.6,2047.6764,83664,83.11599512,79.51887294,4.262106243,1.552292866,0,0,0.0207
Cuernavaca,Huitzilac,Mexico,106,0.5607,1.8697,77.0443,3.192,180.4623,1.148164078,1.667449113,649.1239216,227.2659945,2.711111111,2,0.98,6,0.999949064,19.05759348,-99.23662644,51.6,458.821,17619,80.51979018,78.68398637,3.504721931,0.669176077,0,0,0.0169
Cuernavaca,Jiutepec,Mexico,43,0.7684,2137.3801,3286.545,3.928,60.9187,1.065599226,45.5752958,7966.312212,102.980966,2.786771654,4,0.998,3,0.992759569,18.88519338,-99.16645881,39.8,3639.3308,195572,87.12010993,84.31591032,5.719577496,4.251183926,0,0,0.0658
Cuernavaca,Temixco,Mexico,84,0.8178,273.3335,1353.1281,4.4598,82.9758,1.059659196,18.60274812,3716.4972,112.3080759,2.801629328,3,0.931,5,0.962905685,18.84252323,-99.27222955,57.4,2074.9512,108633,72.80782157,70.03149175,5.57876204,3.076923077,0,0,0.0253
Cuernavaca,Tepoztlen,Mexico,152,0.6275,3.0119,113.6473,3.6718,122.5614,1.15771861,1.736048967,695.5163667,229.3196723,2.589830508,2,0.992,6,0.998035798,18.98130168,-99.10518378,47.2,641.972,40751,80.7312253,77.33013737,5.607884179,0.466272925,0,0,0.0311
Cuernavaca,Tlaltizapon,Mexico,157,0.6592,4.191,98.7047,3.0547,83.6223,1.066375273,4.025194664,1011.457695,143.2290759,2.829066887,1,0.972,6,0.96619378,18.70495236,-99.1082465,57.7,1011.237,48651,71.58501441,72.28483607,6.222038111,3.512227146,0,0,0.0098
Cuernavaca,Xochitepec,Mexico,146,1.5668,23.5174,158.4557,3.6149,68.2856,1.076632076,17.84081566,4006.878428,128.7775663,2.623046003,2,0.843,2,0.998408856,18.76189674,-99.23528529,52.4,1383.0288,60922,75.03342481,71.93770969,5.350564295,2.243814485,0,0,0.0147
Culiacan,Culiacan,Mexico,1532,0.243,104.544,4174.9995,4.7509,111.6261,1.057063894,3.257998829,770.3856083,133.1796704,3.056427379,4,0.992,5,0.877324185,24.6514903,-107.2666539,40.3,15784.8088,855033,77.66085119,78.09342875,6.117855809,3.05027048,0,0,0.0402
Delicias,Delicias,Mexico,393,0.7374,97.7031,1590.0448,5.4271,85.0147,1.019636292,8.719557572,1856.088476,119.522023,3.238289602,1,1.0,1,0.99960022,28.11949156,-105.4918591,40.4,3274.7511,137339,80.57320304,82.64265344,3.114024171,1.648453417,0,0,0.0022
Durango,Durango,Mexico,918,0.0989,59.9732,5674.6877,5.8277,97.1162,1.068127117,1.931210678,417.113844,122.0105367,3.065512266,3,0.999,5,0.998379107,23.97048254,-104.8437012,50.8,9812.1348,579719,83.44431262,85.12895578,6.12576149,2.976754944,0,0,0.0255
Ensenada,Ensenada,Mexico,1482,0.0282,3.8827,1849.7136,5.4567,137.6389,1.042656256,15.52798048,3528.034128,130.631792,3.168336673,3,0.996,1,0.999999094,30.03617422,-114.9585378,40.1,11018.8182,460793,75.44728966,75.58128685,2.797311112,2.682809383,0,0,0.0201
Fresnillo,Fresnillo,Mexico,635,0.1247,7.517,780.9719,3.5526,314.6371,1.052374678,0.548268531,231.4135603,237.024292,3.151496063,3,1.0,1,1.0,23.23682677,-102.9959383,66.3,4900.93,212231,69.74687652,75.98915184,4.146684455,2.482300885,0,0,0.0104
Guadalajara,Guadalajara,Mexico,10,0.0661,13015.9884,14023.6212,1.9416,60.0856,1.016760059,122.4764949,19387.58855,88.85760118,3.325296995,3,1.0,5,1.0,20.67597104,-103.3358072,33.5,14031.0,1491217,86.66843997,83.65884778,4.67990844,2.934052727,1,1,0.1409
Guadalajara,El Salto,Mexico,92,1.1249,442.8174,1254.371,5.012,63.9534,1.046724739,54.19929268,8108.691718,88.1739981,2.993112948,4,1.0,3,0.999793001,20.53667979,-103.2468042,51.8,2887.2912,136697,77.68086367,75.32076619,5.126131953,2.461416307,0,0,0.0165
Guadalajara,Ixtlahuacon de los Membrillos,Mexico,198,0.9813,2.9407,56.328,2.6958,111.5634,1.050617286,6.167323262,1686.15647,159.0076649,2.816062176,1,1.0,6,0.9999111,20.39174377,-103.2075444,43.3,1053.36,41180,74.53539361,76.13527496,2.17765043,1.955903272,0,0,0.002
Guadalajara,Juanacatlun,Mexico,66,0.4782,1.0997,60.557,2.4146,110.9525,1.120531608,2.637166806,718.4586112,158.0213908,2.875565611,4,0.529,6,0.999932712,20.48171971,-103.1352113,46.1,250.6482,13490,80.60825053,75.50117925,4.005563282,1.445086705,0,0,0.0012
Guadalajara,Tlajomulco de Zueiga,Mexico,648,0.9077,61.2685,552.9042,4.2739,73.2626,1.075188708,16.80571895,2994.954508,104.4374295,2.73087875,3,0.592,1,0.998331517,20.48418619,-103.425945,49.2,7911.108,417205,82.42587134,81.94754057,3.602497638,1.229131064,0,0,0.0539
Guadalajara,Tlaquepaque,Mexico,169,1.4301,2673.9212,4153.988,3.6484,62.0555,1.036103376,87.08539029,12668.76565,85.45749541,2.925913785,1,1.0,3,0.936137881,20.59090976,-103.3489083,42.5,7606.8928,608085,83.17741636,80.13161045,3.125555279,1.475668141,0,0,0.1188
Guadalajara,Tonale,Mexico,197,1.1852,864.9897,2642.7053,4.9031,63.4213,1.054948445,51.14141678,7915.747637,90.38971614,2.871594571,4,1.0,3,0.999682759,20.61676242,-103.2139015,45.6,5440.4111,464069,79.79990698,78.04771801,4.952641879,2.178913471,0,0,0.0196
Guadalajara,Zapopan,Mexico,486,0.4204,2014.4948,13011.219,6.2669,65.6372,1.07235211,21.02053019,3528.203516,97.3325183,2.901624673,3,0.889,5,1.0,20.79489598,-103.4941839,30.2,17899.5744,1238499,87.28330501,86.70149965,3.895303762,2.306693363,0,0,0.1708
Guanajuato,Guanajuato,Mexico,232,0.2289,18.2776,833.7695,6.1229,164.5351,1.220789033,1.536490322,476.9367712,184.8979729,2.751308901,2,0.96,1,1.0,21.01845431,-101.2373289,41.7,2222.1888,171474,78.4319593,77.86379019,6.462377215,3.745651646,0,0,0.0765
Guaymas,Empalme,Mexico,111,0.1872,14.3025,566.4956,3.4304,125.4819,1.035762203,3.775661155,964.8439813,140.7992119,3.253381066,4,0.995,1,0.999983032,28.00849463,-110.6687262,44.1,1497.2346,53472,80.03510004,80.62057336,7.216206776,3.106332139,0,0,0.0034
Guaymas,Guaymas,Mexico,353,0.0444,6.3079,1291.0715,5.1785,171.4047,1.051753245,0.766229034,200.0427634,147.9034445,2.939768865,3,1.0,1,1.0,28.14256401,-110.6259474,34.0,3883.6707,148632,80.62426684,83.77529907,7.162698413,3.743138954,0,0,0.0103
Hermosillo,Hermosillo,Mexico,1417,0.0836,101.1313,9805.9789,7.2406,124.0697,1.054835883,1.268594275,339.4951073,149.2543833,2.990408045,3,1.0,5,1.0,29.02367388,-111.4735112,33.0,17483.7962,776032,85.890109,86.47262792,7.190293863,3.836592959,0,0,0.0292
Hidalgo del Parral,Hidalgo del Parral,Mexico,146,0.0759,6.8259,772.4071,3.6029,114.3921,1.060989411,1.48614576,266.0334543,102.6690262,3.026650515,3,1.0,1,0.999922427,27.12904341,-105.6970367,57.7,1699.1042,106664,80.44028906,81.97962915,6.015633443,2.957233849,0,0,0.0126
Iguala,Iguala de la Independencia,Mexico,122,0.214,45.9692,1265.8095,5.3196,81.1069,1.045492275,2.627625573,572.6575621,120.4369183,2.919251337,4,0.834,1,0.999927013,18.22680759,-99.58211984,51.2,2070.096,139808,77.81614816,71.69741697,3.672673017,0.905475974,0,0,0.0174
Irapuato,Irapuato,Mexico,576,0.6771,229.0732,2664.1394,4.317,121.485,1.053184754,7.467060946,1644.018571,130.9453548,2.905535255,1,1.0,1,0.999502692,20.6998135,-101.3683208,50.7,7314.6816,527744,77.16074132,74.13971963,6.674646913,3.027660981,0,0,0.0726
