date,division,up,down,level,up_ch,down_ch,total,up_sh,down_sh,level_sh,change_sh,division_s,division_sh,date2,date4,year,month,quarter
174.0,2,801,209,2484,0.076334186,-0.058781371,3494,0.22925015,0.05981683,0.71093303,0.28906697,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-07-2002,2002-07-01,2002.0,7.0,3.0
174.0,1,2011,2181,17760,0.12870099,-0.10101012,21952,0.091608964,0.099353135,0.80903792,0.19096211,Food and non-alcoholic beverages,Food & drink,01-07-2002,2002-07-01,2002.0,7.0,3.0
174.0,11,373,118,7964,0.06057284,-0.054093584,8455,0.044115908,0.013956239,0.94192785,0.058072146,Restaurants and Hotels,Restaurants & Hotels,01-07-2002,2002-07-01,2002.0,7.0,3.0
174.0,12,350,431,6699,0.16818181,-0.14814815,7480,0.046791445,0.05762032,0.89558822,0.10441177,Miscellaneous goods and services,Misc,01-07-2002,2002-07-01,2002.0,7.0,3.0
174.0,4,151,167,3177,0.10050254,-0.084739804,3495,0.04320458,0.047782548,0.90901285,0.090987131,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-07-2002,2002-07-01,2002.0,7.0,3.0
175.0,9,520,694,7736,0.11111111,-0.13337782,8950,0.058100559,0.077541903,0.86435753,0.13564247,Recreation and culture,Recreation & culture,01-08-2002,2002-08-01,2002.0,8.0,3.0
175.0,12,563,382,6402,0.11444086,-0.13049152,7347,0.076629914,0.051994011,0.8713761,0.12862393,Miscellaneous goods and services,Misc,01-08-2002,2002-08-01,2002.0,8.0,3.0
175.0,4,168,146,3183,0.11173187,-0.1089286,3497,0.04804118,0.04175007,0.91020876,0.089791253,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-08-2002,2002-08-01,2002.0,8.0,3.0
175.0,6,65,26,1362,0.078629032,-0.18333334,1453,0.044735029,0.017894013,0.93737096,0.062629044,Health,Health,01-08-2002,2002-08-01,2002.0,8.0,3.0
175.0,7,295,183,3653,0.099700496,-0.12266245,4131,0.071411282,0.0442992,0.8842895,0.11571048,Transport,Transport,01-08-2002,2002-08-01,2002.0,8.0,3.0
175.0,5,1007,1165,10505,0.1583094,-0.12147251,12677,0.079435199,0.091898717,0.82866609,0.17133391,"Furnishings, household equipment and maintenance",Household,01-08-2002,2002-08-01,2002.0,8.0,3.0
175.0,2,274,251,3039,0.04672391,-0.068390816,3564,0.076879911,0.070426486,0.85269362,0.1473064,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-08-2002,2002-08-01,2002.0,8.0,3.0
175.0,3,2022,1943,11819,0.33333334,-0.25,15784,0.1281044,0.12309934,0.74879622,0.25120375,Clothing and footwear,Clothing and footwear,01-08-2002,2002-08-01,2002.0,8.0,3.0
175.0,1,1741,2062,18228,0.13579153,-0.12267664,22031,0.079025008,0.093595386,0.82737958,0.17262039,Food and non-alcoholic beverages,Food & drink,01-08-2002,2002-08-01,2002.0,8.0,3.0
175.0,11,416,97,7933,0.057690524,-0.060846545,8446,0.049254086,0.011484726,0.9392612,0.060738813,Restaurants and Hotels,Restaurants & Hotels,01-08-2002,2002-08-01,2002.0,8.0,3.0
175.0,8,7,28,207,0.3081131,-0.034952167,242,0.02892562,0.11570248,0.85537189,0.14462811,Communication,Communication,01-08-2002,2002-08-01,2002.0,8.0,3.0
176.0,12,509,269,6495,0.11806954,-0.14143658,7273,0.069984876,0.036986113,0.89302903,0.10697099,Miscellaneous goods and services,Misc,01-09-2002,2002-09-01,2002.0,9.0,3.0
176.0,8,3,44,194,0.21358575,-0.10006131,241,0.012448133,0.18257262,0.80497926,0.19502075,Communication,Communication,01-09-2002,2002-09-01,2002.0,9.0,3.0
176.0,11,341,113,8024,0.061079562,-0.080000021,8478,0.040221751,0.013328616,0.94644964,0.053550366,Restaurants and Hotels,Restaurants & Hotels,01-09-2002,2002-09-01,2002.0,9.0,3.0
176.0,4,331,108,3068,0.11889036,-0.07692308,3507,0.094382666,0.030795552,0.87482178,0.12517822,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-09-2002,2002-09-01,2002.0,9.0,3.0
176.0,3,1630,929,12025,0.25024843,-0.20000002,14584,0.11176632,0.063699946,0.82453376,0.17546627,Clothing and footwear,Clothing and footwear,01-09-2002,2002-09-01,2002.0,9.0,3.0
176.0,5,1699,828,9842,0.11481161,-0.14326647,12369,0.13735953,0.066941544,0.79569894,0.20430107,"Furnishings, household equipment and maintenance",Household,01-09-2002,2002-09-01,2002.0,9.0,3.0
176.0,9,484,453,7867,0.10154127,-0.12700161,8804,0.05497501,0.051453885,0.89357108,0.10642889,Recreation and culture,Recreation & culture,01-09-2002,2002-09-01,2002.0,9.0,3.0
176.0,7,768,84,3145,0.094652139,-0.07875628,3997,0.19214411,0.021015761,0.78684014,0.21315987,Transport,Transport,01-09-2002,2002-09-01,2002.0,9.0,3.0
176.0,1,2249,2210,17393,0.12683997,-0.11410152,21852,0.10291964,0.10113491,0.79594547,0.20405455,Food and non-alcoholic beverages,Food & drink,01-09-2002,2002-09-01,2002.0,9.0,3.0
176.0,6,44,39,1364,0.098214284,-0.073884681,1447,0.03040774,0.026952315,0.94263995,0.057360053,Health,Health,01-09-2002,2002-09-01,2002.0,9.0,3.0
176.0,2,676,163,2720,0.0690054,-0.069298208,3559,0.18994099,0.045799382,0.76425964,0.23574036,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-09-2002,2002-09-01,2002.0,9.0,3.0
177.0,7,394,192,3410,0.077083334,-0.075927675,3996,0.098598599,0.048048049,0.85335338,0.14664665,Transport,Transport,01-10-2002,2002-10-01,2002.0,10.0,4.0
177.0,4,296,119,3091,0.12931949,-0.083472461,3506,0.084426694,0.033941813,0.88163149,0.11836851,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-10-2002,2002-10-01,2002.0,10.0,4.0
177.0,5,632,1332,10535,0.13725173,-0.17172188,12499,0.050564047,0.10656852,0.84286743,0.15713257,"Furnishings, household equipment and maintenance",Household,01-10-2002,2002-10-01,2002.0,10.0,4.0
177.0,12,350,208,6728,0.15399612,-0.1124141,7286,0.048037332,0.0285479,0.92341477,0.076585233,Miscellaneous goods and services,Misc,01-10-2002,2002-10-01,2002.0,10.0,4.0
177.0,2,278,216,3035,0.053932641,-0.048843116,3529,0.07877586,0.061207142,0.860017,0.139983,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-10-2002,2002-10-01,2002.0,10.0,4.0
177.0,6,49,19,1353,0.081334725,-0.1024898,1421,0.034482758,0.013370866,0.95214635,0.047853626,Health,Health,01-10-2002,2002-10-01,2002.0,10.0,4.0
177.0,8,3,4,260,0.08699435,-0.16876279,267,0.011235955,0.014981274,0.97378278,0.02621723,Communication,Communication,01-10-2002,2002-10-01,2002.0,10.0,4.0
177.0,9,419,564,7826,0.12291987,-0.16694492,8809,0.047564991,0.064025432,0.88840955,0.11159042,Recreation and culture,Recreation & culture,01-10-2002,2002-10-01,2002.0,10.0,4.0
177.0,3,1007,1576,13419,0.2121855,-0.20000002,16002,0.06292963,0.09848769,0.83858269,0.16141732,Clothing and footwear,Clothing and footwear,01-10-2002,2002-10-01,2002.0,10.0,4.0
177.0,1,1807,2064,17683,0.13348162,-0.11785749,21554,0.083835945,0.095759489,0.82040459,0.17959544,Food and non-alcoholic beverages,Food & drink,01-10-2002,2002-10-01,2002.0,10.0,4.0
177.0,11,508,125,7877,0.052428886,-0.063405782,8510,0.059694476,0.014688602,0.92561692,0.07438308,Restaurants and Hotels,Restaurants & Hotels,01-10-2002,2002-10-01,2002.0,10.0,4.0
178.0,6,53,41,1256,0.086160973,-0.23210452,1350,0.039259259,0.03037037,0.93037039,0.069629624,Health,Health,01-11-2002,2002-11-01,2002.0,11.0,4.0
178.0,1,1918,2326,17566,0.11884804,-0.10968751,21810,0.087941311,0.10664833,0.80541039,0.19458964,Food and non-alcoholic beverages,Food & drink,01-11-2002,2002-11-01,2002.0,11.0,4.0
178.0,5,1066,657,10918,0.17650935,-0.13088688,12641,0.084328771,0.051973738,0.86369747,0.1363025,"Furnishings, household equipment and maintenance",Household,01-11-2002,2002-11-01,2002.0,11.0,4.0
178.0,9,392,645,8039,0.12539946,-0.13333334,9076,0.043190833,0.071066551,0.8857426,0.11425738,Recreation and culture,Recreation & culture,01-11-2002,2002-11-01,2002.0,11.0,4.0
178.0,2,247,300,2936,0.056250021,-0.073877752,3483,0.070915878,0.086132646,0.84295148,0.15704852,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-11-2002,2002-11-01,2002.0,11.0,4.0
178.0,4,152,186,3163,0.10622118,-0.086949974,3501,0.043416169,0.053127676,0.90345615,0.096543849,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-11-2002,2002-11-01,2002.0,11.0,4.0
178.0,12,353,302,6654,0.11363639,-0.15055507,7309,0.048296619,0.041318923,0.91038448,0.089615539,Miscellaneous goods and services,Misc,01-11-2002,2002-11-01,2002.0,11.0,4.0
178.0,11,399,127,8050,0.056249976,-0.07142859,8576,0.046525188,0.014808768,0.93866605,0.061333954,Restaurants and Hotels,Restaurants & Hotels,01-11-2002,2002-11-01,2002.0,11.0,4.0
178.0,3,1346,947,14609,0.25,-0.19979998,16902,0.079635546,0.056028873,0.8643356,0.13566442,Clothing and footwear,Clothing and footwear,01-11-2002,2002-11-01,2002.0,11.0,4.0
178.0,8,3,17,247,0.20002,-0.30896246,267,0.011235955,0.063670412,0.92509365,0.074906364,Communication,Communication,01-11-2002,2002-11-01,2002.0,11.0,4.0
178.0,7,178,268,3643,0.076478116,-0.062571429,4089,0.043531425,0.0655417,0.8909269,0.10907312,Transport,Transport,01-11-2002,2002-11-01,2002.0,11.0,4.0
179.0,7,137,426,3510,0.083507329,-0.048811793,4073,0.033636142,0.10459121,0.86177266,0.13822736,Transport,Transport,01-12-2002,2002-12-01,2002.0,12.0,4.0
179.0,1,2343,1763,18029,0.11688317,-0.1164557,22135,0.10585047,0.079647616,0.81450194,0.18549809,Food and non-alcoholic beverages,Food & drink,01-12-2002,2002-12-01,2002.0,12.0,4.0
179.0,5,1188,1057,10360,0.17977525,-0.15202834,12605,0.094248317,0.083855614,0.82189608,0.17810392,"Furnishings, household equipment and maintenance",Household,01-12-2002,2002-12-01,2002.0,12.0,4.0
179.0,4,234,65,3132,0.081914932,-0.12249363,3431,0.068201691,0.018944914,0.91285342,0.087146603,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-12-2002,2002-12-01,2002.0,12.0,4.0
179.0,12,456,210,6578,0.1,-0.10660173,7244,0.062948644,0.028989509,0.90806186,0.091938153,Miscellaneous goods and services,Misc,01-12-2002,2002-12-01,2002.0,12.0,4.0
179.0,6,42,50,1270,0.12769815,-0.15656567,1362,0.030837005,0.036710721,0.93245226,0.067547724,Health,Health,01-12-2002,2002-12-01,2002.0,12.0,4.0
179.0,3,949,1889,14325,0.22504002,-0.24042903,17163,0.055293363,0.11006235,0.83464432,0.16535571,Clothing and footwear,Clothing and footwear,01-12-2002,2002-12-01,2002.0,12.0,4.0
179.0,8,3,4,282,0.50989723,-0.16663885,289,0.010380623,0.013840831,0.97577852,0.024221454,Communication,Communication,01-12-2002,2002-12-01,2002.0,12.0,4.0
179.0,2,198,414,2877,0.1001001,-0.092830904,3489,0.056749783,0.11865864,0.82459158,0.17540842,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-12-2002,2002-12-01,2002.0,12.0,4.0
179.0,9,417,650,7949,0.12499996,-0.133728,9016,0.046251111,0.072094053,0.88165486,0.11834516,Recreation and culture,Recreation & culture,01-12-2002,2002-12-01,2002.0,12.0,4.0
179.0,11,355,129,7978,0.06981796,-0.10317025,8462,0.041952256,0.015244623,0.94280314,0.057196878,Restaurants and Hotels,Restaurants & Hotels,01-12-2002,2002-12-01,2002.0,12.0,4.0
180.0,1,2656,1844,17878,0.11111114,-0.1259478,22378,0.11868799,0.082402356,0.79890966,0.20109035,Food and non-alcoholic beverages,Food & drink,01-01-2003,2003-01-01,2003.0,1.0,1.0
180.0,6,105,37,1246,0.11837365,-0.18862611,1388,0.075648412,0.02665706,0.89769453,0.10230547,Health,Health,01-01-2003,2003-01-01,2003.0,1.0,1.0
180.0,2,465,113,2982,0.12531322,-0.048940718,3560,0.13061798,0.031741574,0.83764046,0.16235955,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-01-2003,2003-01-01,2003.0,1.0,1.0
180.0,4,433,158,2704,0.066694222,-0.14306152,3295,0.13141122,0.047951441,0.82063735,0.17936267,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-01-2003,2003-01-01,2003.0,1.0,1.0
180.0,7,1209,187,2579,0.10476191,-0.1,3975,0.30415094,0.047044024,0.64880502,0.35119498,Transport,Transport,01-01-2003,2003-01-01,2003.0,1.0,1.0
180.0,5,773,2509,8776,0.12163181,-0.18367349,12058,0.064106815,0.20807762,0.72781557,0.27218443,"Furnishings, household equipment and maintenance",Household,01-01-2003,2003-01-01,2003.0,1.0,1.0
180.0,9,688,1055,6880,0.12853369,-0.1669454,8623,0.079786614,0.12234721,0.79786617,0.20213383,Recreation and culture,Recreation & culture,01-01-2003,2003-01-01,2003.0,1.0,1.0
180.0,12,758,472,5763,0.13711892,-0.12517226,6993,0.10839411,0.067496069,0.82410985,0.17589018,Miscellaneous goods and services,Misc,01-01-2003,2003-01-01,2003.0,1.0,1.0
180.0,11,340,128,8037,0.080021709,-0.06666667,8505,0.039976485,0.015049971,0.94497353,0.055026457,Restaurants and Hotels,Restaurants & Hotels,01-01-2003,2003-01-01,2003.0,1.0,1.0
180.0,8,49,25,202,0.092888102,-0.13629144,276,0.17753623,0.090579711,0.73188406,0.26811594,Communication,Communication,01-01-2003,2003-01-01,2003.0,1.0,1.0
180.0,3,1365,3080,11583,0.22222222,-0.25,16028,0.085163467,0.19216372,0.72267282,0.27732718,Clothing and footwear,Clothing and footwear,01-01-2003,2003-01-01,2003.0,1.0,1.0
181.0,7,382,59,2473,0.073231705,-0.10503444,2914,0.13109128,0.020247083,0.84866166,0.15133837,Transport,Transport,01-02-2003,2003-02-01,2003.0,2.0,1.0
181.0,9,470,378,5591,0.14732245,-0.16685212,6439,0.072992697,0.058704767,0.86830252,0.13169746,Recreation and culture,Recreation & culture,01-02-2003,2003-02-01,2003.0,2.0,1.0
181.0,2,297,177,2377,0.048215371,-0.058013067,2851,0.10417397,0.062083479,0.83374256,0.16625746,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-02-2003,2003-02-01,2003.0,2.0,1.0
181.0,12,375,178,5010,0.090909094,-0.099909969,5563,0.067409672,0.031997126,0.90059322,0.099406794,Miscellaneous goods and services,Misc,01-02-2003,2003-02-01,2003.0,2.0,1.0
181.0,1,2357,1243,13609,0.11111113,-0.11148039,17209,0.13696322,0.072229646,0.79080713,0.20919287,Food and non-alcoholic beverages,Food & drink,01-02-2003,2003-02-01,2003.0,2.0,1.0
181.0,6,67,27,1092,0.1004016,-0.11724143,1186,0.056492411,0.022765599,0.92074198,0.07925801,Health,Health,01-02-2003,2003-02-01,2003.0,2.0,1.0
181.0,5,910,625,7759,0.17236991,-0.13814482,9294,0.097912632,0.067247689,0.8348397,0.16516033,"Furnishings, household equipment and maintenance",Household,01-02-2003,2003-02-01,2003.0,2.0,1.0
181.0,4,162,59,2488,0.15898567,-0.095004201,2709,0.059800666,0.021779254,0.91842008,0.081579924,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-02-2003,2003-02-01,2003.0,2.0,1.0
181.0,3,1175,808,9201,0.29298484,-0.21588579,11184,0.1050608,0.072246067,0.82269311,0.17730686,Clothing and footwear,Clothing and footwear,01-02-2003,2003-02-01,2003.0,2.0,1.0
181.0,8,16,7,89,0.25062656,-0.16655548,112,0.14285715,0.0625,0.79464287,0.20535715,Communication,Communication,01-02-2003,2003-02-01,2003.0,2.0,1.0
181.0,11,259,92,5186,0.074175842,-0.12091555,5537,0.046776231,0.016615495,0.93660825,0.06339173,Restaurants and Hotels,Restaurants & Hotels,01-02-2003,2003-02-01,2003.0,2.0,1.0
182.0,2,311,296,3094,0.048991375,-0.080710247,3701,0.084031343,0.079978384,0.83599025,0.16400972,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-03-2003,2003-03-01,2003.0,3.0,1.0
182.0,9,549,913,8416,0.11852317,-0.13514431,9878,0.055578053,0.092427619,0.85199434,0.14800566,Recreation and culture,Recreation & culture,01-03-2003,2003-03-01,2003.0,3.0,1.0
182.0,7,796,57,3041,0.076919198,-0.085594073,3894,0.20441705,0.014637904,0.78094506,0.21905495,Transport,Transport,01-03-2003,2003-03-01,2003.0,3.0,1.0
182.0,11,905,182,8613,0.063655034,-0.084101386,9700,0.093298972,0.018762887,0.88793814,0.11206186,Restaurants and Hotels,Restaurants & Hotels,01-03-2003,2003-03-01,2003.0,3.0,1.0
182.0,8,25,5,113,0.11116052,-0.16669445,143,0.17482518,0.034965035,0.79020977,0.20979021,Communication,Communication,01-03-2003,2003-03-01,2003.0,3.0,1.0
182.0,6,73,21,1649,0.071386412,-0.086473837,1743,0.041881815,0.012048192,0.94607002,0.053930007,Health,Health,01-03-2003,2003-03-01,2003.0,3.0,1.0
182.0,1,3145,1849,17319,0.10000002,-0.11842102,22313,0.14094922,0.08286649,0.77618426,0.22381571,Food and non-alcoholic beverages,Food & drink,01-03-2003,2003-03-01,2003.0,3.0,1.0
182.0,4,170,99,3361,0.10084822,-0.10025065,3630,0.046831954,0.027272727,0.92589533,0.074104682,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-03-2003,2003-03-01,2003.0,3.0,1.0
182.0,3,1146,1042,11523,0.25,-0.2,13711,0.083582528,0.075997375,0.84042013,0.1595799,Clothing and footwear,Clothing and footwear,01-03-2003,2003-03-01,2003.0,3.0,1.0
182.0,5,1569,902,10221,0.17819698,-0.15954766,12692,0.12362118,0.071068391,0.80531043,0.19468957,"Furnishings, household equipment and maintenance",Household,01-03-2003,2003-03-01,2003.0,3.0,1.0
182.0,12,506,248,6875,0.095238119,-0.12532245,7629,0.066325858,0.032507539,0.90116662,0.098833397,Miscellaneous goods and services,Misc,01-03-2003,2003-03-01,2003.0,3.0,1.0
183.0,1,2245,1581,15880,0.10185186,-0.13242258,19706,0.11392469,0.080229372,0.80584592,0.19415405,Food and non-alcoholic beverages,Food & drink,01-04-2003,2003-04-01,2003.0,4.0,2.0
183.0,4,106,215,3172,0.092692167,-0.17394012,3493,0.030346407,0.061551675,0.90810192,0.091898084,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-04-2003,2003-04-01,2003.0,4.0,2.0
183.0,5,776,1496,9076,0.11523488,-0.15003751,11348,0.068382092,0.1318294,0.79978853,0.2002115,"Furnishings, household equipment and maintenance",Household,01-04-2003,2003-04-01,2003.0,4.0,2.0
183.0,7,186,338,3348,0.083505973,-0.10942186,3872,0.04803719,0.087293386,0.86466944,0.13533057,Transport,Transport,01-04-2003,2003-04-01,2003.0,4.0,2.0
183.0,12,455,253,6371,0.10932247,-0.11834322,7079,0.064274617,0.035739511,0.89998585,0.10001413,Miscellaneous goods and services,Misc,01-04-2003,2003-04-01,2003.0,4.0,2.0
183.0,9,599,645,7652,0.12508604,-0.1465517,8896,0.067333631,0.072504498,0.86016184,0.13983813,Recreation and culture,Recreation & culture,01-04-2003,2003-04-01,2003.0,4.0,2.0
183.0,3,585,847,10578,0.23572704,-0.2002002,12010,0.048709407,0.070524566,0.88076603,0.11923397,Clothing and footwear,Clothing and footwear,01-04-2003,2003-04-01,2003.0,4.0,2.0
183.0,2,1089,159,2012,0.057306603,-0.10101014,3260,0.33404908,0.048773006,0.6171779,0.3828221,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-04-2003,2003-04-01,2003.0,4.0,2.0
183.0,8,2,27,87,0.18769558,-0.12515645,116,0.017241379,0.23275863,0.75,0.25,Communication,Communication,01-04-2003,2003-04-01,2003.0,4.0,2.0
183.0,11,782,168,8444,0.06339182,-0.073530808,9394,0.083244622,0.017883755,0.8988716,0.10112838,Restaurants and Hotels,Restaurants & Hotels,01-04-2003,2003-04-01,2003.0,4.0,2.0
183.0,6,67,29,1503,0.063461542,-0.14979641,1599,0.04190119,0.018136336,0.93996251,0.060037524,Health,Health,01-04-2003,2003-04-01,2003.0,4.0,2.0
184.0,3,868,844,11101,0.25,-0.18265848,12813,0.067743696,0.065870598,0.8663857,0.1336143,Clothing and footwear,Clothing and footwear,01-05-2003,2003-05-01,2003.0,5.0,2.0
184.0,4,130,313,3037,0.072394535,-0.07692308,3480,0.037356321,0.08994253,0.87270117,0.12729885,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-05-2003,2003-05-01,2003.0,5.0,2.0
184.0,8,12,6,98,0.15037593,-0.13154475,116,0.10344828,0.05172414,0.84482759,0.15517242,Communication,Communication,01-05-2003,2003-05-01,2003.0,5.0,2.0
184.0,12,388,255,6532,0.10025128,-0.10006671,7175,0.054076657,0.03554007,0.91038328,0.089616731,Miscellaneous goods and services,Misc,01-05-2003,2003-05-01,2003.0,5.0,2.0
184.0,1,2329,1674,16108,0.13061464,-0.13671619,20111,0.11580727,0.083238028,0.8009547,0.1990453,Food and non-alcoholic beverages,Food & drink,01-05-2003,2003-05-01,2003.0,5.0,2.0
184.0,2,580,235,2503,0.021198349,-0.083838657,3318,0.17480409,0.0708258,0.75437009,0.24562989,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-05-2003,2003-05-01,2003.0,5.0,2.0
184.0,6,95,23,1514,0.054802977,-0.16666667,1632,0.058210783,0.014093137,0.92769605,0.072303921,Health,Health,01-05-2003,2003-05-01,2003.0,5.0,2.0
184.0,7,179,730,2982,0.091743119,-0.10587183,3891,0.046003599,0.18761244,0.76638395,0.23361604,Transport,Transport,01-05-2003,2003-05-01,2003.0,5.0,2.0
184.0,9,610,661,7882,0.12057105,-0.14917749,9153,0.066644818,0.072216757,0.8611384,0.13886157,Recreation and culture,Recreation & culture,01-05-2003,2003-05-01,2003.0,5.0,2.0
184.0,5,1367,803,9460,0.16722408,-0.10738637,11630,0.11754084,0.069045573,0.81341356,0.18658641,"Furnishings, household equipment and maintenance",Household,01-05-2003,2003-05-01,2003.0,5.0,2.0
184.0,11,1031,155,8432,0.05718952,-0.096239999,9618,0.10719484,0.016115617,0.87668955,0.12331046,Restaurants and Hotels,Restaurants & Hotels,01-05-2003,2003-05-01,2003.0,5.0,2.0
185.0,5,786,1055,10257,0.15384619,-0.15627117,12098,0.064969413,0.087204494,0.84782606,0.15217391,"Furnishings, household equipment and maintenance",Household,01-06-2003,2003-06-01,2003.0,6.0,2.0
185.0,4,147,169,3182,0.10319836,-0.12350208,3498,0.042024013,0.048313323,0.90966266,0.090337336,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-06-2003,2003-06-01,2003.0,6.0,2.0
185.0,12,394,235,6782,0.12729186,-0.1538462,7411,0.053164214,0.031709623,0.91512614,0.08487384,Miscellaneous goods and services,Misc,01-06-2003,2003-06-01,2003.0,6.0,2.0
185.0,6,69,28,1554,0.10520487,-0.1101243,1651,0.041792855,0.016959418,0.9412477,0.058752272,Health,Health,01-06-2003,2003-06-01,2003.0,6.0,2.0
185.0,11,466,113,9259,0.05761452,-0.078441575,9838,0.047367349,0.011486074,0.94114655,0.058853425,Restaurants and Hotels,Restaurants & Hotels,01-06-2003,2003-06-01,2003.0,6.0,2.0
185.0,2,292,214,2903,0.037546959,-0.067305967,3409,0.085655615,0.062775008,0.85156935,0.14843062,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-06-2003,2003-06-01,2003.0,6.0,2.0
185.0,7,162,505,3244,0.083479442,-0.12041336,3911,0.041421629,0.12912299,0.82945538,0.17054462,Transport,Transport,01-06-2003,2003-06-01,2003.0,6.0,2.0
185.0,9,594,562,8168,0.14006075,-0.14585981,9324,0.063706562,0.06027456,0.87601888,0.12398112,Recreation and culture,Recreation & culture,01-06-2003,2003-06-01,2003.0,6.0,2.0
185.0,1,2204,1756,16505,0.1303643,-0.13538612,20465,0.10769606,0.085805036,0.80649889,0.1935011,Food and non-alcoholic beverages,Food & drink,01-06-2003,2003-06-01,2003.0,6.0,2.0
185.0,8,1,27,111,0.14287756,-0.11117288,139,0.0071942448,0.19424461,0.79856116,0.20143886,Communication,Communication,01-06-2003,2003-06-01,2003.0,6.0,2.0
185.0,3,716,1014,12099,0.20030051,-0.2002002,13829,0.051775254,0.073324174,0.87490058,0.12509942,Clothing and footwear,Clothing and footwear,01-06-2003,2003-06-01,2003.0,6.0,2.0
186.0,1,2394,1956,16139,0.10924681,-0.10926816,20489,0.11684319,0.095465861,0.78769094,0.21230905,Food and non-alcoholic beverages,Food & drink,01-07-2003,2003-07-01,2003.0,7.0,3.0
186.0,5,794,1554,9864,0.14595774,-0.14285715,12212,0.065018013,0.12725188,0.80773008,0.19226989,"Furnishings, household equipment and maintenance",Household,01-07-2003,2003-07-01,2003.0,7.0,3.0
186.0,3,868,2094,10696,0.22693235,-0.25,13658,0.063552499,0.15331674,0.78313076,0.21686924,Clothing and footwear,Clothing and footwear,01-07-2003,2003-07-01,2003.0,7.0,3.0
186.0,2,1168,339,1917,0.0238095,-0.06934955,3424,0.34112149,0.09900701,0.55987149,0.44012851,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-07-2003,2003-07-01,2003.0,7.0,3.0
186.0,4,202,95,3230,0.085714325,-0.096604705,3527,0.057272468,0.026935073,0.91579247,0.084207542,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-07-2003,2003-07-01,2003.0,7.0,3.0
186.0,6,81,38,1534,0.10153744,-0.17777777,1653,0.049001817,0.022988506,0.92800969,0.071990326,Health,Health,01-07-2003,2003-07-01,2003.0,7.0,3.0
186.0,12,335,392,6759,0.1005134,-0.13333334,7486,0.044750199,0.052364413,0.90288538,0.097114608,Miscellaneous goods and services,Misc,01-07-2003,2003-07-01,2003.0,7.0,3.0
186.0,7,351,195,3342,0.087761194,-0.14631233,3888,0.090277776,0.050154321,0.85956788,0.14043209,Transport,Transport,01-07-2003,2003-07-01,2003.0,7.0,3.0
186.0,8,5,25,112,0.11115228,-0.074101523,142,0.035211269,0.17605634,0.78873241,0.21126761,Communication,Communication,01-07-2003,2003-07-01,2003.0,7.0,3.0
186.0,11,412,112,9380,0.074705482,-0.071179777,9904,0.041599356,0.011308562,0.94709206,0.052907918,Restaurants and Hotels,Restaurants & Hotels,01-07-2003,2003-07-01,2003.0,7.0,3.0
186.0,9,545,774,8125,0.14289796,-0.16261971,9444,0.057708599,0.081956796,0.86033458,0.1396654,Recreation and culture,Recreation & culture,01-07-2003,2003-07-01,2003.0,7.0,3.0
187.0,8,4,31,109,0.36802483,-0.1719745,144,0.027777778,0.21527778,0.75694442,0.24305555,Communication,Communication,01-08-2003,2003-08-01,2003.0,8.0,3.0
187.0,2,310,168,2975,0.055700615,-0.0557952,3453,0.089777008,0.048653346,0.86156964,0.13843036,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-08-2003,2003-08-01,2003.0,8.0,3.0
187.0,1,2338,1681,16270,0.099999979,-0.11896549,20289,0.11523486,0.082852781,0.80191237,0.19808763,Food and non-alcoholic beverages,Food & drink,01-08-2003,2003-08-01,2003.0,8.0,3.0
187.0,12,511,236,6688,0.10561057,-0.12637287,7435,0.068728983,0.031741761,0.89952928,0.10047074,Miscellaneous goods and services,Misc,01-08-2003,2003-08-01,2003.0,8.0,3.0
187.0,6,60,46,1549,0.072727248,-0.17392322,1655,0.036253776,0.027794562,0.93595165,0.064048335,Health,Health,01-08-2003,2003-08-01,2003.0,8.0,3.0
